iterations;timeInMSec;bestFitness;averageFitness;mutations;crossovers;
1;0;1.8540537483834284E-5;1.6991162084321825E-5;0;0;
389;9956;3.691640491180418E-5;3.3813920375147605E-5;7753;30833;
792;19956;4.4507167053820544E-5;3.8088574003564256E-5;15656;62661;
1204;29975;5.0514030558921595E-5;4.2777022239800713E-5;23818;95313;
1607;39967;5.4101030245040877E-5;4.5519865540134705E-5;31852;127235;
2029;49955;5.980642394342029E-5;4.9647674452825234E-5;40154;160639;
2453;59961;6.292770341543192E-5;5.1772293941406E-5;48514;194185;
2872;69972;6.577351279790864E-5;5.505357485725328E-5;56863;227226;
3293;79974;6.845227767369163E-5;5.713649077732662E-5;65255;260590;
3715;89966;7.188787074501484E-5;5.664971362638653E-5;73589;293894;
4123;99968;7.552137035561591E-5;6.12600911002971E-5;81650;326095;
4537;109967;7.794074155847367E-5;6.323680259582545E-5;89802;358948;
4962;119962;7.963080852944596E-5;6.344181891463689E-5;98171;392597;
5383;129968;8.134711030004414E-5;6.885260193983443E-5;106720;425926;
5789;139972;8.39520839050994E-5;6.773449841633529E-5;114715;458197;
6193;149953;8.653595118321737E-5;7.084436246223456E-5;122632;490151;
6598;159953;8.936578164931759E-5;6.925699320169447E-5;130603;522243;
7003;169967;9.59887423119557E-5;7.875599251669767E-5;138750;554196;
7402;179953;9.875648329548553E-5;7.994975075652402E-5;146730;585812;
7805;189935;1.0129623384886196E-4;7.696853221566725E-5;154815;617796;
8208;199954;1.0296827447202442E-4;7.727387074542485E-5;162851;649936;
8609;209975;1.0462432897853503E-4;8.386190115756176E-5;170934;681738;
9013;219960;1.0542543554503712E-4;8.551896594327993E-5;178969;713765;
9418;229963;1.0618441177674799E-4;8.065612893451177E-5;186904;745827;
9821;239955;1.0655442095515342E-4;8.370350642232712E-5;194747;777747;
10220;249963;1.0672213285849681E-4;8.282635747717648E-5;202621;809360;
10621;259935;1.0719798582922324E-4;8.215180165772263E-5;210677;841064;
11026;269971;1.0732881464737137E-4;7.631788463539565E-5;218600;873143;
11425;279966;1.0732881464737137E-4;8.442856711959456E-5;226548;904741;
11828;289972;1.076340066424956E-4;8.139396232538583E-5;234395;936615;
12230;299962;1.1061340666181175E-4;8.909460553976644E-5;242268;968392;
12633;309973;1.1061340666181179E-4;8.730643628955495E-5;250156;1000267;
13032;319973;1.1156561982312348E-4;8.709255460719833E-5;258056;1031863;
13434;329972;1.1157573032106093E-4;8.717475302454005E-5;266048;1063608;
13836;339953;1.1319270729474089E-4;8.989502445804161E-5;273900;1095395;
14233;349973;1.1487472545585203E-4;8.426068595483411E-5;281731;1126781;
14632;359950;1.1635286977196291E-4;9.097195946359697E-5;289599;1158419;
15033;369965;1.163569209952761E-4;8.87217837375731E-5;297735;1190310;
15438;379970;1.163569209952761E-4;8.361441860150921E-5;305895;1222277;
15838;389971;1.163569209952761E-4;8.576710185294102E-5;313901;1253892;
16243;399974;1.1689241796331139E-4;9.162940627369196E-5;321865;1285937;
16648;409975;1.1714471091663851E-4;8.969019038898113E-5;329813;1317979;
17049;419963;1.1809626552465404E-4;8.765711783821034E-5;337763;1349741;
17454;429961;1.1817262832604734E-4;8.675573100308165E-5;345785;1381749;
17859;439966;1.1836037476044402E-4;8.841981243093917E-5;353787;1413736;
18264;449972;1.1948973534342808E-4;9.177620474120217E-5;361816;1445726;
18664;459955;1.1961560019457953E-4;9.079136708681981E-5;369794;1477270;
19069;469963;1.1961560019457953E-4;9.231618455794585E-5;377830;1509309;
19474;479970;1.201618294285053E-4;9.079927802603314E-5;385965;1541262;
19876;489975;1.2031881242267061E-4;8.885659908741332E-5;393958;1573154;
20281;499973;1.2036957959284477E-4;9.664965693572376E-5;402039;1605171;
20686;509970;1.2036957959284477E-4;9.484024588380029E-5;410138;1637269;
21091;519958;1.2036957959284477E-4;8.795270766233913E-5;418164;1669567;
21493;529974;1.2036957959284477E-4;9.156246359669012E-5;426013;1701402;
21895;539944;1.2036957959284477E-4;9.528568470659284E-5;433998;1733281;
22301;549955;1.2044271001710969E-4;9.040839820570442E-5;441981;1765540;
22703;559968;1.2044271001710969E-4;9.092402463819949E-5;450049;1797448;
23107;569953;1.2044271001710969E-4;9.821611133484293E-5;458149;1829419;
23512;579960;1.2099090459780273E-4;9.442849871192459E-5;466209;1861441;
23917;589966;1.2099090459780273E-4;9.340267079776461E-5;474272;1893545;
24319;599958;1.2102846327743763E-4;8.596768095906404E-5;482315;1925398;
24723;609972;1.2102846327743763E-4;9.067383371570852E-5;490229;1957553;
25128;619960;1.2194963308702963E-4;9.5022544211402E-5;498335;1989673;
