iterations;timeInMSec;bestFitness;averageFitness;mutations;crossovers;
1;0;2.2151387009097568E-5;2.0985419043794496E-5;0;0;
23;9776;2.4009534666406706E-5;2.3210668364811494E-5;453;1810;
46;19819;2.5878041963832872E-5;2.4949990688338258E-5;925;3636;
69;29928;2.6842351647690894E-5;2.6029915657734383E-5;1393;5507;
92;39947;2.7816736662848373E-5;2.683667998902121E-5;1857;7291;
115;49919;2.9037235608710473E-5;2.813005280827747E-5;2310;9113;
137;59556;3.0114368348112483E-5;2.9062478144257857E-5;2728;10867;
161;69949;3.146997512613168E-5;3.042247062854061E-5;3169;12689;
183;79588;3.3344470386442435E-5;3.2344266748983295E-5;3608;14522;
206;89633;3.4447622046202556E-5;3.325431275980713E-5;4062;16355;
229;99643;3.528860432158366E-5;3.41608635358462E-5;4525;18172;
252;109655;3.553715836352808E-5;3.425086254855199E-5;4947;19976;
276;119938;3.630662835591241E-5;3.487000832372214E-5;5391;21910;
303;129865;3.7086650734241506E-5;3.5912962469238475E-5;5947;24036;
330;139769;3.779503751157471E-5;3.65900601124752E-5;6500;26128;
357;149661;3.828926621684437E-5;3.693278181060851E-5;7025;28265;
385;159915;3.904880241227882E-5;3.7634377018596646E-5;7575;30470;
412;169823;3.937646578893895E-5;3.751060164073571E-5;8104;32605;
439;179722;4.008388755988535E-5;3.874892478821847E-5;8657;34746;
466;189629;4.089220242948753E-5;3.9358202027631534E-5;9173;36902;
494;199875;4.151885952675151E-5;3.930403476551645E-5;9714;39126;
521;209885;4.194546418528485E-5;4.004322538917587E-5;10267;41284;
548;219792;4.231339159605264E-5;4.077272801021578E-5;10792;43422;
575;229759;4.280627676997535E-5;4.130956804635976E-5;11310;45564;
602;239694;4.3671135388380495E-5;4.23974237252012E-5;11868;47702;
629;249686;4.4222076191099536E-5;4.244525294421628E-5;12443;49831;
657;259944;4.456562332600376E-5;4.3043395770856775E-5;12986;52004;
684;269936;4.539309970412772E-5;4.338794909960867E-5;13526;54225;
711;279894;4.558653920670309E-5;4.385953601451234E-5;14075;56371;
738;289840;4.5784443178758964E-5;4.414361149127811E-5;14629;58521;
765;299772;4.631859784340609E-5;4.410149370296077E-5;15180;60681;
792;309745;4.6561567895612694E-5;4.482681916696201E-5;15700;62811;
819;319703;4.665876578232752E-5;4.510476211727097E-5;16246;64987;
