iterations;timeInMSec;bestFitness;averageFitness;mutations;crossovers;
1;0;2.5466028318223488E-5;2.3523385148630665E-5;0;0;
99;9877;3.3829499323410016E-5;3.181164561309084E-5;2018;7850;
201;19862;4.030307915524746E-5;3.781773839708254E-5;3991;15972;
305;29947;4.3455588388666785E-5;4.106809526997236E-5;6024;24194;
408;39891;4.640801930573603E-5;4.29690268874497E-5;8173;32314;
517;49940;4.803073967339097E-5;4.535155244643016E-5;10384;40934;
625;59914;5.0393065914130216E-5;4.677901504995085E-5;12562;49425;
734;69936;5.4007344998919854E-5;5.021370647471867E-5;14631;58000;
843;79948;5.785697755149271E-5;5.404388742967218E-5;16792;66749;
951;89869;5.868544600938967E-5;5.500705110783211E-5;18924;75318;
1061;99949;5.943889681407513E-5;5.4450293065886414E-5;21048;84051;
1169;109949;6.1020258725897E-5;5.555541025705685E-5;23165;92561;
1277;119882;6.228201295465869E-5;5.786492122475382E-5;25307;101099;
1386;129950;6.297229219143577E-5;5.856421946804983E-5;27451;109627;
1494;139936;6.351626016260163E-5;5.8352925647134774E-5;29622;118319;
1603;149949;6.403688524590164E-5;5.868291853197789E-5;31763;126880;
1709;159932;6.615506747816882E-5;6.045804692047665E-5;33810;135322;
1815;169922;6.742179072276159E-5;6.308933086438006E-5;35864;143684;
1921;179889;6.789788158609451E-5;6.419565947399449E-5;37951;152064;
2027;189921;6.904170118751726E-5;6.371318427229866E-5;40141;160539;
2136;199931;6.927126627874758E-5;6.366269532417191E-5;42329;169128;
2244;209888;7.020499859590003E-5;6.437726157652144E-5;44535;177713;
2353;219922;7.080147267063155E-5;6.388364580990136E-5;46716;186380;
2462;229949;7.136739937196689E-5;6.533059128136908E-5;48787;194969;
2569;239918;7.185972980741592E-5;6.548132620581193E-5;50892;203484;
2676;249931;7.292882147024503E-5;6.781188662224942E-5;53006;211913;
2783;259916;7.335680751173709E-5;6.637206470268175E-5;55118;220355;
2891;269907;7.431629013079666E-5;6.591213446886341E-5;57200;228896;
3000;279877;7.571168988491823E-5;6.87302020547011E-5;59375;237508;
3110;289927;7.638252367858234E-5;6.946573139603442E-5;61513;246185;
3219;299920;7.771215418091389E-5;7.045889982958309E-5;63725;254786;
3328;309900;7.864108210128971E-5;7.08687227733317E-5;65930;263433;
3437;319932;7.888923950773115E-5;7.003902497114926E-5;68111;272100;
3546;329917;7.893905904641616E-5;7.237137739491445E-5;70306;280764;
3655;339894;7.979572294924992E-5;7.160388100820553E-5;72454;289419;
3764;349904;8.124796880077999E-5;7.291055580609653E-5;74561;298056;
3874;359947;8.199409642505739E-5;7.419794087258825E-5;76764;306748;
3983;369906;8.269930532583527E-5;7.386582022812828E-5;78864;315356;
4093;379948;8.319467554076539E-5;7.521947007092545E-5;81040;324059;
4202;389908;8.364001338240214E-5;7.379363251758143E-5;83204;332747;
4312;399945;8.409014463504877E-5;7.526157994310241E-5;85359;341399;
4421;409904;8.454514710855597E-5;7.665553350194071E-5;87517;350041;
4530;419908;8.488964346349746E-5;7.64781966116467E-5;89678;358696;
4639;429882;8.61178091629349E-5;7.77542318896882E-5;91855;367388;
4749;439937;8.689607229753215E-5;7.694153226719379E-5;93996;376077;
4858;449912;8.735150244584206E-5;7.832155732739385E-5;96201;384754;
4966;459901;8.790436005625879E-5;7.950430315078285E-5;98327;393247;
5073;469943;8.84016973125884E-5;8.037597348105757E-5;100329;401810;
5179;479904;8.87784090909091E-5;7.999499679366177E-5;102433;410252;
5285;489932;8.960573476702509E-5;7.849275486112449E-5;104557;418684;
5392;499943;9.005763688760806E-5;7.999404901088619E-5;106643;427190;
5501;509899;9.051412020275162E-5;8.089469801155675E-5;108877;435847;
5610;519868;9.051412020275162E-5;7.75552728512463E-5;110995;444477;
5719;529920;9.231905465288036E-5;8.145415071423112E-5;113244;453092;
5828;539913;9.345794392523364E-5;8.274544455508362E-5;115441;461716;
5937;549878;9.359790340696369E-5;8.428785091978307E-5;117588;470312;
6046;559876;9.40910801656003E-5;8.391350972822424E-5;119732;478969;
6156;569935;9.556574923547401E-5;8.522413979528202E-5;121978;487598;
6265;579877;9.637625289128758E-5;8.543690843695127E-5;124130;496221;
6375;589911;9.750390015600624E-5;8.662862967038194E-5;126281;504920;
6484;599904;9.838646202282565E-5;8.613737897392375E-5;128407;513620;
6594;609947;9.960159362549801E-5;8.794358225678648E-5;130613;522333;
6703;619890;9.992006394884092E-5;8.967209054045891E-5;132835;530910;
6813;629949;1.0040160642570282E-4;9.080033607567438E-5;135022;539590;
6922;639898;1.0096930533117933E-4;9.038068646959642E-5;137186;548234;
7032;649941;1.0105092966855295E-4;8.729672634930451E-5;139416;556972;
7141;659888;1.0229132569558102E-4;8.99382729724099E-5;141541;565615;
7250;669874;1.034340091021928E-4;8.722589476708984E-5;143669;574241;
7360;679893;1.0395010395010396E-4;8.976766803256393E-5;145801;582926;
7470;689915;1.0611205432937182E-4;9.565523539843998E-5;148055;591575;
7580;699946;1.067463706233988E-4;9.344847908637793E-5;150263;600242;
7689;709892;1.0702054794520547E-4;9.306947988900427E-5;152459;608930;
7799;719931;1.0702054794520547E-4;9.337065590732954E-5;154613;617704;
7908;729870;1.0785159620362382E-4;9.30381691768417E-5;156822;626346;
8017;739882;1.0836584308625921E-4;9.404505989442624E-5;158957;635008;
8127;749925;1.0850694444444444E-4;9.193547567528994E-5;161135;643760;
8236;759876;1.0888501742160279E-4;9.641344642877632E-5;163211;652433;
8345;769870;1.0926573426573427E-4;9.732581471017245E-5;165383;661083;
8455;779903;1.0974539069359087E-4;9.802371679932409E-5;167496;669769;
8565;789935;1.0993843447669306E-4;9.422918871747605E-5;169619;678475;
8674;799880;1.0993843447669306E-4;9.705051042052423E-5;171816;687094;
8783;809889;1.1190689346463742E-4;9.994659999731349E-5;173924;695652;
8893;819921;1.1291779584462511E-4;9.82977316214893E-5;176060;704397;
9003;829942;1.1405109489051095E-4;1.0111302781749571E-4;178142;713105;
9112;839871;1.1425959780621572E-4;1.006816210177771E-4;180231;721687;
9222;849897;1.152604887044721E-4;1.0021991185099042E-4;182406;730413;
9332;859943;1.160092807424594E-4;1.0217489055457578E-4;184610;739233;
9441;869873;1.1753643629525152E-4;1.0488956290772444E-4;186830;747894;
9550;879921;1.1825922421948912E-4;1.0514177877330206E-4;189021;756448;
9660;889950;1.1848341232227489E-4;1.0273195984969459E-4;191130;765165;
9769;899891;1.1870845204178538E-4;1.0400694944215138E-4;193263;773787;
9879;909938;1.1944577161968466E-4;1.0491923854365437E-4;195460;782449;
9988;919867;1.2036591237361579E-4;1.0287105383249952E-4;197649;790991;
10098;929895;1.208313194780087E-4;1.0611808984576925E-4;199871;799639;
10208;939920;1.2153621779290228E-4;1.0235272086870234E-4;202035;808354;
10317;949908;1.2153621779290228E-4;1.0391887321245641E-4;204218;817036;
10427;959936;1.223091976516634E-4;1.0723003309611023E-4;206371;825728;
10536;969881;1.2303149606299212E-4;1.0383902261990674E-4;208544;834373;
10645;979895;1.2339585389930897E-4;1.0415037583813078E-4;210712;843023;
10755;989927;1.2413108242303873E-4;1.0861710632496678E-4;212924;851695;
10864;999880;1.2413108242303873E-4;1.0395712037163217E-4;215123;860416;
