iterations;timeInMSec;bestFitness;averageFitness;mutations;crossovers;
1;0;3.718389137306202E-7;3.611811834383482E-7;0;0;
1;2801;3.718389137306202E-7;3.611811834383482E-7;95;393;
1;2801;3.718389137306202E-7;3.611811834383482E-7;95;393;
2;23947;3.718389137306202E-7;3.624844508518617E-7;195;819;
2;23947;3.718389137306202E-7;3.624844508518617E-7;195;819;
3;44931;3.740272206538432E-7;3.63272889380634E-7;298;1221;
3;44931;3.740272206538432E-7;3.63272889380634E-7;298;1221;
4;65893;3.746502078334561E-7;3.639414527575963E-7;406;1618;
4;65893;3.746502078334561E-7;3.639414527575963E-7;406;1618;
5;86795;3.770667973831562E-7;3.6441982232923934E-7;497;2009;
5;86795;3.770667973831562E-7;3.6441982232923934E-7;497;2009;
6;107730;3.7828023817129027E-7;3.6546519772895676E-7;603;2404;
6;107730;3.7828023817129027E-7;3.6546519772895676E-7;603;2404;
7;128610;3.826502108708781E-7;3.6616428584124985E-7;678;2792;
7;128610;3.826502108708781E-7;3.6616428584124985E-7;678;2792;
8;149558;3.826502108708781E-7;3.6690542645277026E-7;772;3190;
8;149558;3.826502108708781E-7;3.6690542645277026E-7;772;3190;
9;167843;3.826502108708781E-7;3.679108285080895E-7;859;3504;
9;170432;3.826502108708781E-7;3.679108285080895E-7;876;3575;
10;188713;3.826502108708781E-7;3.6874856936278137E-7;918;3760;
10;191369;3.826502108708781E-7;3.6874856936278137E-7;966;3973;
11;209653;3.826502108708781E-7;3.6913582145174556E-7;980;4016;
11;212284;3.826502108708781E-7;3.6913582145174556E-7;1067;4359;
11;212284;3.826502108708781E-7;3.6913582145174556E-7;1067;4359;
12;233285;3.8289398163410723E-7;3.691745985142157E-7;1165;4769;
13;248824;3.834702539439728E-7;3.6969299075514233E-7;1216;4942;
13;251411;3.834702539439728E-7;3.6969299075514233E-7;1275;5166;
14;269614;3.834702539439728E-7;3.7009717587884537E-7;1366;5576;
14;269614;3.834702539439728E-7;3.7009717587884537E-7;1366;5576;
15;287714;3.845807723458728E-7;3.710422778703343E-7;1456;5970;
15;287714;3.845807723458728E-7;3.710422778703343E-7;1456;5970;
16;305959;3.845807723458728E-7;3.714540625025299E-7;1573;6387;
16;305959;3.845807723458728E-7;3.714540625025299E-7;1573;6387;
17;324076;3.845807723458728E-7;3.7127403013956453E-7;1662;6785;
18;339610;3.862029162645646E-7;3.718209220154209E-7;1672;6837;
18;342253;3.862029162645646E-7;3.718209220154209E-7;1749;7193;
19;357789;3.862029162645646E-7;3.7259540745276675E-7;1826;7526;
19;360385;3.862029162645646E-7;3.7259540745276675E-7;1844;7594;
20;378556;3.862029162645646E-7;3.729919364980734E-7;1942;8001;
20;378556;3.862029162645646E-7;3.729919364980734E-7;1942;8001;
21;396666;3.862029162645646E-7;3.7375905001788656E-7;2043;8400;
21;396666;3.862029162645646E-7;3.7375905001788656E-7;2043;8400;
22;414817;3.862029162645646E-7;3.7430135021913884E-7;2163;8804;
22;414817;3.862029162645646E-7;3.7430135021913884E-7;2163;8804;
23;432942;3.862029162645646E-7;3.7436493599404825E-7;2260;9202;
24;448478;3.862029162645646E-7;3.7455183800499207E-7;2318;9429;
24;451061;3.862029162645646E-7;3.7455183800499207E-7;2362;9601;
25;469196;3.881601828389714E-7;3.749887086148916E-7;2452;10002;
25;469196;3.881601828389714E-7;3.749887086148916E-7;2452;10002;
26;487406;3.881601828389714E-7;3.7519233186402353E-7;2549;10415;
26;487406;3.881601828389714E-7;3.7519233186402353E-7;2549;10415;
27;505567;3.881601828389714E-7;3.755706553337401E-7;2653;10821;
27;505567;3.881601828389714E-7;3.755706553337401E-7;2653;10821;
28;523828;3.8817362291913697E-7;3.7612130394255563E-7;2745;11238;
28;523828;3.8817362291913697E-7;3.7612130394255563E-7;2745;11238;
29;542753;3.8952935738640766E-7;3.7630837300521464E-7;2831;11633;
30;559123;3.8952935738640766E-7;3.766810339572973E-7;2859;11761;
30;561764;3.8952935738640766E-7;3.766810339572973E-7;2920;12043;
31;578134;3.8952935738640766E-7;3.769416966118366E-7;2993;12325;
31;580672;3.8952935738640766E-7;3.769416966118366E-7;3025;12437;
32;599632;3.8967185655025534E-7;3.773973005179775E-7;3118;12839;
32;599632;3.8967185655025534E-7;3.773973005179775E-7;3118;12839;
33;618556;3.8967185655025534E-7;3.776262454201168E-7;3219;13235;
33;618556;3.8967185655025534E-7;3.776262454201168E-7;3219;13235;
34;637507;3.9076442352517566E-7;3.78168324256199E-7;3319;13636;
34;637507;3.9076442352517566E-7;3.78168324256199E-7;3319;13636;
35;656356;3.9076442352517566E-7;3.791070532924078E-7;3423;14023;
35;656356;3.9076442352517566E-7;3.791070532924078E-7;3423;14023;
36;675407;3.9081097106443387E-7;3.7989366330229663E-7;3515;14441;
36;675407;3.9081097106443387E-7;3.7989366330229663E-7;3515;14441;
37;694297;3.9219897414867447E-7;3.8031491004722904E-7;3629;14834;
37;694297;3.9219897414867447E-7;3.8031491004722904E-7;3629;14834;
38;713186;3.9219897414867447E-7;3.8090959568576206E-7;3726;15226;
39;729549;3.9219897414867447E-7;3.812887883910834E-7;3742;15288;
39;732123;3.9219897414867447E-7;3.812887883910834E-7;3820;15626;
40;748488;3.9219897414867447E-7;3.821437305097487E-7;3868;15853;
40;750995;3.9219897414867447E-7;3.821437305097487E-7;3919;16017;
41;769910;3.941326885532755E-7;3.8252150102236067E-7;4015;16415;
41;769910;3.941326885532755E-7;3.8252150102236067E-7;4015;16415;
42;788829;3.941326885532755E-7;3.8321980960318043E-7;4114;16814;
42;788829;3.941326885532755E-7;3.8321980960318043E-7;4114;16814;
43;807741;3.949827708515355E-7;3.84055663432425E-7;4216;17211;
43;807741;3.949827708515355E-7;3.84055663432425E-7;4216;17211;
44;826648;3.959620738022625E-7;3.8491908780079115E-7;4313;17609;
44;826648;3.959620738022625E-7;3.8491908780079115E-7;4313;17609;
45;845539;3.959620738022625E-7;3.8531107137825825E-7;4403;18004;
45;845539;3.959620738022625E-7;3.8531107137825825E-7;4403;18004;
46;864402;3.959620738022625E-7;3.85591595315542E-7;4486;18396;
46;864402;3.959620738022625E-7;3.85591595315542E-7;4486;18396;
47;883312;3.961252925286247E-7;3.859148457310499E-7;4585;18793;
48;899672;3.9699005317602355E-7;3.8656838422397675E-7;4593;18836;
48;902250;3.9699005317602355E-7;3.8656838422397675E-7;4681;19196;
49;918600;3.9699005317602355E-7;3.874701203800036E-7;4732;19407;
49;921232;3.9699005317602355E-7;3.874701203800036E-7;4786;19608;
50;937586;3.974771015429182E-7;3.8813427409556296E-7;4880;19977;
50;940099;3.974771015429182E-7;3.8813427409556296E-7;4884;20001;
51;959056;3.9978993437688094E-7;3.886720810095649E-7;4977;20408;
51;959056;3.9978993437688094E-7;3.886720810095649E-7;4977;20408;
52;977897;3.9978993437688094E-7;3.8967361480172897E-7;5080;20798;
52;977897;3.9978993437688094E-7;3.8967361480172897E-7;5080;20798;
53;996908;4.0129154882405916E-7;3.90222235310166E-7;5175;21214;
