iterations;timeInMSec;bestFitness;averageFitness;mutations;cruces;
35;3764;2.9540352120997282E-5;2.8110610002054416E-5;660;3465;
36;3869;2.9540352120997282E-5;2.8162246758511345E-5;676;3564;
37;3973;2.9540352120997282E-5;2.836620865666534E-5;700;3663;
38;4076;2.954384306310565E-5;2.8498899016281172E-5;722;3762;
39;4177;2.9761904761904762E-5;2.8679979921939265E-5;740;3861;
40;4279;3.007699711260828E-5;2.877070207745436E-5;765;3960;
41;4380;3.0185945423810673E-5;2.8822959074149792E-5;785;4059;
42;4481;3.0226091161890945E-5;2.888848505375251E-5;801;4158;
43;4582;3.0314053595246755E-5;2.8929918646937858E-5;821;4257;
44;4684;3.0314053595246755E-5;2.9009997625258465E-5;840;4356;
45;4785;3.0314053595246755E-5;2.902199625244145E-5;862;4455;
46;4886;3.0314053595246755E-5;2.9243058285967298E-5;878;4554;
47;4987;3.075787401574803E-5;2.932684175364969E-5;900;4653;
48;5088;3.075787401574803E-5;2.937178807339755E-5;920;4752;
49;5188;3.075787401574803E-5;2.953164328736275E-5;945;4851;
50;5289;3.077680659854734E-5;2.9608416473442218E-5;965;4950;
51;5390;3.106747856343979E-5;2.9663293550504685E-5;988;5049;
52;5491;3.106747856343979E-5;2.9685350783543042E-5;1009;5148;
53;5591;3.106747856343979E-5;2.970106102078786E-5;1032;5247;
54;5692;3.106747856343979E-5;2.9731272729499317E-5;1052;5346;
55;5793;3.106747856343979E-5;2.9859341478404757E-5;1075;5445;
56;5893;3.112937367700162E-5;2.9950808559457747E-5;1094;5544;
57;5995;3.154176129195054E-5;2.9933391160209718E-5;1111;5643;
58;6096;3.154176129195054E-5;2.9964924658715277E-5;1139;5742;
59;6197;3.158559696778269E-5;3.000748331482339E-5;1156;5841;
60;6297;3.158559696778269E-5;3.014987262229645E-5;1174;5940;
61;6398;3.178639542275906E-5;3.010025440746835E-5;1191;6039;
62;6499;3.178639542275906E-5;3.0247035840515773E-5;1212;6138;
63;6599;3.178639542275906E-5;3.038272014067959E-5;1232;6237;
64;6699;3.178639542275906E-5;3.0471442426344895E-5;1253;6336;
65;6801;3.208830702092157E-5;3.063766996755497E-5;1274;6435;
66;6902;3.208830702092157E-5;3.072625330238907E-5;1298;6534;
67;7003;3.208830702092157E-5;3.076790963913488E-5;1318;6633;
68;7102;3.208830702092157E-5;3.07630429812031E-5;1327;6732;
69;7203;3.208830702092157E-5;3.0798345127272924E-5;1345;6831;
70;7303;3.208830702092157E-5;3.0808227289076476E-5;1371;6930;
71;7406;3.209654641160611E-5;3.079088055304489E-5;1393;7029;
72;7508;3.209654641160611E-5;3.083525262395148E-5;1409;7128;
73;7611;3.255208333333333E-5;3.094037438247699E-5;1428;7227;
74;7711;3.255208333333333E-5;3.104101092775878E-5;1448;7326;
75;7812;3.255208333333333E-5;3.104815203871411E-5;1466;7425;
76;7912;3.282563025210084E-5;3.121614800342347E-5;1487;7524;
77;8013;3.282563025210084E-5;3.132797923139999E-5;1505;7623;
78;8113;3.2907726734237196E-5;3.137518527436202E-5;1527;7722;
79;8213;3.308628904182107E-5;3.1439386869756874E-5;1544;7821;
80;8312;3.316089667064597E-5;3.148967194434731E-5;1561;7920;
81;8413;3.316089667064597E-5;3.1580992338477306E-5;1577;8019;
82;8514;3.3191715347849174E-5;3.1718395572469234E-5;1594;8118;
83;8613;3.327565553041395E-5;3.165122844851709E-5;1619;8217;
84;8714;3.327565553041395E-5;3.175853129377762E-5;1638;8316;
85;8816;3.364737550471063E-5;3.198782522973147E-5;1656;8415;
86;8920;3.3738191632928474E-5;3.202422619698772E-5;1676;8514;
87;9020;3.3738191632928474E-5;3.228575809542425E-5;1707;8613;
88;9121;3.3738191632928474E-5;3.2347294890015314E-5;1726;8712;
89;9221;3.426535087719298E-5;3.2454217995937184E-5;1744;8811;
90;9323;3.426535087719298E-5;3.2524947139510886E-5;1763;8910;
91;9422;3.426535087719298E-5;3.251672128484714E-5;1787;9009;
92;9523;3.442577802258331E-5;3.2688476752493884E-5;1808;9108;
93;9623;3.442577802258331E-5;3.2852151103396366E-5;1823;9207;
94;9723;3.442577802258331E-5;3.304320748714795E-5;1836;9306;
95;9824;3.442577802258331E-5;3.321911367679263E-5;1862;9405;
96;9925;3.442577802258331E-5;3.3324279608269767E-5;1886;9504;
97;10025;3.463563313937379E-5;3.326658314292446E-5;1912;9603;
98;10126;3.463563313937379E-5;3.3404227905489945E-5;1931;9702;
99;10225;3.490645071209159E-5;3.336638711224281E-5;1949;9801;
100;10326;3.490645071209159E-5;3.3339972805059035E-5;1966;9900;
101;10426;3.490645071209159E-5;3.3410213930358936E-5;1988;9999;
102;10527;3.490645071209159E-5;3.3410015795825714E-5;2007;10098;
103;10626;3.495525727069351E-5;3.3477075309614696E-5;2020;10197;
104;10726;3.495525727069351E-5;3.352487919934003E-5;2043;10296;
105;10827;3.500420050406049E-5;3.3458641485302605E-5;2062;10395;
106;10928;3.52013517319065E-5;3.3562141199843343E-5;2083;10494;
107;11028;3.52013517319065E-5;3.361670216199045E-5;2099;10593;
108;11128;3.52013517319065E-5;3.378420461137994E-5;2117;10692;
109;11228;3.52013517319065E-5;3.371572307167569E-5;2137;10791;
110;11328;3.52013517319065E-5;3.362406307580575E-5;2159;10890;
111;11428;3.556187766714083E-5;3.377729275464968E-5;2185;10989;
112;11528;3.556187766714083E-5;3.398163798664265E-5;2199;11088;
113;11629;3.587315253264457E-5;3.3893146470572984E-5;2215;11187;
114;11728;3.587315253264457E-5;3.3922099149535965E-5;2239;11286;
115;11829;3.6059425933939135E-5;3.417472464816823E-5;2256;11385;
116;11929;3.6059425933939135E-5;3.410458949442864E-5;2280;11484;
117;12030;3.6059425933939135E-5;3.430002373436001E-5;2300;11583;
118;12130;3.637421795431398E-5;3.432787826612436E-5;2318;11682;
119;12230;3.637421795431398E-5;3.439744668484967E-5;2340;11781;
120;12330;3.6565745209887376E-5;3.434354879043028E-5;2357;11880;
121;12430;3.6565745209887376E-5;3.441095954398815E-5;2375;11979;
122;12529;3.6603221083455344E-5;3.457154013406306E-5;2395;12078;
123;12630;3.6603221083455344E-5;3.4678632837217094E-5;2415;12177;
124;12730;3.6603221083455344E-5;3.47055864570221E-5;2437;12276;
125;12831;3.668916935720575E-5;3.469306250174204E-5;2456;12375;
126;12931;3.6884036588964295E-5;3.484254576839613E-5;2473;12474;
127;13032;3.6884036588964295E-5;3.5019272099238674E-5;2493;12573;
128;13132;3.710299792223212E-5;3.522100142074537E-5;2515;12672;
129;13232;3.74251497005988E-5;3.538648068093751E-5;2532;12771;
130;13331;3.752626838787151E-5;3.5639865334393336E-5;2553;12870;
131;13431;3.766194636938837E-5;3.5693551270256656E-5;2565;12969;
132;13532;3.766194636938837E-5;3.582012538431558E-5;2585;13068;
133;13631;3.766194636938837E-5;3.578049090266144E-5;2606;13167;
134;13731;3.766194636938837E-5;3.587043833384314E-5;2624;13266;
135;13832;3.766194636938837E-5;3.581833112171064E-5;2649;13365;
136;13932;3.7947783849423196E-5;3.5796587186077424E-5;2674;13464;
137;14032;3.7947783849423196E-5;3.5862259818663725E-5;2696;13563;
138;14133;3.7947783849423196E-5;3.584474183251266E-5;2728;13662;
139;14233;3.7947783849423196E-5;3.580055004260902E-5;2748;13761;
140;14333;3.7947783849423196E-5;3.602653278240896E-5;2767;13860;
141;14433;3.7947783849423196E-5;3.624686480794222E-5;2788;13959;
142;14533;3.7947783849423196E-5;3.625729547889347E-5;2806;14058;
143;14633;3.798237617745366E-5;3.62830244790369E-5;2834;14157;
144;14734;3.798237617745366E-5;3.636732090596422E-5;2855;14256;
145;14833;3.801703163017032E-5;3.637029266007327E-5;2877;14355;
146;14934;3.801703163017032E-5;3.643406076062426E-5;2893;14454;
147;15034;3.8034383082306405E-5;3.654315228944882E-5;2911;14553;
148;15134;3.8034383082306405E-5;3.674538160481417E-5;2927;14652;
149;15233;3.8034383082306405E-5;3.666768754832632E-5;2942;14751;
150;15334;3.8034383082306405E-5;3.672694380874211E-5;2965;14850;
151;15434;3.82789771857296E-5;3.673600207612662E-5;2986;14949;
152;15533;3.845562221196739E-5;3.6687464086787835E-5;3004;15048;
153;15633;3.845562221196739E-5;3.6681062766027066E-5;3029;15147;
154;15733;3.845562221196739E-5;3.674950155588021E-5;3040;15246;
155;15833;3.845562221196739E-5;3.6706547370214486E-5;3069;15345;
156;15933;3.845562221196739E-5;3.672523960192886E-5;3087;15444;
157;16033;3.845562221196739E-5;3.679175930431187E-5;3101;15543;
158;16133;3.852080123266564E-5;3.691848919067314E-5;3116;15642;
159;16233;3.852080123266564E-5;3.7006660978374645E-5;3131;15741;
160;16332;3.852673755586377E-5;3.7021236907319076E-5;3153;15840;
161;16432;3.852673755586377E-5;3.702059539807678E-5;3179;15939;
162;16532;3.8556446637877854E-5;3.7025193213244915E-5;3195;16038;
163;16632;3.8556446637877854E-5;3.714112018867167E-5;3212;16137;
164;16732;3.8663779771110426E-5;3.705840909273966E-5;3230;16236;
165;16832;3.8663779771110426E-5;3.7113347065071176E-5;3248;16335;
166;16933;3.9001560062402496E-5;3.725803709847179E-5;3271;16434;
167;17032;3.9001560062402496E-5;3.727150647525834E-5;3287;16533;
168;17133;3.918495297805643E-5;3.74184262733632E-5;3304;16632;
169;17233;3.922183871979918E-5;3.744533336928888E-5;3323;16731;
170;17334;3.922183871979918E-5;3.737163560644078E-5;3348;16830;
171;17433;3.922183871979918E-5;3.7320681602584515E-5;3366;16929;
172;17533;3.984698756773988E-5;3.7297828044336134E-5;3390;17028;
173;17633;3.984698756773988E-5;3.746123304745249E-5;3408;17127;
174;17734;3.984698756773988E-5;3.762436799317257E-5;3431;17226;
175;17833;3.984698756773988E-5;3.7600101822081636E-5;3455;17325;
176;17933;3.984698756773988E-5;3.779294636563395E-5;3482;17424;
177;18034;3.9891495133237594E-5;3.77357888325872E-5;3501;17523;
178;18133;3.9910600255427844E-5;3.7875686242545684E-5;3526;17622;
179;18233;3.9910600255427844E-5;3.8041649509324495E-5;3548;17721;
180;18333;4.019292604501608E-5;3.812454352074968E-5;3572;17820;
181;18433;4.019292604501608E-5;3.828348333879819E-5;3588;17919;
182;18532;4.050550874918989E-5;3.853225739650638E-5;3605;18018;
183;18632;4.050550874918989E-5;3.850731060350503E-5;3623;18117;
184;18733;4.050550874918989E-5;3.8533848565464286E-5;3641;18216;
185;18833;4.050550874918989E-5;3.8549622604036265E-5;3658;18315;
186;18932;4.068348250610252E-5;3.8608699021403085E-5;3682;18414;
187;19033;4.068348250610252E-5;3.867247801337882E-5;3706;18513;
188;19133;4.068348250610252E-5;3.8728390017932846E-5;3722;18612;
189;19233;4.068348250610252E-5;3.878441184755636E-5;3737;18711;
190;19333;4.068348250610252E-5;3.876993241396661E-5;3762;18810;
191;19433;4.068348250610252E-5;3.871035250223252E-5;3775;18909;
192;19534;4.068348250610252E-5;3.859704750228358E-5;3796;19008;
193;19633;4.0709982087607885E-5;3.859190645667346E-5;3822;19107;
194;19733;4.104416351994746E-5;3.8824588802667985E-5;3840;19206;
195;19834;4.104416351994746E-5;3.857771952181299E-5;3861;19305;
196;19934;4.104416351994746E-5;3.8631943062976184E-5;3889;19404;
197;20033;4.104416351994746E-5;3.878907914258183E-5;3903;19503;
198;20134;4.104416351994746E-5;3.8785467505147146E-5;3927;19602;
199;20234;4.104416351994746E-5;3.874487329761467E-5;3943;19701;
200;20334;4.104416351994746E-5;3.872275674646363E-5;3966;19800;
201;20433;4.104416351994746E-5;3.8818553662013785E-5;3985;19899;
202;20533;4.104416351994746E-5;3.8869801646250395E-5;4006;19998;
203;20634;4.104416351994746E-5;3.8910946416282913E-5;4031;20097;
204;20734;4.104416351994746E-5;3.897775824108079E-5;4049;20196;
205;20833;4.104416351994746E-5;3.888841122275375E-5;4075;20295;
206;20933;4.104416351994746E-5;3.9062365520949133E-5;4088;20394;
207;21033;4.104416351994746E-5;3.902565797024404E-5;4109;20493;
208;21132;4.104416351994746E-5;3.9179250703697255E-5;4125;20592;
209;21232;4.104416351994746E-5;3.90945293023235E-5;4144;20691;
210;21332;4.104416351994746E-5;3.923805587351361E-5;4166;20790;
211;21432;4.104416351994746E-5;3.9141081553481094E-5;4192;20889;
212;21531;4.105090311986864E-5;3.919796375300876E-5;4210;20988;
213;21631;4.105090311986864E-5;3.919962886735259E-5;4233;21087;
214;21731;4.1349652662917634E-5;3.939269282741906E-5;4253;21186;
215;21832;4.1562759767248545E-5;3.9453011067661486E-5;4272;21285;
216;21931;4.1562759767248545E-5;3.94253793346951E-5;4293;21384;
217;22032;4.17641162712997E-5;3.961347677119431E-5;4312;21483;
218;22132;4.17641162712997E-5;3.980247510680205E-5;4336;21582;
219;22232;4.17641162712997E-5;3.995809738877372E-5;4365;21681;
220;22331;4.209462872537464E-5;3.9968671371849297E-5;4385;21780;
221;22431;4.209462872537464E-5;4.003712857972776E-5;4408;21879;
222;22532;4.2394437849754115E-5;4.0261966768412734E-5;4422;21978;
223;22631;4.240882103477523E-5;4.0382881670307706E-5;4439;22077;
224;22732;4.248088360237893E-5;4.048989055977466E-5;4458;22176;
225;22832;4.252423881612519E-5;4.061283130172749E-5;4479;22275;
226;22932;4.253871022630594E-5;4.076874608011467E-5;4493;22374;
227;23032;4.256043581886278E-5;4.077713337757259E-5;4514;22473;
228;23132;4.259669449650707E-5;4.1109691128262275E-5;4530;22572;
229;23232;4.294794708812919E-5;4.113359976446013E-5;4545;22671;
230;23332;4.294794708812919E-5;4.113182854005618E-5;4561;22770;
231;23431;4.294794708812919E-5;4.118367375394462E-5;4578;22869;
232;23531;4.294794708812919E-5;4.123751696324365E-5;4593;22968;
233;23631;4.294794708812919E-5;4.128603097480485E-5;4608;23067;
234;23730;4.371393600279769E-5;4.120308668106735E-5;4628;23166;
235;23830;4.371393600279769E-5;4.1374689842393326E-5;4643;23265;
236;23930;4.371393600279769E-5;4.148682628009556E-5;4669;23364;
237;24030;4.371393600279769E-5;4.1539122686535095E-5;4690;23463;
238;24130;4.371393600279769E-5;4.155707745232333E-5;4710;23562;
239;24231;4.371393600279769E-5;4.140142083918718E-5;4735;23661;
240;24330;4.371393600279769E-5;4.142359783935516E-5;4760;23760;
241;24430;4.371393600279769E-5;4.1381942320971086E-5;4786;23859;
242;24530;4.371393600279769E-5;4.154706259174144E-5;4802;23958;
243;24630;4.371393600279769E-5;4.139061926239979E-5;4818;24057;
244;24730;4.371393600279769E-5;4.141393899046168E-5;4837;24156;
245;24830;4.371393600279769E-5;4.131122466477432E-5;4855;24255;
246;24929;4.371393600279769E-5;4.140778910093575E-5;4873;24354;
247;25029;4.371393600279769E-5;4.1450308758925367E-5;4898;24453;
248;25130;4.371393600279769E-5;4.143538747128002E-5;4917;24552;
249;25230;4.371393600279769E-5;4.119250413868854E-5;4938;24651;
250;25330;4.371393600279769E-5;4.114878388366034E-5;4954;24750;
251;25430;4.371393600279769E-5;4.1211787032104854E-5;4976;24849;
252;25530;4.371393600279769E-5;4.141815796004978E-5;4990;24948;
253;25629;4.371393600279769E-5;4.128116492548161E-5;5007;25047;
254;25729;4.371393600279769E-5;4.144569056092301E-5;5033;25146;
255;25829;4.371393600279769E-5;4.1453275530186826E-5;5057;25245;
256;25929;4.380585246188891E-5;4.1565281798650366E-5;5081;25344;
257;26028;4.380585246188891E-5;4.142711749181017E-5;5106;25443;
258;26129;4.380585246188891E-5;4.155737357614569E-5;5124;25542;
259;26229;4.380585246188891E-5;4.159193716061512E-5;5145;25641;
260;26329;4.380585246188891E-5;4.147291779753709E-5;5159;25740;
261;26428;4.380585246188891E-5;4.1564985755985E-5;5182;25839;
262;26528;4.380585246188891E-5;4.125013883080207E-5;5202;25938;
263;26628;4.4460252534234394E-5;4.156453958778464E-5;5225;26037;
264;26727;4.4460252534234394E-5;4.1531610347105016E-5;5246;26136;
265;26827;4.4460252534234394E-5;4.1646101839971115E-5;5268;26235;
266;26927;4.4460252534234394E-5;4.1736273248415703E-5;5289;26334;
267;27026;4.4460252534234394E-5;4.1920332355021344E-5;5308;26433;
268;27126;4.4460252534234394E-5;4.20514380595134E-5;5331;26532;
269;27226;4.4460252534234394E-5;4.201223902838148E-5;5348;26631;
270;27326;4.4460252534234394E-5;4.199925504888727E-5;5372;26730;
271;27426;4.4460252534234394E-5;4.2180582336384266E-5;5384;26829;
272;27525;4.4460252534234394E-5;4.200553698298032E-5;5407;26928;
273;27625;4.4460252534234394E-5;4.222991551314234E-5;5424;27027;
274;27725;4.4460252534234394E-5;4.209997365289221E-5;5452;27126;
275;27825;4.4746733488455345E-5;4.2141826569637526E-5;5471;27225;
276;27924;4.4746733488455345E-5;4.243023435807001E-5;5495;27324;
277;28024;4.477879276374709E-5;4.241006873802446E-5;5519;27423;
278;28124;4.4923629829290206E-5;4.26717512464503E-5;5532;27522;
279;28224;4.4923629829290206E-5;4.27011603151526E-5;5546;27621;
280;28323;4.4923629829290206E-5;4.276931654563674E-5;5561;27720;
281;28423;4.4972117287281886E-5;4.256756194788801E-5;5577;27819;
282;28523;4.4972117287281886E-5;4.240566222426833E-5;5593;27918;
283;28621;4.4972117287281886E-5;4.2457502403722096E-5;5611;28017;
284;28721;4.4972117287281886E-5;4.254067225236146E-5;5630;28116;
285;28822;4.4972117287281886E-5;4.250010861049891E-5;5650;28215;
286;28922;4.4988303041209284E-5;4.261853738523558E-5;5678;28314;
287;29020;4.4988303041209284E-5;4.273046493301102E-5;5695;28413;
288;29120;4.4988303041209284E-5;4.2655665020301526E-5;5714;28512;
289;29221;4.4988303041209284E-5;4.2632966585404226E-5;5738;28611;
290;29322;4.4988303041209284E-5;4.2703465124929316E-5;5760;28710;
291;29420;4.4988303041209284E-5;4.273045250189657E-5;5781;28809;
292;29520;4.4988303041209284E-5;4.256720464403635E-5;5804;28908;
293;29620;4.508566275924256E-5;4.242127595864091E-5;5829;29007;
294;29719;4.550418638514743E-5;4.242056914468329E-5;5840;29106;
295;29818;4.550418638514743E-5;4.2394485086315965E-5;5865;29205;
296;29918;4.550418638514743E-5;4.2290897204376525E-5;5889;29304;
297;30018;4.550418638514743E-5;4.2336208441324364E-5;5906;29403;
298;30117;4.550418638514743E-5;4.235822220102214E-5;5921;29502;
299;30218;4.550418638514743E-5;4.232993987687724E-5;5941;29601;
300;30318;4.550418638514743E-5;4.239452470200587E-5;5959;29700;
301;30418;4.550418638514743E-5;4.2319852149944025E-5;5980;29799;
302;30517;4.550418638514743E-5;4.2541032450019964E-5;5996;29898;
303;30617;4.550418638514743E-5;4.24397329844635E-5;6021;29997;
304;30717;4.550418638514743E-5;4.2413178992842976E-5;6040;30096;
305;30817;4.5829514207149406E-5;4.24135521519278E-5;6062;30195;
306;30916;4.5829514207149406E-5;4.279343307420313E-5;6085;30294;
307;31016;4.5829514207149406E-5;4.29569943792256E-5;6106;30393;
308;31116;4.589682393978337E-5;4.330888360337977E-5;6128;30492;
309;31216;4.589682393978337E-5;4.310866659324484E-5;6145;30591;
310;31314;4.589682393978337E-5;4.308890640372464E-5;6165;30690;
311;31414;4.589682393978337E-5;4.329202699207876E-5;6179;30789;
312;31514;4.589682393978337E-5;4.337081062457213E-5;6190;30888;
313;31612;4.589682393978337E-5;4.327706865972778E-5;6211;30987;
314;31712;4.589682393978337E-5;4.3303096298094514E-5;6230;31086;
315;31812;4.589682393978337E-5;4.32309848295573E-5;6252;31185;
316;31912;4.589682393978337E-5;4.3114294168116726E-5;6266;31284;
317;32010;4.591368227731864E-5;4.337138728665882E-5;6280;31383;
318;32110;4.591368227731864E-5;4.3508120085125225E-5;6294;31482;
319;32210;4.603203829865586E-5;4.3379413856590625E-5;6316;31581;
320;32310;4.603203829865586E-5;4.3490690443496307E-5;6328;31680;
321;32409;4.603203829865586E-5;4.359531492267871E-5;6354;31779;
322;32509;4.608294930875576E-5;4.374492733096912E-5;6373;31878;
323;32609;4.625346901017576E-5;4.4012620071888934E-5;6397;31977;
324;32708;4.625346901017576E-5;4.391584090497464E-5;6416;32076;
325;32808;4.625346901017576E-5;4.3691098172200206E-5;6444;32175;
326;32908;4.625346901017576E-5;4.358142165912112E-5;6463;32274;
327;33007;4.625346901017576E-5;4.368281625956957E-5;6474;32373;
328;33107;4.625346901017576E-5;4.358283529765198E-5;6492;32472;
329;33206;4.625346901017576E-5;4.36626927166683E-5;6513;32571;
330;33307;4.625346901017576E-5;4.3753351588087555E-5;6532;32670;
331;33406;4.625346901017576E-5;4.378545221695653E-5;6554;32769;
332;33506;4.625346901017576E-5;4.3863636983259206E-5;6575;32868;
333;33605;4.625346901017576E-5;4.3875754447862015E-5;6586;32967;
334;33705;4.632203075782842E-5;4.3987270885877705E-5;6603;33066;
335;33805;4.632203075782842E-5;4.410774310489864E-5;6626;33165;
336;33904;4.639079606606049E-5;4.4314759610652295E-5;6649;33264;
337;34003;4.639079606606049E-5;4.419269238660731E-5;6674;33363;
338;34102;4.6494327692021575E-5;4.437352349968172E-5;6699;33462;
339;34202;4.651162790697674E-5;4.4526836039281296E-5;6716;33561;
340;34302;4.651162790697674E-5;4.442805713919866E-5;6731;33660;
341;34401;4.651162790697674E-5;4.432460093293732E-5;6757;33759;
342;34501;4.659832246039143E-5;4.430941455586466E-5;6774;33858;
343;34601;4.659832246039143E-5;4.4366818086587814E-5;6793;33957;
344;34700;4.659832246039143E-5;4.405794540216882E-5;6817;34056;
345;34800;4.659832246039143E-5;4.403823806530522E-5;6846;34155;
346;34900;4.659832246039143E-5;4.4336736313353866E-5;6860;34254;
347;35002;4.659832246039143E-5;4.420613919870208E-5;6879;34353;
348;35102;4.659832246039143E-5;4.410079225906597E-5;6901;34452;
349;35202;4.659832246039143E-5;4.4171362325401305E-5;6917;34551;
350;35303;4.6913116907487336E-5;4.410007446394547E-5;6942;34650;
351;35403;4.7036688617121355E-5;4.419232361304379E-5;6966;34749;
352;35501;4.7125353440150804E-5;4.4266308067434985E-5;6984;34848;
353;35601;4.7125353440150804E-5;4.4329334513005154E-5;6995;34947;
354;35700;4.7125353440150804E-5;4.439776887374653E-5;7016;35046;
355;35800;4.7125353440150804E-5;4.44797129412757E-5;7034;35145;
356;35898;4.737540269092287E-5;4.4417986840128716E-5;7049;35244;
357;35997;4.737540269092287E-5;4.460342194828699E-5;7067;35343;
358;36096;4.737540269092287E-5;4.477810886148037E-5;7089;35442;
359;36195;4.737540269092287E-5;4.474081745529717E-5;7106;35541;
360;36294;4.737540269092287E-5;4.4859852688907816E-5;7127;35640;
361;36393;4.7384382107657316E-5;4.504247677528302E-5;7143;35739;
362;36492;4.7384382107657316E-5;4.5186229582796815E-5;7160;35838;
363;36592;4.7384382107657316E-5;4.5247532990999306E-5;7181;35937;
364;36690;4.7384382107657316E-5;4.521433561138464E-5;7208;36036;
365;36789;4.7384382107657316E-5;4.5332732356076044E-5;7226;36135;
366;36888;4.7384382107657316E-5;4.534975089555064E-5;7247;36234;
367;36987;4.7384382107657316E-5;4.520339176048421E-5;7280;36333;
368;37086;4.753755466818787E-5;4.513960659254487E-5;7301;36432;
369;37185;4.753755466818787E-5;4.5183650863449526E-5;7320;36531;
370;37284;4.772814051164567E-5;4.500962029855154E-5;7344;36630;
371;37383;4.772814051164567E-5;4.505860224043606E-5;7369;36729;
372;37482;4.772814051164567E-5;4.515643074947109E-5;7384;36828;
373;37582;4.772814051164567E-5;4.504446466703133E-5;7402;36927;
374;37681;4.7938638542665386E-5;4.522355565805741E-5;7423;37026;
375;37780;4.7938638542665386E-5;4.535940443190452E-5;7444;37125;
376;37879;4.7938638542665386E-5;4.536336842716839E-5;7460;37224;
377;37978;4.803073967339097E-5;4.5526902355969775E-5;7480;37323;
378;38078;4.803073967339097E-5;4.587320598385794E-5;7500;37422;
379;38176;4.812319538017324E-5;4.57865581908173E-5;7526;37521;
380;38277;4.812319538017324E-5;4.579500474252261E-5;7545;37620;
381;38376;4.812319538017324E-5;4.568828395331034E-5;7558;37719;
382;38476;4.812319538017324E-5;4.537596710323024E-5;7588;37818;
383;38575;4.812319538017324E-5;4.501753643915728E-5;7610;37917;
384;38674;4.812319538017324E-5;4.5095118450299585E-5;7633;38016;
385;38775;4.812319538017324E-5;4.5018024102967196E-5;7651;38115;
386;38874;4.812319538017324E-5;4.498888381821925E-5;7673;38214;
387;38973;4.812319538017324E-5;4.492732202352977E-5;7688;38313;
388;39073;4.812319538017324E-5;4.499282500704974E-5;7704;38412;
389;39172;4.812319538017324E-5;4.512028659686438E-5;7724;38511;
390;39271;4.812319538017324E-5;4.501195489910179E-5;7748;38610;
391;39371;4.812319538017324E-5;4.49120313978014E-5;7773;38709;
392;39471;4.846839860411012E-5;4.500012169750009E-5;7787;38808;
393;39571;4.846839860411012E-5;4.5090409089960404E-5;7809;38907;
394;39670;4.846839860411012E-5;4.5058098816255235E-5;7835;39006;
395;39770;4.846839860411012E-5;4.483525133368433E-5;7856;39105;
396;39869;4.846839860411012E-5;4.482942686435529E-5;7882;39204;
397;39969;4.846839860411012E-5;4.4557740493154865E-5;7905;39303;
398;40067;4.846839860411012E-5;4.467465874579645E-5;7916;39402;
399;40166;4.846839860411012E-5;4.464301752208352E-5;7942;39501;
400;40266;4.846839860411012E-5;4.475701626226345E-5;7961;39600;
401;40365;4.846839860411012E-5;4.489279874175059E-5;7986;39699;
402;40465;4.858142246404975E-5;4.4933640803583005E-5;8007;39798;
403;40565;4.858142246404975E-5;4.533255217445397E-5;8021;39897;
