iterations;timeInMSec;bestFitness;averageFitness;mutations;cruces;
402;40456;5.3475935828877E-5;5.011592641899871E-5;8078;39798;
403;40555;5.3475935828877E-5;5.020313365379376E-5;8092;39897;
404;40654;5.3475935828877E-5;5.0293537853725805E-5;8113;39996;
405;40753;5.3475935828877E-5;5.047276708442289E-5;8134;40095;
406;40853;5.3475935828877E-5;5.082183163187348E-5;8153;40194;
407;40952;5.3475935828877E-5;5.0727934127284595E-5;8176;40293;
408;41050;5.3475935828877E-5;5.092736543540899E-5;8193;40392;
409;41150;5.3475935828877E-5;5.122521700190571E-5;8208;40491;
410;41249;5.3867700926524454E-5;5.112577620840578E-5;8222;40590;
411;41348;5.3867700926524454E-5;5.123713924963513E-5;8241;40689;
412;41447;5.3867700926524454E-5;5.134666048305093E-5;8268;40788;
413;41547;5.3867700926524454E-5;5.113469248782203E-5;8292;40887;
414;41646;5.4054054054054054E-5;5.094067756055101E-5;8312;40986;
415;41745;5.419466724474312E-5;5.081858799486488E-5;8333;41085;
416;41844;5.419466724474312E-5;5.096286780644036E-5;8346;41184;
417;41944;5.419466724474312E-5;5.089298979643555E-5;8369;41283;
418;42043;5.419466724474312E-5;5.079648081170376E-5;8388;41382;
419;42141;5.419466724474312E-5;5.09389533828493E-5;8399;41481;
420;42241;5.419466724474312E-5;5.142449217834719E-5;8417;41580;
421;42340;5.419466724474312E-5;5.158479305576085E-5;8432;41679;
422;42439;5.419466724474312E-5;5.151320969843276E-5;8452;41778;
423;42539;5.419466724474312E-5;5.1583986246509906E-5;8468;41877;
424;42638;5.426524853483829E-5;5.170039743623356E-5;8483;41976;
425;42738;5.426524853483829E-5;5.197971741396203E-5;8508;42075;
426;42837;5.426524853483829E-5;5.210188846487767E-5;8525;42174;
427;42935;5.426524853483829E-5;5.209724566076129E-5;8545;42273;
428;43034;5.426524853483829E-5;5.2096998717198E-5;8575;42372;
429;43134;5.447809980387884E-5;5.1921902161670394E-5;8594;42471;
430;43234;5.447809980387884E-5;5.1893356042985404E-5;8607;42570;
431;43333;5.447809980387884E-5;5.2032467522114995E-5;8625;42669;
432;43434;5.447809980387884E-5;5.184359026724609E-5;8643;42768;
433;43533;5.447809980387884E-5;5.172445044451452E-5;8665;42867;
434;43633;5.448997384481256E-5;5.162482987766301E-5;8688;42966;
435;43731;5.448997384481256E-5;5.177427640930284E-5;8709;43065;
436;43831;5.448997384481256E-5;5.160162616216609E-5;8725;43164;
437;43930;5.456132693147097E-5;5.171070913599116E-5;8748;43263;
438;44030;5.456132693147097E-5;5.1813995081052165E-5;8764;43362;
439;44129;5.456132693147097E-5;5.1740919164900865E-5;8789;43461;
440;44230;5.456132693147097E-5;5.1663245813931896E-5;8809;43560;
441;44330;5.456132693147097E-5;5.1886912885152275E-5;8838;43659;
442;44429;5.456132693147097E-5;5.17685658491833E-5;8859;43758;
443;44528;5.456132693147097E-5;5.179027286175198E-5;8872;43857;
444;44627;5.456132693147097E-5;5.165720744396374E-5;8888;43956;
445;44727;5.456132693147097E-5;5.166951088096335E-5;8904;44055;
446;44826;5.456132693147097E-5;5.163171055946997E-5;8923;44154;
447;44926;5.456132693147097E-5;5.186280177096867E-5;8947;44253;
448;45026;5.456132693147097E-5;5.1930786593327493E-5;8966;44352;
449;45125;5.456132693147097E-5;5.208043528245525E-5;8986;44451;
450;45224;5.4597073596855206E-5;5.200190095247908E-5;8999;44550;
451;45324;5.4597073596855206E-5;5.197126543787486E-5;9018;44649;
452;45423;5.4597073596855206E-5;5.2025056568029656E-5;9032;44748;
453;45523;5.4597073596855206E-5;5.198073897698574E-5;9049;44847;
454;45621;5.4597073596855206E-5;5.178418485417115E-5;9068;44946;
455;45722;5.4597073596855206E-5;5.192029134502779E-5;9087;45045;
456;45821;5.4597073596855206E-5;5.201653378533915E-5;9111;45144;
457;45920;5.4597073596855206E-5;5.1798607513696956E-5;9130;45243;
458;46019;5.4597073596855206E-5;5.190589924339642E-5;9149;45342;
459;46119;5.4597073596855206E-5;5.172814827216738E-5;9170;45441;
460;46219;5.4597073596855206E-5;5.1835538734661504E-5;9193;45540;
461;46318;5.4597073596855206E-5;5.180734911370019E-5;9214;45639;
462;46417;5.4597073596855206E-5;5.169793894412248E-5;9233;45738;
463;46516;5.4597073596855206E-5;5.180705643843631E-5;9252;45837;
464;46616;5.4860653938994955E-5;5.149273219482817E-5;9270;45936;
465;46716;5.4860653938994955E-5;5.161110198883329E-5;9288;46035;
466;46817;5.4860653938994955E-5;5.201100112814826E-5;9306;46134;
467;46916;5.4860653938994955E-5;5.1922981857772334E-5;9329;46233;
468;47016;5.4860653938994955E-5;5.200456461588012E-5;9347;46332;
469;47117;5.4860653938994955E-5;5.2061307896994266E-5;9357;46431;
470;47217;5.4860653938994955E-5;5.1983828242686884E-5;9380;46530;
471;47317;5.4860653938994955E-5;5.1882386585001765E-5;9402;46629;
472;47415;5.4860653938994955E-5;5.197690787660914E-5;9421;46728;
473;47515;5.4860653938994955E-5;5.181375161952177E-5;9444;46827;
474;47615;5.4860653938994955E-5;5.1518554933090416E-5;9470;46926;
475;47715;5.490885130683066E-5;5.143825679684541E-5;9486;47025;
476;47813;5.490885130683066E-5;5.1314836722694586E-5;9507;47124;
477;47913;5.495713343591998E-5;5.1382256356690145E-5;9525;47223;
478;48012;5.495713343591998E-5;5.1321767155103615E-5;9553;47322;
479;48111;5.495713343591998E-5;5.1415839642993935E-5;9580;47421;
480;48209;5.495713343591998E-5;5.170951401640262E-5;9607;47520;
481;48309;5.495713343591998E-5;5.192938816222689E-5;9629;47619;
482;48408;5.495713343591998E-5;5.1882704026363705E-5;9651;47718;
483;48507;5.5029716046665196E-5;5.20232086470053E-5;9667;47817;
484;48605;5.5102490632576594E-5;5.2416177829629556E-5;9694;47916;
485;48704;5.5102490632576594E-5;5.2306431652364646E-5;9717;48015;
486;48804;5.5102490632576594E-5;5.221479571190861E-5;9737;48114;
487;48903;5.5102490632576594E-5;5.233053862989713E-5;9755;48213;
488;49002;5.5102490632576594E-5;5.238611813989091E-5;9780;48312;
489;49102;5.5102490632576594E-5;5.227893870736754E-5;9804;48411;
490;49201;5.5102490632576594E-5;5.238382698843187E-5;9828;48510;
491;49299;5.5102490632576594E-5;5.236040491570143E-5;9845;48609;
492;49399;5.5102490632576594E-5;5.22912505638902E-5;9864;48708;
493;49498;5.5102490632576594E-5;5.232396453945274E-5;9877;48807;
494;49598;5.5102490632576594E-5;5.220992510846581E-5;9895;48906;
495;49696;5.5102490632576594E-5;5.2075549842283356E-5;9922;49005;
496;49796;5.5102490632576594E-5;5.209293411278396E-5;9946;49104;
497;49895;5.5102490632576594E-5;5.206053956307987E-5;9961;49203;
498;49994;5.5102490632576594E-5;5.200445192511367E-5;9980;49302;
499;50092;5.5102490632576594E-5;5.210018109224432E-5;10009;49401;
500;50192;5.5102490632576594E-5;5.20939312512633E-5;10024;49500;
