iterations;bestFitness;averageFitness;mutations;cruces;
555;4.6176579239009974E-5;4.526736029512995E-5;990;4995;
560;4.621072088724584E-5;4.568401521673379E-5;999;5040;
565;4.621072088724584E-5;4.4755911798096886E-5;1010;5085;
570;4.621072088724584E-5;4.535728636537275E-5;1019;5130;
575;4.639940608760208E-5;4.517492525978302E-5;1033;5175;
580;4.646840148698885E-5;4.551055314919642E-5;1036;5220;
585;4.646840148698885E-5;4.543378668147681E-5;1045;5265;
590;4.685157421289355E-5;4.601292987489035E-5;1058;5310;
595;4.7080979284369114E-5;4.5677405801086666E-5;1064;5355;
600;4.72411186696901E-5;4.665065157788842E-5;1067;5400;
605;4.72411186696901E-5;4.634405415321301E-5;1081;5445;
610;4.72411186696901E-5;4.6715279303465856E-5;1090;5490;
615;4.737540269092287E-5;4.602928872994771E-5;1103;5535;
620;4.77190303493033E-5;4.6746960591626136E-5;1115;5580;
625;4.77190303493033E-5;4.681318652560411E-5;1125;5625;
630;4.779200917606576E-5;4.648752303842772E-5;1135;5670;
635;4.779200917606576E-5;4.7198108874171923E-5;1141;5715;
640;4.779200917606576E-5;4.68574328892716E-5;1149;5760;
645;4.779200917606576E-5;4.6814141514040824E-5;1156;5805;
650;4.779200917606576E-5;4.636905984036654E-5;1166;5850;
655;4.779200917606576E-5;4.706495957479458E-5;1168;5895;
660;4.8327856176300016E-5;4.725502667037024E-5;1176;5940;
665;4.8742444921037236E-5;4.793943912076425E-5;1189;5985;
670;4.881859011911736E-5;4.8275667740887304E-5;1197;6030;
675;4.900999803960008E-5;4.779394622363576E-5;1202;6075;
680;4.912556494399686E-5;4.784341166447236E-5;1212;6120;
685;4.912556494399686E-5;4.85309790635333E-5;1215;6165;
690;4.933885928557332E-5;4.825023840547382E-5;1225;6210;
695;4.9632717887631524E-5;4.8796051913719964E-5;1233;6255;
700;4.977105315548477E-5;4.8736749526460234E-5;1236;6300;
705;4.977105315548477E-5;4.864480805937217E-5;1244;6345;
710;4.9870337123478956E-5;4.825576305629159E-5;1254;6390;
715;4.9870337123478956E-5;4.884851649602838E-5;1270;6435;
720;5.016051364365971E-5;4.9679588419153595E-5;1280;6480;
725;5.027146591594611E-5;4.945868524053281E-5;1284;6525;
730;5.027146591594611E-5;4.9764137448105916E-5;1289;6570;
735;5.027146591594611E-5;4.850075387967542E-5;1302;6615;
740;5.027146591594611E-5;4.927510572347778E-5;1310;6660;
745;5.027146591594611E-5;4.9101222210246964E-5;1315;6705;
750;5.0372758412250656E-5;4.950605004166238E-5;1327;6750;
755;5.0393065914130216E-5;4.981753087150788E-5;1336;6795;
760;5.061753391374772E-5;4.901501301276919E-5;1348;6840;
765;5.1062091503267975E-5;5.0181963106220446E-5;1359;6885;
770;5.1292572835453425E-5;5.023097929504369E-5;1366;6930;
775;5.154639175257732E-5;4.940706488310241E-5;1379;6975;
780;5.154639175257732E-5;5.039624858944827E-5;1389;7020;
785;5.1834957495334856E-5;5.049213055068009E-5;1403;7065;
790;5.1834957495334856E-5;5.077291777529489E-5;1412;7110;
795;5.1834957495334856E-5;5.025970570424737E-5;1425;7155;
800;5.1877982984021585E-5;5.0751675964185934E-5;1434;7200;
805;5.255413075467732E-5;5.123104380480758E-5;1440;7245;
810;5.255413075467732E-5;5.07332282286157E-5;1448;7290;
815;5.255413075467732E-5;5.0557459557625296E-5;1458;7335;
820;5.255413075467732E-5;5.13774856782643E-5;1462;7380;
825;5.255413075467732E-5;5.162913221533279E-5;1468;7425;
830;5.2620500947169015E-5;5.122758567105136E-5;1477;7470;
835;5.2620500947169015E-5;5.124753632433784E-5;1484;7515;
840;5.2664840952180324E-5;5.144867587362417E-5;1496;7560;
845;5.2664840952180324E-5;5.134892818222679E-5;1501;7605;
850;5.2664840952180324E-5;5.187682848844603E-5;1507;7650;
855;5.3304904051172706E-5;5.118684553206723E-5;1520;7695;
860;5.367110347788751E-5;5.134743697566753E-5;1528;7740;
865;5.367110347788751E-5;5.201215856924953E-5;1534;7785;
870;5.367110347788751E-5;5.2637189823722094E-5;1544;7830;
875;5.411255411255411E-5;5.314094101786065E-5;1551;7875;
880;5.411255411255411E-5;5.1955845179598E-5;1561;7920;
885;5.411255411255411E-5;5.2622077710240605E-5;1568;7965;
890;5.4300608166811465E-5;5.3222759421728085E-5;1579;8010;
895;5.4300608166811465E-5;5.3772718884708475E-5;1586;8055;
900;5.475251861585633E-5;5.338499777836358E-5;1595;8100;
905;5.475251861585633E-5;5.336972988102684E-5;1605;8145;
910;5.475251861585633E-5;5.3488097904296514E-5;1616;8190;
915;5.562972852692479E-5;5.326756355326626E-5;1630;8235;
920;5.562972852692479E-5;5.412244310846571E-5;1637;8280;
925;5.580357142857143E-5;5.444540587235862E-5;1643;8325;
930;5.590339892665474E-5;5.4531079965135374E-5;1656;8370;
935;5.6053811659192826E-5;5.5142808282846804E-5;1664;8415;
940;5.6053811659192826E-5;5.370631711885869E-5;1676;8460;
945;5.621767483696874E-5;5.534081617229989E-5;1684;8505;
950;5.621767483696874E-5;5.4117718784381296E-5;1700;8550;
955;5.621767483696874E-5;5.449162251741487E-5;1709;8595;
960;5.621767483696874E-5;5.4526582200788535E-5;1716;8640;
965;5.621767483696874E-5;5.5300408537401475E-5;1726;8685;
970;5.621767483696874E-5;5.462343531631592E-5;1737;8730;
975;5.621767483696874E-5;5.5514368280165354E-5;1748;8775;
980;5.621767483696874E-5;5.5183331181302966E-5;1758;8820;
985;5.621767483696874E-5;5.502134015186895E-5;1769;8865;
990;5.621767483696874E-5;5.4735363559405275E-5;1781;8910;
995;5.621767483696874E-5;5.4736813038377E-5;1792;8955;
1000;5.638249887235002E-5;5.543307733593298E-5;1799;9000;
1005;5.638249887235002E-5;5.6020822849264165E-5;1807;9045;
1010;5.644615037254459E-5;5.546092427659953E-5;1820;9090;
1015;5.6831097976812913E-5;5.528583219101574E-5;1829;9135;
1020;5.6831097976812913E-5;5.579190691640405E-5;1833;9180;
1025;5.6831097976812913E-5;5.5578198780135326E-5;1840;9225;
1030;5.6831097976812913E-5;5.6268570623342805E-5;1845;9270;
1035;5.6831097976812913E-5;5.6065002008921335E-5;1854;9315;
1040;5.6831097976812913E-5;5.429106462314793E-5;1867;9360;
1045;5.6831097976812913E-5;5.5722594101972756E-5;1871;9405;
1050;5.6831097976812913E-5;5.58427449261719E-5;1880;9450;
1055;5.703855806525211E-5;5.5196559289244994E-5;1887;9495;
1060;5.703855806525211E-5;5.5689755434568146E-5;1898;9540;
1065;5.714285714285714E-5;5.5911029869826766E-5;1908;9585;
1070;5.745805561939784E-5;5.6917545646625225E-5;1916;9630;
1075;5.745805561939784E-5;5.618989586622311E-5;1923;9675;
1080;5.745805561939784E-5;5.5456287915539255E-5;1936;9720;
1085;5.745805561939784E-5;5.530654325797451E-5;1943;9765;
1090;5.745805561939784E-5;5.5778712723818766E-5;1953;9810;
1095;5.7563895924476166E-5;5.619845330248884E-5;1964;9855;
1100;5.7563895924476166E-5;5.627366973876631E-5;1977;9900;
1105;5.7563895924476166E-5;5.559443251605757E-5;1986;9945;
1110;5.7563895924476166E-5;5.597499909134557E-5;1996;9990;
1115;5.7563895924476166E-5;5.6315007021335355E-5;2007;10035;
1120;5.7563895924476166E-5;5.5040497205701214E-5;2014;10080;
1125;5.7563895924476166E-5;5.5622512307228124E-5;2026;10125;
1130;5.761696243374049E-5;5.6175504960675796E-5;2038;10170;
1135;5.761696243374049E-5;5.602673876993014E-5;2048;10215;
1140;5.761696243374049E-5;5.6961028199460344E-5;2056;10260;
1145;5.761696243374049E-5;5.577524487320818E-5;2066;10305;
1150;5.7723389517432465E-5;5.612664655242282E-5;2072;10350;
1155;5.8153058850895555E-5;5.6737402021871816E-5;2079;10395;
1160;5.8288645371881555E-5;5.6529802047185055E-5;2089;10440;
1165;5.8288645371881555E-5;5.583357557821705E-5;2099;10485;
1170;5.8288645371881555E-5;5.562862767826605E-5;2106;10530;
1175;5.8288645371881555E-5;5.687004357757002E-5;2121;10575;
1180;5.8288645371881555E-5;5.713160712798471E-5;2126;10620;
1185;5.8288645371881555E-5;5.687478081613106E-5;2138;10665;
1190;5.8288645371881555E-5;5.763718696063203E-5;2146;10710;
1195;5.8288645371881555E-5;5.706617965236216E-5;2157;10755;
1200;5.8288645371881555E-5;5.7161350500204276E-5;2163;10800;
1205;5.8288645371881555E-5;5.655295017435628E-5;2175;10845;
1210;5.8288645371881555E-5;5.6749643743911653E-5;2185;10890;
1215;5.8288645371881555E-5;5.780223863698686E-5;2189;10935;
1220;5.8288645371881555E-5;5.6945563871905004E-5;2195;10980;
1225;5.8288645371881555E-5;5.647233127322795E-5;2207;11025;
1230;5.8288645371881555E-5;5.58452740246393E-5;2212;11070;
1235;5.8288645371881555E-5;5.7565576110109924E-5;2214;11115;
1240;5.8288645371881555E-5;5.65834298445565E-5;2226;11160;
1245;5.83975706610605E-5;5.732007519087674E-5;2234;11205;
1250;5.83975706610605E-5;5.6257363277729594E-5;2243;11250;
1255;5.83975706610605E-5;5.5972816790426505E-5;2251;11295;
1260;5.83975706610605E-5;5.556033413291359E-5;2264;11340;
1265;5.850690381465013E-5;5.692640075862661E-5;2275;11385;
1270;5.850690381465013E-5;5.762952264389387E-5;2282;11430;
1275;5.850690381465013E-5;5.812434292535361E-5;2288;11475;
1280;5.850690381465013E-5;5.689865512866015E-5;2298;11520;
1285;5.850690381465013E-5;5.598687936176445E-5;2313;11565;
1290;5.850690381465013E-5;5.5867996682819866E-5;2327;11610;
1295;5.850690381465013E-5;5.623366563672032E-5;2333;11655;
1300;5.850690381465013E-5;5.755770454612373E-5;2338;11700;
1305;5.900401227283455E-5;5.668769080185555E-5;2346;11745;
1310;5.900401227283455E-5;5.790332314308173E-5;2352;11790;
1315;5.900401227283455E-5;5.8204070225854985E-5;2360;11835;
1320;5.900401227283455E-5;5.803086715959909E-5;2368;11880;
1325;5.900401227283455E-5;5.6948162475779925E-5;2373;11925;
1330;5.900401227283455E-5;5.7147602996163364E-5;2384;11970;
1335;5.900401227283455E-5;5.674156870601108E-5;2391;12015;
1340;5.900401227283455E-5;5.6982618031234314E-5;2401;12060;
1345;5.900401227283455E-5;5.750412231683587E-5;2409;12105;
1350;5.900401227283455E-5;5.858072107306154E-5;2417;12150;
1355;5.914360066240833E-5;5.768876911432083E-5;2427;12195;
1360;5.959475566150179E-5;5.7548466834192965E-5;2436;12240;
1365;5.959475566150179E-5;5.7515629494794426E-5;2441;12285;
1370;5.959475566150179E-5;5.8521810916346114E-5;2447;12330;
1375;5.959475566150179E-5;5.807417051110199E-5;2455;12375;
1380;5.970862192500597E-5;5.8871279353081824E-5;2459;12420;
1385;5.970862192500597E-5;5.773128086729338E-5;2467;12465;
1390;5.970862192500597E-5;5.80401118314108E-5;2476;12510;
1395;5.9794307581918205E-5;5.813576671147835E-5;2482;12555;
1400;5.9794307581918205E-5;5.89473732526936E-5;2491;12600;
1405;5.9794307581918205E-5;5.774273513672899E-5;2500;12645;
1410;5.9794307581918205E-5;5.79549075020624E-5;2509;12690;
1415;5.9794307581918205E-5;5.824596190162101E-5;2518;12735;
1420;5.9794307581918205E-5;5.8060626913317994E-5;2527;12780;
1425;5.9794307581918205E-5;5.849307556217408E-5;2534;12825;
1430;5.9794307581918205E-5;5.839872506554027E-5;2544;12870;
1435;5.9794307581918205E-5;5.7497784756756196E-5;2553;12915;
1440;5.9794307581918205E-5;5.811233487874465E-5;2563;12960;
1445;5.990893841361131E-5;5.8401189003384516E-5;2575;13005;
1450;5.990893841361131E-5;5.8501525405219956E-5;2586;13050;
1455;5.990893841361131E-5;5.941319169756932E-5;2597;13095;
1460;6.016847172081829E-5;5.828755848053168E-5;2605;13140;
1465;6.016847172081829E-5;5.880887465568935E-5;2608;13185;
1470;6.016847172081829E-5;5.8862999468439977E-5;2617;13230;
1475;6.0226451457480126E-5;5.904394794922661E-5;2623;13275;
1480;6.0226451457480126E-5;5.8287126204046345E-5;2634;13320;
1485;6.0226451457480126E-5;5.733712469670174E-5;2647;13365;
1490;6.0240963855421684E-5;5.9118337977847246E-5;2657;13410;
1495;6.0240963855421684E-5;5.8944808062191335E-5;2669;13455;
1500;6.0650169820475496E-5;5.870249252885647E-5;2679;13500;
1505;6.0650169820475496E-5;5.852050776088593E-5;2689;13545;
1510;6.0650169820475496E-5;5.823618741026861E-5;2698;13590;
1515;6.076810889645114E-5;5.908844419687504E-5;2706;13635;
1520;6.094588005850804E-5;5.999714856766752E-5;2715;13680;
1525;6.094588005850804E-5;5.954347776115002E-5;2725;13725;
1530;6.094588005850804E-5;5.8729332890832995E-5;2737;13770;
1535;6.118453255017132E-5;5.893518041374033E-5;2745;13815;
1540;6.118453255017132E-5;5.9470376580402534E-5;2755;13860;
1545;6.16370808678501E-5;5.9462540010996024E-5;2762;13905;
1550;6.16370808678501E-5;5.8227836927368246E-5;2774;13950;
1555;6.177415369409439E-5;6.035701743299401E-5;2780;13995;
1560;6.177415369409439E-5;5.939749526031931E-5;2790;14040;
1565;6.180469715698394E-5;6.0711253046413E-5;2799;14085;
1570;6.180469715698394E-5;5.9795675222185984E-5;2812;14130;
1575;6.189650903689032E-5;6.120124570762352E-5;2818;14175;
1580;6.220452848967405E-5;6.039987899410517E-5;2826;14220;
1585;6.220452848967405E-5;6.0710960526753506E-5;2835;14265;
1590;6.220452848967405E-5;6.11831329955499E-5;2847;14310;
1595;6.220452848967405E-5;6.036285669292024E-5;2853;14355;
1600;6.220452848967405E-5;6.0482765740766796E-5;2861;14400;
1605;6.220452848967405E-5;6.031393191993097E-5;2870;14445;
1610;6.220452848967405E-5;6.099279611767594E-5;2874;14490;
1615;6.24687656171914E-5;6.088943356865339E-5;2880;14535;
1620;6.24687656171914E-5;6.0556419775085034E-5;2892;14580;
1625;6.24687656171914E-5;6.034756127944013E-5;2900;14625;
1630;6.256256256256256E-5;6.14668511870405E-5;2908;14670;
1635;6.265664160401002E-5;6.080927497775074E-5;2912;14715;
1640;6.265664160401002E-5;6.125861889063383E-5;2920;14760;
1645;6.265664160401002E-5;6.0700181368257135E-5;2929;14805;
1650;6.265664160401002E-5;6.080764300279893E-5;2939;14850;
1655;6.265664160401002E-5;6.022757161242149E-5;2949;14895;
1660;6.265664160401002E-5;6.069836355044308E-5;2962;14940;
1665;6.290890790135883E-5;6.144048461809076E-5;2969;14985;
1670;6.290890790135883E-5;6.025164448936098E-5;2979;15030;
1675;6.309944472488642E-5;6.11170628063891E-5;2993;15075;
1680;6.313131313131313E-5;6.133755507914073E-5;3004;15120;
1685;6.313131313131313E-5;6.0290272551981025E-5;3014;15165;
1690;6.321112515802781E-5;6.074716215830376E-5;3019;15210;
1695;6.321112515802781E-5;6.152649863042647E-5;3023;15255;
1700;6.337135614702154E-5;6.269486539407269E-5;3031;15300;
1705;6.337135614702154E-5;6.158537406991263E-5;3042;15345;
1710;6.358087487283825E-5;6.153468399828227E-5;3051;15390;
1715;6.358087487283825E-5;6.202301111448098E-5;3053;15435;
1720;6.358087487283825E-5;6.134653550020538E-5;3061;15480;
1725;6.358087487283825E-5;6.284894383463284E-5;3069;15525;
1730;6.358087487283825E-5;6.172757010296585E-5;3079;15570;
1735;6.358087487283825E-5;5.9531085104783555E-5;3091;15615;
1740;6.358087487283825E-5;6.171389049247568E-5;3100;15660;
1745;6.358087487283825E-5;6.178205139407412E-5;3106;15705;
1750;6.358087487283825E-5;6.228757566298746E-5;3110;15750;
1755;6.361323155216285E-5;6.192447537429615E-5;3127;15795;
1760;6.361323155216285E-5;6.15725352633508E-5;3137;15840;
1765;6.38895987733197E-5;6.20106849320809E-5;3150;15885;
1770;6.38895987733197E-5;6.173618798234157E-5;3157;15930;
1775;6.38895987733197E-5;6.206605783886752E-5;3165;15975;
1780;6.406970784213224E-5;6.248180518043185E-5;3179;16020;
1785;6.406970784213224E-5;6.238912687238349E-5;3183;16065;
1790;6.406970784213224E-5;6.205225815824621E-5;3191;16110;
1795;6.406970784213224E-5;6.286351416796099E-5;3195;16155;
1800;6.406970784213224E-5;6.147325932830113E-5;3205;16200;
1805;6.406970784213224E-5;6.16152527698758E-5;3218;16245;
1810;6.406970784213224E-5;6.205166290049566E-5;3222;16290;
1815;6.406970784213224E-5;6.296736580248716E-5;3233;16335;
1820;6.406970784213224E-5;6.308991275501516E-5;3245;16380;
1825;6.416837782340863E-5;6.247551263652234E-5;3256;16425;
1830;6.416837782340863E-5;6.239604584442346E-5;3265;16470;
1835;6.416837782340863E-5;6.285416871856557E-5;3271;16515;
1840;6.416837782340863E-5;6.23880287926653E-5;3281;16560;
1845;6.416837782340863E-5;6.100617589590035E-5;3294;16605;
1850;6.416837782340863E-5;6.226693617947466E-5;3305;16650;
1855;6.416837782340863E-5;6.187246279288943E-5;3314;16695;
1860;6.416837782340863E-5;6.223248763678993E-5;3322;16740;
1865;6.416837782340863E-5;6.24035836430002E-5;3330;16785;
1870;6.423432682425488E-5;6.172275533940642E-5;3337;16830;
1875;6.423432682425488E-5;6.279095252095197E-5;3344;16875;
1880;6.423432682425488E-5;6.237860630611749E-5;3351;16920;
1885;6.423432682425488E-5;6.251180653769897E-5;3359;16965;
1890;6.423432682425488E-5;6.284721425573471E-5;3365;17010;
1895;6.423432682425488E-5;6.236641532841507E-5;3372;17055;
1900;6.423432682425488E-5;6.231075218539737E-5;3379;17100;
1905;6.423432682425488E-5;6.184173245812741E-5;3387;17145;
1910;6.426735218508997E-5;6.304060808401089E-5;3394;17190;
1915;6.426735218508997E-5;6.224149245868062E-5;3403;17235;
1920;6.426735218508997E-5;6.120133936166282E-5;3412;17280;
1925;6.426735218508997E-5;6.175192846149028E-5;3420;17325;
1930;6.426735218508997E-5;6.065406168524416E-5;3431;17370;
1935;6.426735218508997E-5;6.21840429271468E-5;3439;17415;
1940;6.426735218508997E-5;6.210734113513631E-5;3450;17460;
1945;6.426735218508997E-5;6.223120927245423E-5;3462;17505;
1950;6.438320885912955E-5;6.265250937266061E-5;3470;17550;
1955;6.438320885912955E-5;6.177783085544945E-5;3480;17595;
1960;6.438320885912955E-5;6.113012308585312E-5;3495;17640;
1965;6.438320885912955E-5;6.314741488044968E-5;3502;17685;
1970;6.438320885912955E-5;6.165713139831646E-5;3511;17730;
1975;6.438320885912955E-5;6.278046801171542E-5;3518;17775;
1980;6.438320885912955E-5;6.181071739361742E-5;3528;17820;
1985;6.438320885912955E-5;6.229033002708606E-5;3535;17865;
1990;6.444960041247745E-5;6.328448529932536E-5;3537;17910;
1995;6.444960041247745E-5;6.2707546366179E-5;3543;17955;
2000;6.461617989144482E-5;6.241170146787026E-5;3555;18000;
2005;6.461617989144482E-5;6.180360897477175E-5;3565;18045;
2010;6.491820306413918E-5;6.293301912291801E-5;3575;18090;
2015;6.491820306413918E-5;6.313892040519831E-5;3585;18135;
2020;6.491820306413918E-5;6.312158264885787E-5;3594;18180;
2025;6.498570314530803E-5;6.349883513669382E-5;3602;18225;
2030;6.505334374186833E-5;6.378861073112117E-5;3610;18270;
2035;6.505334374186833E-5;6.289403242532094E-5;3616;18315;
2040;6.505334374186833E-5;6.26895917176198E-5;3622;18360;
2045;6.51890482398957E-5;6.297770752474722E-5;3629;18405;
2050;6.51890482398957E-5;6.334629859250479E-5;3638;18450;
2055;6.51890482398957E-5;6.27936208443027E-5;3643;18495;
2060;6.51890482398957E-5;6.413775951433238E-5;3651;18540;
2065;6.51890482398957E-5;6.366205604488287E-5;3661;18585;
2070;6.51890482398957E-5;6.309745885684284E-5;3669;18630;
2075;6.51890482398957E-5;6.283677668291698E-5;3683;18675;
2080;6.51890482398957E-5;6.305888900952114E-5;3693;18720;
2085;6.51890482398957E-5;6.338437369571546E-5;3701;18765;
2090;6.51890482398957E-5;6.353258162982089E-5;3709;18810;
2095;6.51890482398957E-5;6.482547250097725E-5;3715;18855;
2100;6.51890482398957E-5;6.34897192029636E-5;3727;18900;
2105;6.541077969649399E-5;6.195107682201396E-5;3740;18945;
2110;6.541077969649399E-5;6.396735645518219E-5;3750;18990;
2115;6.541077969649399E-5;6.414305720989867E-5;3766;19035;
2120;6.541077969649399E-5;6.371670732828263E-5;3772;19080;
2125;6.558237145855194E-5;6.458578178284238E-5;3784;19125;
2130;6.558237145855194E-5;6.384826255903405E-5;3791;19170;
2135;6.559958016268695E-5;6.404926861662436E-5;3802;19215;
2140;6.559958016268695E-5;6.299004403394087E-5;3808;19260;
2145;6.587615283267457E-5;6.368154254874117E-5;3816;19305;
2150;6.587615283267457E-5;6.357446140981504E-5;3822;19350;
2155;6.587615283267457E-5;6.256559544375433E-5;3835;19395;
2160;6.598046978094485E-5;6.44564472226917E-5;3848;19440;
2165;6.598046978094485E-5;6.378048572282287E-5;3860;19485;
2170;6.598046978094485E-5;6.37783241253866E-5;3868;19530;
2175;6.598046978094485E-5;6.372733823280347E-5;3879;19575;
2180;6.598046978094485E-5;6.473618639214438E-5;3883;19620;
2185;6.598046978094485E-5;6.385375870768033E-5;3896;19665;
2190;6.598046978094485E-5;6.405163270478832E-5;3906;19710;
2195;6.598046978094485E-5;6.318220776919781E-5;3915;19755;
2200;6.598046978094485E-5;6.435726384841586E-5;3923;19800;
2205;6.598046978094485E-5;6.322660474468077E-5;3931;19845;
2210;6.598046978094485E-5;6.458650361487758E-5;3938;19890;
2215;6.598046978094485E-5;6.447262173709822E-5;3944;19935;
2220;6.598046978094485E-5;6.461051223647309E-5;3957;19980;
2225;6.598046978094485E-5;6.44225873688005E-5;3963;20025;
2230;6.598046978094485E-5;6.367317752710394E-5;3970;20070;
2235;6.598046978094485E-5;6.25815666001006E-5;3979;20115;
2240;6.598046978094485E-5;6.390459978146893E-5;3985;20160;
2245;6.598046978094485E-5;6.293586138701495E-5;3994;20205;
2250;6.598046978094485E-5;6.322520969896425E-5;4000;20250;
2255;6.598046978094485E-5;6.491385408318625E-5;4010;20295;
2260;6.598046978094485E-5;6.371262959055515E-5;4020;20340;
2265;6.598046978094485E-5;6.328314012731245E-5;4032;20385;
2270;6.598046978094485E-5;6.422899690378918E-5;4042;20430;
2275;6.598046978094485E-5;6.412036009308122E-5;4048;20475;
2280;6.598046978094485E-5;6.332205797997621E-5;4060;20520;
2285;6.598046978094485E-5;6.333298524506745E-5;4076;20565;
2290;6.598046978094485E-5;6.274165187655895E-5;4087;20610;
2295;6.605019815059445E-5;6.446888439945483E-5;4095;20655;
2300;6.612007405448295E-5;6.335147544192552E-5;4101;20700;
2305;6.612007405448295E-5;6.346471686988721E-5;4111;20745;
2310;6.612007405448295E-5;6.472512918507284E-5;4117;20790;
2315;6.612007405448295E-5;6.351987935483496E-5;4133;20835;
2320;6.612007405448295E-5;6.416765632247525E-5;4148;20880;
2325;6.612007405448295E-5;6.476138507641169E-5;4156;20925;
2330;6.612007405448295E-5;6.45553203477772E-5;4162;20970;
2335;6.612007405448295E-5;6.437418993176357E-5;4171;21015;
2340;6.612007405448295E-5;6.380078600231353E-5;4179;21060;
2345;6.612007405448295E-5;6.34827537735278E-5;4192;21105;
2350;6.622516556291391E-5;6.415662137435127E-5;4202;21150;
2355;6.622516556291391E-5;6.376317699792582E-5;4213;21195;
2360;6.622516556291391E-5;6.170397622176791E-5;4224;21240;
2365;6.622516556291391E-5;6.408098132462294E-5;4233;21285;
2370;6.622516556291391E-5;6.349597316408468E-5;4239;21330;
2375;6.622516556291391E-5;6.439402000906055E-5;4249;21375;
2380;6.622516556291391E-5;6.41175595636639E-5;4257;21420;
2385;6.622516556291391E-5;6.397982377758977E-5;4269;21465;
2390;6.622516556291391E-5;6.298607864918198E-5;4282;21510;
2395;6.622516556291391E-5;6.43817895844744E-5;4293;21555;
2400;6.622516556291391E-5;6.503789784448158E-5;4303;21600;
2405;6.622516556291391E-5;6.417539414402205E-5;4312;21645;
2410;6.640106241699867E-5;6.509642288759942E-5;4321;21690;
2415;6.640106241699867E-5;6.465283747996995E-5;4328;21735;
2420;6.640106241699867E-5;6.323426683862133E-5;4343;21780;
2425;6.640106241699867E-5;6.363208528857925E-5;4352;21825;
2430;6.640106241699867E-5;6.401873769382048E-5;4364;21870;
2435;6.640106241699867E-5;6.36564450194196E-5;4377;21915;
2440;6.640106241699867E-5;6.37545356422783E-5;4385;21960;
2445;6.640106241699867E-5;6.415478379386211E-5;4394;22005;
2450;6.640106241699867E-5;6.475052853104527E-5;4403;22050;
2455;6.640106241699867E-5;6.516955887319247E-5;4410;22095;
2460;6.640106241699867E-5;6.394519885324389E-5;4417;22140;
2465;6.640106241699867E-5;6.405276239134912E-5;4425;22185;
2470;6.640106241699867E-5;6.471068674569905E-5;4432;22230;
2475;6.640106241699867E-5;6.332993442242452E-5;4441;22275;
2480;6.640106241699867E-5;6.369224931517887E-5;4456;22320;
2485;6.640106241699867E-5;6.32065598766E-5;4462;22365;
2490;6.657789613848202E-5;6.461298313678594E-5;4472;22410;
2495;6.657789613848202E-5;6.445086158887786E-5;4483;22455;
2500;6.686279753944904E-5;6.48081280108447E-5;4491;22500;
2505;6.686279753944904E-5;6.348722003352316E-5;4502;22545;
2510;6.686279753944904E-5;6.408245559057267E-5;4511;22590;
2515;6.686279753944904E-5;6.531742960590043E-5;4519;22635;
2520;6.686279753944904E-5;6.358927641543213E-5;4527;22680;
2525;6.686279753944904E-5;6.561755379556559E-5;4534;22725;
2530;6.715014773032501E-5;6.548014155275335E-5;4540;22770;
2535;6.722237160527024E-5;6.529554824627853E-5;4551;22815;
2540;6.729475100942126E-5;6.574730987361644E-5;4558;22860;
2545;6.74399784192069E-5;6.605744902140084E-5;4565;22905;
2550;6.74399784192069E-5;6.59385872743139E-5;4575;22950;
2555;6.754931099702783E-5;6.5053006418311E-5;4582;22995;
2560;6.754931099702783E-5;6.339773324785233E-5;4599;23040;
2565;6.754931099702783E-5;6.564603539812229E-5;4605;23085;
2570;6.754931099702783E-5;6.498896733707596E-5;4609;23130;
2575;6.754931099702783E-5;6.48294636595463E-5;4615;23175;
2580;6.754931099702783E-5;6.54080626245466E-5;4626;23220;
2585;6.754931099702783E-5;6.575935892268281E-5;4637;23265;
2590;6.754931099702783E-5;6.544322026329319E-5;4646;23310;
2595;6.76223965377333E-5;6.581317399237669E-5;4653;23355;
2600;6.77690431011114E-5;6.612552940342066E-5;4661;23400;
2605;6.77690431011114E-5;6.526261701297694E-5;4670;23445;
2610;6.77690431011114E-5;6.474570363481738E-5;4683;23490;
2615;6.7842605156038E-5;6.599778908324585E-5;4688;23535;
2620;6.802721088435374E-5;6.618599348440942E-5;4695;23580;
2625;6.802721088435374E-5;6.599349186588079E-5;4703;23625;
2630;6.802721088435374E-5;6.532471739465952E-5;4714;23670;
2635;6.802721088435374E-5;6.681494245357357E-5;4723;23715;
2640;6.802721088435374E-5;6.743091970868575E-5;4730;23760;
2645;6.802721088435374E-5;6.536725292055472E-5;4734;23805;
2650;6.802721088435374E-5;6.657537130994547E-5;4744;23850;
2655;6.802721088435374E-5;6.608628447930803E-5;4749;23895;
2660;6.802721088435374E-5;6.520249004230032E-5;4758;23940;
