iterations;bestFitness;averageFitness;mutations;cruces;
325;4.067024564828372E-5;3.974472919943766E-5;599;2925;
330;4.0842999509884004E-5;3.990834786071759E-5;606;2970;
335;4.0842999509884004E-5;4.032285009631838E-5;615;3015;
340;4.0842999509884004E-5;3.986689708898008E-5;626;3060;
345;4.0842999509884004E-5;4.0193552950774415E-5;637;3105;
350;4.1023957991467015E-5;3.996598719688901E-5;650;3150;
355;4.1023957991467015E-5;4.0708966273931566E-5;659;3195;
360;4.119973632168754E-5;4.0510628846407764E-5;667;3240;
365;4.1349652662917634E-5;4.103029414814144E-5;676;3285;
370;4.1625041625041625E-5;4.113403550881269E-5;688;3330;
375;4.1694462975316875E-5;4.12515693000775E-5;697;3375;
380;4.1694462975316875E-5;4.1075273091486046E-5;707;3420;
385;4.1694462975316875E-5;4.116832476784318E-5;716;3465;
390;4.199563245422476E-5;4.083121632154445E-5;724;3510;
395;4.2009746261132585E-5;4.1368645458405204E-5;736;3555;
400;4.219409282700422E-5;4.1426451035908024E-5;742;3600;
405;4.219409282700422E-5;4.178477295481407E-5;749;3645;
410;4.30070531567177E-5;4.13512028713901E-5;762;3690;
415;4.3036667240488894E-5;4.2396985696823844E-5;775;3735;
420;4.3036667240488894E-5;4.209615485156546E-5;781;3780;
425;4.3118316660917556E-5;4.204063342208741E-5;788;3825;
430;4.3118316660917556E-5;4.248416695314064E-5;798;3870;
435;4.313319530710835E-5;4.22664168830529E-5;802;3915;
440;4.313319530710835E-5;4.184005300685322E-5;809;3960;
445;4.3500957021054466E-5;4.3046247519226036E-5;817;4005;
450;4.3821209465381244E-5;4.3080531903216365E-5;826;4050;
455;4.414621225498852E-5;4.347563950812185E-5;836;4095;
460;4.4460252534234394E-5;4.3896895265527607E-5;841;4140;
465;4.455533772945999E-5;4.3507403449986346E-5;851;4185;
470;4.473072105922347E-5;4.375787846094466E-5;859;4230;
475;4.4810898010396126E-5;4.416399947985273E-5;866;4275;
480;4.506940688660537E-5;4.4268797440659855E-5;875;4320;
485;4.506940688660537E-5;4.394169181720926E-5;885;4365;
490;4.5695485286053735E-5;4.4289247581870806E-5;891;4410;
495;4.5695485286053735E-5;4.481766068344735E-5;901;4455;
500;4.572891896835559E-5;4.527274845279603E-5;906;4500;
505;4.572891896835559E-5;4.422418795392769E-5;913;4545;
510;4.572891896835559E-5;4.490012471279884E-5;922;4590;
515;4.572891896835559E-5;4.5166296961906916E-5;926;4635;
520;4.58631443771785E-5;4.4991880570847864E-5;933;4680;
525;4.58631443771785E-5;4.5250368930172635E-5;945;4725;
530;4.58631443771785E-5;4.520394870387098E-5;949;4770;
535;4.58631443771785E-5;4.5153503507143205E-5;956;4815;
540;4.6065966463976415E-5;4.524850662969867E-5;961;4860;
545;4.6065966463976415E-5;4.493965095253656E-5;973;4905;
550;4.6065966463976415E-5;4.530366291045634E-5;979;4950;
