iterations;bestFitness;averageFitness;mutations;cruces
465;0.005681818181818182;0.0039015151515151545;13862;69285
470;0.005681818181818182;0.003333333333333331;14019;70030
475;0.005681818181818182;0.003674242424242425;14157;70775
480;0.005681818181818182;0.0037878787878787897;14307;71520
485;0.005681818181818182;0.00420454545454546;14457;72265
490;0.005681818181818182;0.0035984848484848487;14601;73010
495;0.005681818181818182;0.0034469696969696957;14758;73755
500;0.005681818181818182;0.0035606060606060605;14907;74500
505;0.005681818181818182;0.0037878787878787897;15048;75245
510;0.005681818181818182;0.0034090909090909076;15205;75990
515;0.005681818181818182;0.0034469696969696957;15363;76735
520;0.005681818181818182;0.0035606060606060605;15496;77480
525;0.005681818181818182;0.003636363636363637;15647;78225
530;0.005681818181818182;0.003674242424242425;15798;78970
535;0.005681818181818182;0.003484848484848484;15927;79715
540;0.005681818181818182;0.003522727272727272;16090;80460
545;0.005681818181818182;0.0035984848484848487;16218;81205
550;0.005681818181818182;0.003825757575757578;16361;81950
555;0.005681818181818182;0.0037500000000000016;16504;82695
560;0.005681818181818182;0.0032575757575757556;16663;83440
565;0.005681818181818182;0.003674242424242425;16802;84185
570;0.005681818181818182;0.003939393939393942;16944;84930
575;0.005681818181818182;0.0037121212121212135;17106;85675
580;0.005681818181818182;0.003636363636363637;17235;86420
585;0.005681818181818182;0.0031818181818181798;17382;87165
590;0.005681818181818182;0.0033712121212121195;17537;87910
595;0.005681818181818182;0.0035606060606060605;17678;88655
600;0.005681818181818182;0.003863636363636366;17813;89400
605;0.005681818181818182;0.0032954545454545433;17972;90145
610;0.005681818181818182;0.0037121212121212135;18132;90890
615;0.005681818181818182;0.0037500000000000016;18262;91635
620;0.005681818181818182;0.0039015151515151545;18391;92380
625;0.005681818181818182;0.0035606060606060605;18537;93125
630;0.005681818181818182;0.003977272727272731;18680;93870
635;0.005681818181818182;0.003674242424242425;18824;94615
640;0.005681818181818182;0.003636363636363637;18993;95360
645;0.005681818181818182;0.003484848484848484;19141;96105
650;0.005681818181818182;0.0039015151515151545;19291;96850
655;0.005681818181818182;0.0034090909090909076;19446;97595
660;0.005681818181818182;0.0037500000000000016;19610;98340
665;0.005681818181818182;0.0037500000000000016;19743;99085
670;0.005681818181818182;0.0037878787878787897;19878;99830
675;0.005681818181818182;0.0037878787878787897;20026;100575
680;0.005681818181818182;0.003674242424242425;20160;101320
685;0.005681818181818182;0.003674242424242425;20320;102065
690;0.005681818181818182;0.0034469696969696957;20469;102810
695;0.005681818181818182;0.0034090909090909076;20617;103555
700;0.005681818181818182;0.0035606060606060605;20771;104300
705;0.005681818181818182;0.003977272727272731;20926;105045
710;0.005681818181818182;0.0034469696969696957;21061;105790
715;0.005681818181818182;0.003674242424242425;21201;106535
720;0.005681818181818182;0.0037500000000000016;21349;107280
725;0.005681818181818182;0.0035606060606060605;21496;108025
730;0.005681818181818182;0.004015151515151519;21649;108770
735;0.005681818181818182;0.003636363636363637;21803;109515
740;0.005681818181818182;0.0037500000000000016;21966;110260
745;0.005681818181818182;0.003636363636363637;22128;111005
750;0.005681818181818182;0.003674242424242425;22261;111750
755;0.005681818181818182;0.0035984848484848487;22408;112495
760;0.005681818181818182;0.003484848484848484;22568;113240
765;0.005681818181818182;0.0033712121212121195;22721;113985
770;0.005681818181818182;0.0035984848484848487;22865;114730
775;0.005681818181818182;0.003522727272727272;23002;115475
780;0.005681818181818182;0.0035984848484848487;23149;116220
785;0.005681818181818182;0.003939393939393942;23289;116965
790;0.005681818181818182;0.0034469696969696957;23439;117710
795;0.005681818181818182;0.0033712121212121195;23597;118455
800;0.005681818181818182;0.003522727272727272;23746;119200
805;0.005681818181818182;0.0037878787878787897;23891;119945
810;0.005681818181818182;0.0033712121212121195;24056;120690
815;0.005681818181818182;0.0037500000000000016;24197;121435
820;0.005681818181818182;0.0032954545454545433;24363;122180
825;0.005681818181818182;0.0035606060606060605;24527;122925
830;0.005681818181818182;0.004015151515151519;24669;123670
835;0.005681818181818182;0.004242424242424248;24806;124415
840;0.005681818181818182;0.003825757575757578;24978;125160
845;0.005681818181818182;0.0039015151515151545;25127;125905
850;0.005681818181818182;0.0037878787878787897;25269;126650
855;0.005681818181818182;0.003522727272727272;25428;127395
860;0.005681818181818182;0.0039015151515151545;25559;128140
865;0.005681818181818182;0.0035984848484848487;25705;128885
870;0.005681818181818182;0.0037121212121212135;25846;129630
875;0.005681818181818182;0.0034090909090909076;25989;130375
880;0.005681818181818182;0.003825757575757578;26139;131120
885;0.005681818181818182;0.0035606060606060605;26306;131865
890;0.005681818181818182;0.003863636363636366;26462;132610
895;0.005681818181818182;0.003674242424242425;26602;133355
900;0.005681818181818182;0.003636363636363637;26745;134100
905;0.005681818181818182;0.003863636363636366;26892;134845
910;0.005681818181818182;0.0032575757575757556;27033;135590
915;0.005681818181818182;0.0030303030303030286;27187;136335
920;0.005681818181818182;0.0035984848484848487;27324;137080
925;0.005681818181818182;0.0034469696969696957;27482;137825
930;0.005681818181818182;0.0032575757575757556;27632;138570
935;0.005681818181818182;0.0037121212121212135;27783;139315
940;0.005681818181818182;0.003825757575757578;27930;140060
945;0.005681818181818182;0.003939393939393942;28078;140805
950;0.005681818181818182;0.0030681818181818163;28246;141550
955;0.005681818181818182;0.0031818181818181798;28377;142295
960;0.005681818181818182;0.0037121212121212135;28528;143040
965;0.005681818181818182;0.0035984848484848487;28673;143785
970;0.005681818181818182;0.003674242424242425;28828;144530
975;0.005681818181818182;0.0032575757575757556;28968;145275
980;0.005681818181818182;0.003636363636363637;29119;146020
985;0.005681818181818182;0.003522727272727272;29277;146765
990;0.005681818181818182;0.0039015151515151545;29426;147510
995;0.005681818181818182;0.0034090909090909076;29571;148255
1000;0.005681818181818182;0.0037878787878787897;29717;149000
1005;0.005681818181818182;0.003674242424242425;29870;149745
1010;0.005681818181818182;0.0035606060606060605;30019;150490
1015;0.005681818181818182;0.003484848484848484;30160;151235
1020;0.005681818181818182;0.003674242424242425;30300;151980
1025;0.005681818181818182;0.0037878787878787897;30445;152725
1030;0.005681818181818182;0.003636363636363637;30600;153470
1035;0.005681818181818182;0.003636363636363637;30745;154215
1040;0.005681818181818182;0.0037500000000000016;30890;154960
1045;0.005681818181818182;0.0035606060606060605;31035;155705
1050;0.005681818181818182;0.0033712121212121195;31189;156450
1055;0.005681818181818182;0.0037500000000000016;31334;157195
1060;0.005681818181818182;0.0035984848484848487;31481;157940
1065;0.005681818181818182;0.004090909090909096;31609;158685
1070;0.005681818181818182;0.0034469696969696957;31746;159430
1075;0.005681818181818182;0.0032954545454545433;31894;160175
1080;0.005681818181818182;0.0034469696969696957;32043;160920
1085;0.005681818181818182;0.003636363636363637;32207;161665
1090;0.005681818181818182;0.0034469696969696957;32328;162410
1095;0.005681818181818182;0.004090909090909096;32482;163155
1100;0.005681818181818182;0.0039015151515151545;32625;163900
1105;0.005681818181818182;0.0037878787878787897;32761;164645
1110;0.005681818181818182;0.0039015151515151545;32905;165390
1115;0.005681818181818182;0.003674242424242425;33051;166135
1120;0.005681818181818182;0.0035606060606060605;33196;166880
1125;0.005681818181818182;0.003484848484848484;33353;167625
1130;0.005681818181818182;0.003939393939393942;33490;168370
1135;0.005681818181818182;0.0037500000000000016;33635;169115
1140;0.005681818181818182;0.0032954545454545433;33785;169860
1145;0.005681818181818182;0.0034469696969696957;33938;170605
1150;0.005681818181818182;0.0035984848484848487;34087;171350
1155;0.005681818181818182;0.003825757575757578;34217;172095
1160;0.005681818181818182;0.003863636363636366;34383;172840
1165;0.005681818181818182;0.0037878787878787897;34551;173585
1170;0.005681818181818182;0.0037121212121212135;34710;174330
1175;0.005681818181818182;0.004242424242424248;34854;175075
1180;0.005681818181818182;0.0034469696969696957;35007;175820
1185;0.005681818181818182;0.0032575757575757556;35163;176565
1190;0.005681818181818182;0.0037500000000000016;35322;177310
1195;0.005681818181818182;0.004128787878787884;35486;178055
1200;0.005681818181818182;0.003636363636363637;35642;178800
1205;0.005681818181818182;0.0037500000000000016;35787;179545
1210;0.005681818181818182;0.0034090909090909076;35940;180290
1215;0.005681818181818182;0.003636363636363637;36106;181035
1220;0.005681818181818182;0.0034469696969696957;36246;181780
1225;0.005681818181818182;0.0037878787878787897;36394;182525
1230;0.005681818181818182;0.0031818181818181798;36556;183270
1235;0.005681818181818182;0.0037121212121212135;36709;184015
1240;0.005681818181818182;0.003674242424242425;36849;184760
1245;0.005681818181818182;0.003674242424242425;37013;185505
1250;0.005681818181818182;0.0039015151515151545;37167;186250
1255;0.005681818181818182;0.003939393939393942;37316;186995
1260;0.005681818181818182;0.003863636363636366;37463;187740
1265;0.005681818181818182;0.004015151515151519;37599;188485
1270;0.005681818181818182;0.0037121212121212135;37737;189230
1275;0.005681818181818182;0.003939393939393942;37883;189975
1280;0.005681818181818182;0.003825757575757578;38032;190720
1285;0.005681818181818182;0.004015151515151519;38166;191465
1290;0.005681818181818182;0.0037121212121212135;38318;192210
1295;0.005681818181818182;0.0040530303030303074;38465;192955
1300;0.005681818181818182;0.003674242424242425;38628;193700
1305;0.005681818181818182;0.0037500000000000016;38775;194445
1310;0.005681818181818182;0.0037500000000000016;38926;195190
1315;0.005681818181818182;0.0034469696969696957;39068;195935
1320;0.005681818181818182;0.0037500000000000016;39229;196680
1325;0.005681818181818182;0.0033712121212121195;39375;197425
1330;0.005681818181818182;0.003484848484848484;39517;198170
1335;0.005681818181818182;0.0033712121212121195;39661;198915
1340;0.005681818181818182;0.003863636363636366;39811;199660
1345;0.005681818181818182;0.0033712121212121195;39981;200405
1350;0.005681818181818182;0.0037878787878787897;40142;201150
1355;0.005681818181818182;0.0035606060606060605;40271;201895
1360;0.005681818181818182;0.0031818181818181798;40428;202640
1365;0.005681818181818182;0.004015151515151519;40572;203385
1370;0.005681818181818182;0.0032575757575757556;40747;204130
1375;0.005681818181818182;0.0034469696969696957;40885;204875
1380;0.005681818181818182;0.0035984848484848487;41040;205620
1385;0.005681818181818182;0.0037121212121212135;41189;206365
1390;0.005681818181818182;0.0035984848484848487;41361;207110
1395;0.005681818181818182;0.003333333333333331;41512;207855
1400;0.005681818181818182;0.003636363636363637;41648;208600
1405;0.005681818181818182;0.0035606060606060605;41785;209345
1410;0.005681818181818182;0.003484848484848484;41937;210090
1415;0.005681818181818182;0.003522727272727272;42102;210835
1420;0.005681818181818182;0.004356060606060613;42246;211580
1425;0.005681818181818182;0.003977272727272731;42386;212325
1430;0.005681818181818182;0.0039015151515151545;42529;213070
1435;0.005681818181818182;0.003484848484848484;42694;213815
1440;0.005681818181818182;0.003333333333333331;42843;214560
1445;0.005681818181818182;0.003825757575757578;42980;215305
1450;0.005681818181818182;0.003939393939393942;43122;216050
1455;0.005681818181818182;0.004015151515151519;43254;216795
1460;0.005681818181818182;0.003522727272727272;43391;217540
1465;0.005681818181818182;0.003825757575757578;43533;218285
1470;0.005681818181818182;0.003939393939393942;43680;219030
1475;0.005681818181818182;0.003522727272727272;43835;219775
1480;0.005681818181818182;0.0037878787878787897;44019;220520
1485;0.005681818181818182;0.0040530303030303074;44168;221265
1490;0.005681818181818182;0.004166666666666672;44305;222010
1495;0.005681818181818182;0.0035606060606060605;44446;222755
1500;0.005681818181818182;0.003674242424242425;44581;223500
1505;0.005681818181818182;0.0037121212121212135;44721;224245
1510;0.005681818181818182;0.0037878787878787897;44867;224990
1515;0.005681818181818182;0.0035606060606060605;45025;225735
1520;0.005681818181818182;0.0037878787878787897;45177;226480
1525;0.005681818181818182;0.003333333333333331;45313;227225
1530;0.005681818181818182;0.003674242424242425;45477;227970
1535;0.005681818181818182;0.0035606060606060605;45633;228715
1540;0.005681818181818182;0.0037500000000000016;45769;229460
1545;0.005681818181818182;0.003636363636363637;45905;230205
1550;0.005681818181818182;0.0039015151515151545;46072;230950
1555;0.005681818181818182;0.0037500000000000016;46231;231695
1560;0.005681818181818182;0.0039015151515151545;46388;232440
1565;0.005681818181818182;0.0034090909090909076;46520;233185
1570;0.005681818181818182;0.0037500000000000016;46695;233930
1575;0.005681818181818182;0.004128787878787884;46831;234675
1580;0.005681818181818182;0.0035984848484848487;46970;235420
1585;0.005681818181818182;0.0037878787878787897;47119;236165
1590;0.005681818181818182;0.003825757575757578;47273;236910
1595;0.005681818181818182;0.0037121212121212135;47422;237655
1600;0.005681818181818182;0.0037878787878787897;47562;238400
1605;0.005681818181818182;0.0037121212121212135;47707;239145
1610;0.005681818181818182;0.0034469696969696957;47865;239890
1615;0.005681818181818182;0.003522727272727272;48037;240635
1620;0.005681818181818182;0.003863636363636366;48192;241380
1625;0.005681818181818182;0.003484848484848484;48354;242125
1630;0.005681818181818182;0.004128787878787884;48483;242870
1635;0.005681818181818182;0.0035606060606060605;48654;243615
1640;0.005681818181818182;0.0037500000000000016;48788;244360
1645;0.005681818181818182;0.0037500000000000016;48956;245105
1650;0.005681818181818182;0.0029924242424242404;49095;245850
1655;0.005681818181818182;0.0035606060606060605;49257;246595
1660;0.005681818181818182;0.003636363636363637;49412;247340
1665;0.005681818181818182;0.0029924242424242404;49564;248085
1670;0.005681818181818182;0.003484848484848484;49714;248830
1675;0.005681818181818182;0.0035984848484848487;49863;249575
1680;0.005681818181818182;0.0037878787878787897;49994;250320
1685;0.005681818181818182;0.0035606060606060605;50139;251065
1690;0.005681818181818182;0.0037500000000000016;50299;251810
1695;0.005681818181818182;0.003636363636363637;50445;252555
1700;0.005681818181818182;0.003674242424242425;50577;253300
1705;0.005681818181818182;0.003484848484848484;50716;254045
1710;0.005681818181818182;0.0037121212121212135;50856;254790
1715;0.005681818181818182;0.0039015151515151545;51003;255535
1720;0.005681818181818182;0.004015151515151519;51159;256280
1725;0.005681818181818182;0.0035606060606060605;51316;257025
1730;0.005681818181818182;0.0031818181818181798;51494;257770
1735;0.005681818181818182;0.004090909090909096;51619;258515
1740;0.005681818181818182;0.00420454545454546;51789;259260
1745;0.005681818181818182;0.004015151515151519;51944;260005
1750;0.005681818181818182;0.0033712121212121195;52095;260750
1755;0.005681818181818182;0.004015151515151519;52233;261495
1760;0.005681818181818182;0.0037500000000000016;52387;262240
1765;0.005681818181818182;0.0037500000000000016;52513;262985
1770;0.005681818181818182;0.004015151515151519;52669;263730
1775;0.005681818181818182;0.004015151515151519;52822;264475
1780;0.005681818181818182;0.0037500000000000016;52985;265220
1785;0.005681818181818182;0.0037121212121212135;53113;265965
1790;0.005681818181818182;0.00420454545454546;53258;266710
1795;0.005681818181818182;0.003825757575757578;53384;267455
1800;0.005681818181818182;0.0037500000000000016;53535;268200
1805;0.005681818181818182;0.0037121212121212135;53689;268945
1810;0.005681818181818182;0.003636363636363637;53847;269690
1815;0.005681818181818182;0.0032954545454545433;54006;270435
1820;0.005681818181818182;0.003977272727272731;54163;271180
1825;0.005681818181818182;0.003977272727272731;54304;271925
1830;0.005681818181818182;0.004015151515151519;54460;272670
1835;0.005681818181818182;0.0039015151515151545;54619;273415
1840;0.005681818181818182;0.003825757575757578;54756;274160
1845;0.005681818181818182;0.003484848484848484;54904;274905
1850;0.005681818181818182;0.004280303030303036;55043;275650
1855;0.005681818181818182;0.0039015151515151545;55185;276395
1860;0.005681818181818182;0.0037500000000000016;55338;277140
1865;0.005681818181818182;0.004166666666666672;55486;277885
1870;0.005681818181818182;0.0035984848484848487;55621;278630
1875;0.005681818181818182;0.0037500000000000016;55774;279375
1880;0.005681818181818182;0.003484848484848484;55930;280120
1885;0.005681818181818182;0.0037878787878787897;56072;280865
1890;0.005681818181818182;0.003825757575757578;56219;281610
1895;0.005681818181818182;0.003333333333333331;56348;282355
1900;0.005681818181818182;0.0037878787878787897;56484;283100
1905;0.005681818181818182;0.003825757575757578;56644;283845
1910;0.005681818181818182;0.003636363636363637;56792;284590
1915;0.005681818181818182;0.0035984848484848487;56938;285335
1920;0.005681818181818182;0.003863636363636366;57081;286080
1925;0.005681818181818182;0.003825757575757578;57232;286825
1930;0.005681818181818182;0.0034090909090909076;57393;287570
1935;0.005681818181818182;0.003522727272727272;57554;288315
1940;0.005681818181818182;0.0037500000000000016;57696;289060
1945;0.005681818181818182;0.0032575757575757556;57865;289805
1950;0.005681818181818182;0.003863636363636366;58011;290550
1955;0.005681818181818182;0.003863636363636366;58154;291295
1960;0.005681818181818182;0.0032196969696969674;58315;292040
1965;0.005681818181818182;0.003825757575757578;58455;292785
1970;0.005681818181818182;0.003522727272727272;58610;293530
1975;0.005681818181818182;0.0039015151515151545;58750;294275
1980;0.005681818181818182;0.003674242424242425;58906;295020
1985;0.005681818181818182;0.0034469696969696957;59052;295765
1990;0.005681818181818182;0.003863636363636366;59197;296510
1995;0.005681818181818182;0.003484848484848484;59358;297255
2000;0.005681818181818182;0.003825757575757578;59488;298000
2005;0.005681818181818182;0.003674242424242425;59636;298745
2010;0.005681818181818182;0.003522727272727272;59779;299490
2015;0.005681818181818182;0.0035984848484848487;59923;300235
2020;0.005681818181818182;0.0035984848484848487;60075;300980
2025;0.005681818181818182;0.003636363636363637;60215;301725
2030;0.005681818181818182;0.003939393939393942;60357;302470
2035;0.005681818181818182;0.0032954545454545433;60495;303215
2040;0.005681818181818182;0.0037500000000000016;60647;303960
2045;0.005681818181818182;0.003522727272727272;60790;304705
2050;0.005681818181818182;0.0034469696969696957;60936;305450
2055;0.005681818181818182;0.0030681818181818163;61095;306195
2060;0.005681818181818182;0.0035984848484848487;61261;306940
2065;0.005681818181818182;0.003636363636363637;61415;307685
2070;0.005681818181818182;0.003977272727272731;61564;308430
2075;0.005681818181818182;0.0037121212121212135;61709;309175
2080;0.005681818181818182;0.0035984848484848487;61858;309920
2085;0.005681818181818182;0.003939393939393942;61998;310665
2090;0.005681818181818182;0.004015151515151519;62151;311410
2095;0.005681818181818182;0.003636363636363637;62303;312155
2100;0.005681818181818182;0.0034090909090909076;62470;312900
2105;0.005681818181818182;0.0037121212121212135;62618;313645
2110;0.005681818181818182;0.003636363636363637;62762;314390
2115;0.005681818181818182;0.004242424242424248;62907;315135
2120;0.005681818181818182;0.003863636363636366;63066;315880
2125;0.005681818181818182;0.0037500000000000016;63215;316625
2130;0.005681818181818182;0.003863636363636366;63353;317370
2135;0.005681818181818182;0.003484848484848484;63504;318115
2140;0.005681818181818182;0.0035984848484848487;63658;318860
2145;0.005681818181818182;0.0039015151515151545;63824;319605
2150;0.005681818181818182;0.003674242424242425;63952;320350
2155;0.005681818181818182;0.0035984848484848487;64095;321095
2160;0.005681818181818182;0.0037500000000000016;64244;321840
2165;0.005681818181818182;0.003674242424242425;64382;322585
2170;0.005681818181818182;0.0037121212121212135;64531;323330
2175;0.005681818181818182;0.003939393939393942;64673;324075
2180;0.005681818181818182;0.004090909090909096;64821;324820
2185;0.005681818181818182;0.004090909090909096;64972;325565
2190;0.005681818181818182;0.003863636363636366;65129;326310
2195;0.005681818181818182;0.0037121212121212135;65270;327055
2200;0.005681818181818182;0.0040530303030303074;65411;327800
2205;0.005681818181818182;0.0034469696969696957;65555;328545
2210;0.005681818181818182;0.0037121212121212135;65701;329290
2215;0.005681818181818182;0.003484848484848484;65880;330035
2220;0.005681818181818182;0.0035984848484848487;66011;330780
2225;0.005681818181818182;0.0035606060606060605;66141;331525
2230;0.005681818181818182;0.0034469696969696957;66276;332270
2235;0.005681818181818182;0.0040530303030303074;66437;333015
2240;0.005681818181818182;0.003977272727272731;66580;333760
2245;0.005681818181818182;0.0034469696969696957;66736;334505
2250;0.005681818181818182;0.0035984848484848487;66882;335250
2255;0.005681818181818182;0.003636363636363637;67028;335995
2260;0.005681818181818182;0.0032954545454545433;67177;336740
2265;0.005681818181818182;0.0033712121212121195;67322;337485
2270;0.005681818181818182;0.0039015151515151545;67474;338230
2275;0.005681818181818182;0.0034090909090909076;67638;338975
2280;0.005681818181818182;0.003636363636363637;67782;339720
2285;0.005681818181818182;0.0034090909090909076;67928;340465
2290;0.005681818181818182;0.003674242424242425;68080;341210
2295;0.005681818181818182;0.0037878787878787897;68213;341955
2300;0.005681818181818182;0.0037121212121212135;68354;342700
2305;0.005681818181818182;0.003484848484848484;68520;343445
2310;0.005681818181818182;0.0039015151515151545;68663;344190
2315;0.005681818181818182;0.0037878787878787897;68798;344935
2320;0.005681818181818182;0.003636363636363637;68959;345680
2325;0.005681818181818182;0.0037878787878787897;69109;346425
2330;0.005681818181818182;0.004128787878787884;69246;347170
2335;0.005681818181818182;0.004356060606060613;69370;347915
2340;0.005681818181818182;0.0034469696969696957;69507;348660
2345;0.005681818181818182;0.0037121212121212135;69678;349405
2350;0.005681818181818182;0.0037878787878787897;69813;350150
2355;0.005681818181818182;0.0035606060606060605;69964;350895
2360;0.005681818181818182;0.003522727272727272;70120;351640
2365;0.005681818181818182;0.0037121212121212135;70261;352385
2370;0.005681818181818182;0.003825757575757578;70389;353130
2375;0.005681818181818182;0.0032954545454545433;70540;353875
2380;0.005681818181818182;0.0037878787878787897;70677;354620
2385;0.005681818181818182;0.0035606060606060605;70829;355365
2390;0.005681818181818182;0.0033712121212121195;70977;356110
2395;0.005681818181818182;0.0033712121212121195;71141;356855
2400;0.005681818181818182;0.003674242424242425;71283;357600
2405;0.005681818181818182;0.0035984848484848487;71420;358345
2410;0.005681818181818182;0.003636363636363637;71571;359090
2415;0.005681818181818182;0.0035984848484848487;71700;359835
2420;0.005681818181818182;0.0034090909090909076;71830;360580
2425;0.005681818181818182;0.0035606060606060605;71968;361325
2430;0.005681818181818182;0.0037878787878787897;72117;362070
2435;0.005681818181818182;0.0037500000000000016;72263;362815
2440;0.005681818181818182;0.0034090909090909076;72412;363560
2445;0.005681818181818182;0.0037500000000000016;72567;364305
2450;0.005681818181818182;0.0037121212121212135;72712;365050
2455;0.005681818181818182;0.003863636363636366;72865;365795
2460;0.005681818181818182;0.003939393939393942;73015;366540
2465;0.005681818181818182;0.003522727272727272;73170;367285
2470;0.005681818181818182;0.003977272727272731;73327;368030
2475;0.005681818181818182;0.0031818181818181798;73499;368775
2480;0.005681818181818182;0.003522727272727272;73632;369520
2485;0.005681818181818182;0.0037500000000000016;73781;370265
2490;0.005681818181818182;0.003674242424242425;73954;371010
2495;0.005681818181818182;0.003977272727272731;74113;371755
2500;0.005681818181818182;0.003522727272727272;74269;372500
2505;0.005681818181818182;0.0031818181818181798;74421;373245
2510;0.005681818181818182;0.0037500000000000016;74570;373990
2515;0.005681818181818182;0.003484848484848484;74701;374735
2520;0.005681818181818182;0.0034469696969696957;74821;375480
2525;0.005681818181818182;0.003939393939393942;74944;376225
2530;0.005681818181818182;0.003674242424242425;75098;376970
2535;0.005681818181818182;0.003674242424242425;75271;377715
2540;0.005681818181818182;0.0037500000000000016;75412;378460
2545;0.005681818181818182;0.0037121212121212135;75576;379205
2550;0.005681818181818182;0.0030681818181818163;75741;379950
2555;0.005681818181818182;0.003674242424242425;75879;380695
2560;0.005681818181818182;0.0033712121212121195;76019;381440
2565;0.005681818181818182;0.0035984848484848487;76163;382185
2570;0.005681818181818182;0.003863636363636366;76317;382930
