iterations;timeInMSec;bestFitness;averageFitness;mutations;cruces;
79;7850;3.396277679663089E-5;3.152250043432749E-5;1541;7821;
80;7947;3.396277679663089E-5;3.161881443217826E-5;1564;7920;
81;8044;3.396277679663089E-5;3.161822812212516E-5;1591;8019;
82;8142;3.4129692832764505E-5;3.1706415048098725E-5;1613;8118;
83;8239;3.4129692832764505E-5;3.163145345325874E-5;1633;8217;
84;8336;3.416233943700464E-5;3.169633539491289E-5;1657;8316;
85;8434;3.416233943700464E-5;3.189313665256293E-5;1673;8415;
86;8531;3.416233943700464E-5;3.1888350846176625E-5;1692;8514;
87;8627;3.416233943700464E-5;3.19505866188187E-5;1705;8613;
88;8726;3.416233943700464E-5;3.197517836379592E-5;1719;8712;
89;8826;3.416233943700464E-5;3.2062386836697934E-5;1733;8811;
90;8926;3.427474636687688E-5;3.20309084397103E-5;1755;8910;
91;9023;3.427474636687688E-5;3.1741226244865676E-5;1773;9009;
92;9119;3.427474636687688E-5;3.1504592841666886E-5;1801;9108;
93;9216;3.427474636687688E-5;3.145600139447095E-5;1815;9207;
94;9313;3.435953820780649E-5;3.152179312744386E-5;1836;9306;
95;9411;3.435953820780649E-5;3.132644570090945E-5;1853;9405;
96;9507;3.450655624568668E-5;3.1726315894966605E-5;1874;9504;
97;9603;3.450655624568668E-5;3.187978870703213E-5;1895;9603;
98;9700;3.450655624568668E-5;3.189884426362066E-5;1917;9702;
99;9796;3.450655624568668E-5;3.203893897387669E-5;1943;9801;
100;9892;3.450655624568668E-5;3.204349952770289E-5;1960;9900;
101;9990;3.450655624568668E-5;3.218533487760595E-5;1979;9999;
102;10090;3.450655624568668E-5;3.237750733011731E-5;1997;10098;
103;10190;3.506803198204517E-5;3.252322965737219E-5;2015;10197;
104;10291;3.506803198204517E-5;3.2583734680537824E-5;2038;10296;
105;10388;3.5231116121758736E-5;3.2732574820621296E-5;2053;10395;
106;10485;3.547608911593586E-5;3.259093186988835E-5;2070;10494;
107;10582;3.547608911593586E-5;3.2493001389252254E-5;2093;10593;
108;10679;3.547608911593586E-5;3.2748529368584645E-5;2116;10692;
109;10776;3.567351598173516E-5;3.298158066156612E-5;2144;10791;
110;10872;3.567351598173516E-5;3.307962354611639E-5;2164;10890;
111;10969;3.571428571428572E-5;3.288791737610265E-5;2184;10989;
112;11065;3.571428571428572E-5;3.2908998818031956E-5;2209;11088;
113;11161;3.571428571428572E-5;3.281166995417736E-5;2226;11187;
114;11263;3.57653791130186E-5;3.280699271441577E-5;2244;11286;
115;11362;3.6038633415020904E-5;3.281689199047651E-5;2265;11385;
116;11457;3.6090659737259996E-5;3.2838626287400995E-5;2289;11484;
117;11555;3.6090659737259996E-5;3.289972108845231E-5;2314;11583;
118;11651;3.6090659737259996E-5;3.2928888796003234E-5;2337;11682;
119;11749;3.6090659737259996E-5;3.304630271189379E-5;2354;11781;
120;11846;3.61167292689974E-5;3.326051312190672E-5;2373;11880;
121;11942;3.61167292689974E-5;3.3306101405678535E-5;2393;11979;
122;12040;3.61167292689974E-5;3.333288029705917E-5;2414;12078;
123;12135;3.61167292689974E-5;3.329676559976922E-5;2428;12177;
124;12231;3.61167292689974E-5;3.3365779548303435E-5;2449;12276;
125;12329;3.6210892236384704E-5;3.350978941497225E-5;2466;12375;
126;12426;3.6210892236384704E-5;3.343055588435529E-5;2484;12474;
127;12524;3.6210892236384704E-5;3.35142754820994E-5;2506;12573;
128;12620;3.6678403755868545E-5;3.346568837273233E-5;2526;12672;
129;12717;3.6678403755868545E-5;3.3825818811640665E-5;2545;12771;
130;12813;3.686228251253318E-5;3.3998903900228926E-5;2565;12870;
131;12910;3.686228251253318E-5;3.4158125129620384E-5;2582;12969;
132;13007;3.691671588895452E-5;3.4420846508010294E-5;2601;13068;
133;13103;3.691671588895452E-5;3.452720678843169E-5;2625;13167;
134;13199;3.7037037037037037E-5;3.467221779441745E-5;2647;13266;
135;13296;3.7119524870081664E-5;3.459255039363002E-5;2674;13365;
136;13393;3.7196845707484004E-5;3.4575154417170335E-5;2690;13464;
137;13490;3.7196845707484004E-5;3.468894869330852E-5;2705;13563;
138;13585;3.7196845707484004E-5;3.469934085276328E-5;2724;13662;
139;13682;3.7196845707484004E-5;3.471195921609524E-5;2748;13761;
140;13778;3.7196845707484004E-5;3.4595614754474346E-5;2772;13860;
141;13875;3.7196845707484004E-5;3.4577413646973714E-5;2792;13959;
142;13972;3.7196845707484004E-5;3.4470578687233034E-5;2810;14058;
143;14068;3.7196845707484004E-5;3.4378812651032684E-5;2832;14157;
144;14165;3.7196845707484004E-5;3.4239419460729404E-5;2847;14256;
145;14260;3.7196845707484004E-5;3.4352480587761826E-5;2868;14355;
146;14357;3.7196845707484004E-5;3.41199418987309E-5;2886;14454;
147;14455;3.7196845707484004E-5;3.409354901222641E-5;2901;14553;
148;14551;3.7196845707484004E-5;3.4147573194640125E-5;2911;14652;
149;14647;3.7196845707484004E-5;3.426933906659168E-5;2931;14751;
150;14744;3.7196845707484004E-5;3.4488236399698834E-5;2951;14850;
151;14839;3.7196845707484004E-5;3.465971473323907E-5;2970;14949;
152;14935;3.7196845707484004E-5;3.4846451563072983E-5;2987;15048;
153;15031;3.7196845707484004E-5;3.480305543310298E-5;3009;15147;
154;15128;3.7196845707484004E-5;3.479033541045857E-5;3030;15246;
155;15224;3.7196845707484004E-5;3.4711444843979835E-5;3045;15345;
156;15320;3.7196845707484004E-5;3.467260946569632E-5;3064;15444;
157;15419;3.7196845707484004E-5;3.453741896509748E-5;3077;15543;
158;15518;3.7196845707484004E-5;3.441211772894452E-5;3091;15642;
159;15615;3.7196845707484004E-5;3.4345571993479976E-5;3110;15741;
160;15712;3.7196845707484004E-5;3.445764609869056E-5;3125;15840;
161;15809;3.7196845707484004E-5;3.4415193352809724E-5;3146;15939;
162;15906;3.7196845707484004E-5;3.4594843273922616E-5;3164;16038;
163;16001;3.7196845707484004E-5;3.4614795164307694E-5;3181;16137;
164;16098;3.779860901118839E-5;3.4563209428417975E-5;3202;16236;
165;16194;3.779860901118839E-5;3.450561433721355E-5;3228;16335;
166;16290;3.779860901118839E-5;3.4304277503497485E-5;3245;16434;
167;16387;3.779860901118839E-5;3.429484006747735E-5;3268;16533;
168;16485;3.779860901118839E-5;3.418071014091226E-5;3287;16632;
169;16582;3.779860901118839E-5;3.410714667660197E-5;3301;16731;
170;16678;3.779860901118839E-5;3.415854417997722E-5;3315;16830;
171;16775;3.779860901118839E-5;3.420897311166244E-5;3332;16929;
172;16872;3.779860901118839E-5;3.430611034815084E-5;3353;17028;
173;16969;3.779860901118839E-5;3.4533677053966795E-5;3364;17127;
174;17066;3.779860901118839E-5;3.469457485568544E-5;3381;17226;
175;17161;3.779860901118839E-5;3.4690364050753364E-5;3401;17325;
176;17258;3.779860901118839E-5;3.494972118771942E-5;3422;17424;
177;17355;3.779860901118839E-5;3.48710933170614E-5;3443;17523;
178;17451;3.779860901118839E-5;3.4828050146234644E-5;3464;17622;
179;17548;3.779860901118839E-5;3.499957657735688E-5;3488;17721;
180;17645;3.779860901118839E-5;3.5013589992690816E-5;3506;17820;
181;17742;3.779860901118839E-5;3.516495229820041E-5;3529;17919;
182;17837;3.779860901118839E-5;3.531343134464239E-5;3552;18018;
183;17934;3.779860901118839E-5;3.5569059411082395E-5;3573;18117;
184;18031;3.779860901118839E-5;3.543223578383638E-5;3597;18216;
185;18128;3.779860901118839E-5;3.54040491544466E-5;3620;18315;
186;18223;3.779860901118839E-5;3.5423701750235276E-5;3647;18414;
187;18320;3.779860901118839E-5;3.550099748330043E-5;3670;18513;
188;18417;3.797660641045116E-5;3.541372122731311E-5;3693;18612;
189;18514;3.797660641045116E-5;3.518386974594343E-5;3715;18711;
190;18610;3.797660641045116E-5;3.511233392873607E-5;3737;18810;
191;18706;3.797660641045116E-5;3.4927170390290744E-5;3760;18909;
192;18802;3.797660641045116E-5;3.4911410939644934E-5;3782;19008;
193;18898;3.9166536111546294E-5;3.4959784674901764E-5;3800;19107;
194;18994;3.9166536111546294E-5;3.487863565432382E-5;3830;19206;
195;19091;3.953819389530286E-5;3.496673729269255E-5;3846;19305;
196;19188;3.953819389530286E-5;3.490717184781134E-5;3868;19404;
197;19285;3.953819389530286E-5;3.49757685920338E-5;3882;19503;
198;19381;3.953819389530286E-5;3.5043632122274944E-5;3903;19602;
199;19478;3.953819389530286E-5;3.530003832106334E-5;3922;19701;
200;19576;3.9853339709867684E-5;3.577174901383121E-5;3941;19800;
201;19672;3.9853339709867684E-5;3.5892023074866455E-5;3959;19899;
202;19770;4.012197079120526E-5;3.6210976909747453E-5;3980;19998;
203;19865;4.012197079120526E-5;3.65796435418634E-5;4001;20097;
204;19961;4.012197079120526E-5;3.7264677910570033E-5;4022;20196;
205;20057;4.012197079120526E-5;3.7191678580906286E-5;4046;20295;
206;20154;4.012197079120526E-5;3.701110237434782E-5;4072;20394;
207;20249;4.012197079120526E-5;3.720448365710775E-5;4088;20493;
208;20346;4.012197079120526E-5;3.734629440668496E-5;4103;20592;
209;20442;4.012197079120526E-5;3.746062476852531E-5;4123;20691;
210;20538;4.012197079120526E-5;3.7428256020915366E-5;4141;20790;
211;20633;4.012197079120526E-5;3.745454522783894E-5;4163;20889;
212;20729;4.012197079120526E-5;3.7758449024515764E-5;4183;20988;
213;20826;4.0290088638195005E-5;3.775327247710837E-5;4202;21087;
214;20922;4.034861200774693E-5;3.797269529976006E-5;4222;21186;
215;21018;4.034861200774693E-5;3.791485188457597E-5;4238;21285;
216;21114;4.034861200774693E-5;3.803326086438488E-5;4261;21384;
217;21210;4.034861200774693E-5;3.786984331954261E-5;4278;21483;
218;21305;4.034861200774693E-5;3.810259662147746E-5;4293;21582;
219;21400;4.034861200774693E-5;3.812667999097937E-5;4309;21681;
220;21497;4.034861200774693E-5;3.8049378985687526E-5;4330;21780;
221;21593;4.034861200774693E-5;3.779181803717925E-5;4354;21879;
222;21690;4.034861200774693E-5;3.7859572571504564E-5;4373;21978;
223;21785;4.034861200774693E-5;3.7932418983951404E-5;4398;22077;
224;21881;4.034861200774693E-5;3.8077379683943596E-5;4417;22176;
225;21977;4.034861200774693E-5;3.800937063189768E-5;4435;22275;
226;22073;4.034861200774693E-5;3.8035579650898336E-5;4450;22374;
227;22168;4.034861200774693E-5;3.7795691596423976E-5;4470;22473;
228;22264;4.034861200774693E-5;3.7858699572783785E-5;4492;22572;
229;22361;4.034861200774693E-5;3.7901535439249926E-5;4521;22671;
230;22457;4.034861200774693E-5;3.798925765948212E-5;4539;22770;
231;22553;4.034861200774693E-5;3.782464472430111E-5;4558;22869;
232;22649;4.034861200774693E-5;3.811761687357222E-5;4575;22968;
233;22745;4.034861200774693E-5;3.805764307297125E-5;4593;23067;
234;22839;4.034861200774693E-5;3.810474820094889E-5;4614;23166;
235;22935;4.034861200774693E-5;3.80742253240587E-5;4637;23265;
236;23031;4.038772213247173E-5;3.806210725243787E-5;4656;23364;
237;23127;4.038772213247173E-5;3.794145259928881E-5;4671;23463;
238;23223;4.038772213247173E-5;3.807364558802813E-5;4695;23562;
239;23319;4.038772213247173E-5;3.7976291194125755E-5;4711;23661;
240;23415;4.038772213247173E-5;3.7830104847757865E-5;4729;23760;
241;23511;4.038772213247173E-5;3.7868195264304594E-5;4757;23859;
242;23607;4.038772213247173E-5;3.7732012546871024E-5;4779;23958;
243;23704;4.038772213247173E-5;3.7587042496904424E-5;4809;24057;
244;23800;4.038772213247173E-5;3.760607883035906E-5;4827;24156;
245;23896;4.038772213247173E-5;3.743453704012811E-5;4853;24255;
246;23992;4.038772213247173E-5;3.767550136318587E-5;4870;24354;
247;24088;4.074315514993481E-5;3.7623354943417E-5;4890;24453;
248;24184;4.074315514993481E-5;3.781209449545944E-5;4904;24552;
249;24281;4.074315514993481E-5;3.7624090493540454E-5;4921;24651;
250;24376;4.074315514993481E-5;3.7705389442265944E-5;4944;24750;
251;24472;4.1267745130406077E-5;3.792162620528285E-5;4967;24849;
252;24569;4.1267745130406077E-5;3.8178464269266646E-5;4988;24948;
253;24666;4.1267745130406077E-5;3.831744650099317E-5;5008;25047;
254;24761;4.1267745130406077E-5;3.8263469241304466E-5;5028;25146;
255;24858;4.1267745130406077E-5;3.835385252878991E-5;5052;25245;
256;24955;4.1267745130406077E-5;3.8455932140509904E-5;5070;25344;
257;25052;4.1267745130406077E-5;3.849350000030137E-5;5094;25443;
258;25147;4.1267745130406077E-5;3.84691388808085E-5;5111;25542;
259;25243;4.1267745130406077E-5;3.8490048255812024E-5;5126;25641;
260;25340;4.1486890142714904E-5;3.846066845041607E-5;5145;25740;
261;25436;4.1486890142714904E-5;3.8171355025481626E-5;5160;25839;
262;25531;4.1486890142714904E-5;3.8192494627680925E-5;5185;25938;
263;25628;4.1486890142714904E-5;3.839160487275578E-5;5202;26037;
264;25724;4.1486890142714904E-5;3.8289280221413563E-5;5225;26136;
265;25821;4.1486890142714904E-5;3.8353445095588496E-5;5242;26235;
266;25917;4.1486890142714904E-5;3.836401503402466E-5;5262;26334;
267;26013;4.1486890142714904E-5;3.830828865856015E-5;5279;26433;
268;26109;4.1486890142714904E-5;3.854170328062629E-5;5298;26532;
269;26206;4.1486890142714904E-5;3.8366848782987354E-5;5321;26631;
270;26302;4.1486890142714904E-5;3.8321171664501205E-5;5343;26730;
271;26397;4.1486890142714904E-5;3.816264588109925E-5;5364;26829;
272;26493;4.1486890142714904E-5;3.802837143067053E-5;5383;26928;
273;26590;4.17641162712997E-5;3.805478486826326E-5;5400;27027;
274;26687;4.17641162712997E-5;3.828809884152281E-5;5421;27126;
275;26785;4.17641162712997E-5;3.839461534579022E-5;5444;27225;
276;26882;4.17641162712997E-5;3.8490213993834005E-5;5475;27324;
277;26978;4.17641162712997E-5;3.8419678842059665E-5;5493;27423;
278;27073;4.17641162712997E-5;3.8374336468832514E-5;5506;27522;
279;27168;4.17641162712997E-5;3.857236622431593E-5;5523;27621;
280;27265;4.17641162712997E-5;3.8713443182964414E-5;5543;27720;
281;27361;4.17641162712997E-5;3.8865333183021694E-5;5567;27819;
282;27457;4.17641162712997E-5;3.882498308664954E-5;5587;27918;
283;27554;4.17641162712997E-5;3.884103320048665E-5;5606;28017;
284;27651;4.17641162712997E-5;3.880053662159216E-5;5626;28116;
285;27748;4.17641162712997E-5;3.8790993853918305E-5;5642;28215;
286;27843;4.17641162712997E-5;3.8713444325343784E-5;5658;28314;
287;27939;4.17641162712997E-5;3.888025730421321E-5;5673;28413;
288;28036;4.17641162712997E-5;3.8744130135867645E-5;5691;28512;
289;28133;4.17641162712997E-5;3.85514931713752E-5;5706;28611;
290;28229;4.17641162712997E-5;3.8430870474099705E-5;5723;28710;
291;28326;4.179204279505182E-5;3.829468865647298E-5;5751;28809;
292;28421;4.179204279505182E-5;3.8469404836671226E-5;5769;28908;
293;28518;4.179204279505182E-5;3.845500821425297E-5;5787;29007;
294;28613;4.179204279505182E-5;3.84326769307935E-5;5808;29106;
295;28710;4.179204279505182E-5;3.8341943703397454E-5;5825;29205;
296;28806;4.179204279505182E-5;3.8613760981980315E-5;5849;29304;
297;28903;4.179204279505182E-5;3.877490731309795E-5;5867;29403;
298;28998;4.179204279505182E-5;3.8753904459583874E-5;5886;29502;
299;29094;4.179204279505182E-5;3.876955759782466E-5;5907;29601;
300;29190;4.179204279505182E-5;3.8724978723286664E-5;5916;29700;
301;29286;4.179204279505182E-5;3.864303580048497E-5;5944;29799;
302;29381;4.179204279505182E-5;3.869855474723607E-5;5963;29898;
303;29477;4.179204279505182E-5;3.8710138991752956E-5;5985;29997;
304;29574;4.179204279505182E-5;3.8660967769684146E-5;6001;30096;
305;29671;4.179204279505182E-5;3.831862128594888E-5;6025;30195;
306;29767;4.179204279505182E-5;3.8318861788613725E-5;6042;30294;
307;29863;4.179204279505182E-5;3.8427783660831665E-5;6062;30393;
308;29960;4.179204279505182E-5;3.84899836065308E-5;6078;30492;
309;30056;4.179204279505182E-5;3.870020160944982E-5;6107;30591;
310;30151;4.179204279505182E-5;3.834598484495899E-5;6122;30690;
311;30247;4.179204279505182E-5;3.857216723611339E-5;6145;30789;
312;30343;4.181301220939956E-5;3.875090197638319E-5;6166;30888;
313;30438;4.181301220939956E-5;3.8753308005629234E-5;6185;30987;
314;30535;4.181301220939956E-5;3.900031914375279E-5;6208;31086;
315;30631;4.181301220939956E-5;3.892003880374399E-5;6231;31185;
316;30729;4.181301220939956E-5;3.887347450761793E-5;6253;31284;
317;30824;4.181301220939956E-5;3.8838698795510785E-5;6277;31383;
318;30921;4.1890080428954424E-5;3.870559326926717E-5;6304;31482;
319;31017;4.1890080428954424E-5;3.870645026967236E-5;6320;31581;
320;31114;4.252423881612519E-5;3.859966455425442E-5;6344;31680;
321;31209;4.252423881612519E-5;3.87502467547499E-5;6365;31779;
322;31305;4.252423881612519E-5;3.877578097538707E-5;6386;31878;
323;31402;4.252423881612519E-5;3.876157127527872E-5;6412;31977;
324;31498;4.252423881612519E-5;3.8557161155506756E-5;6425;32076;
325;31593;4.252423881612519E-5;3.8845737240963785E-5;6450;32175;
326;31690;4.252423881612519E-5;3.8833585965302016E-5;6472;32274;
327;31787;4.252423881612519E-5;3.885796802235268E-5;6491;32373;
328;31882;4.252423881612519E-5;3.893644419812265E-5;6512;32472;
329;31977;4.252423881612519E-5;3.896996312858135E-5;6529;32571;
330;32073;4.252423881612519E-5;3.888395395073536E-5;6550;32670;
331;32169;4.252423881612519E-5;3.884146574565218E-5;6574;32769;
332;32265;4.252423881612519E-5;3.8839210312804205E-5;6600;32868;
333;32361;4.252423881612519E-5;3.861582155071573E-5;6615;32967;
334;32457;4.252423881612519E-5;3.8630475062703654E-5;6636;33066;
335;32553;4.292582417582418E-5;3.879358779394795E-5;6662;33165;
336;32649;4.292582417582418E-5;3.902115292642156E-5;6689;33264;
337;32744;4.292582417582418E-5;3.899737292929645E-5;6710;33363;
338;32840;4.292582417582418E-5;3.9252109020536925E-5;6729;33462;
339;32935;4.292582417582418E-5;3.919906114922315E-5;6746;33561;
340;33031;4.292582417582418E-5;3.951899669813571E-5;6763;33660;
341;33127;4.292582417582418E-5;3.974405732822863E-5;6777;33759;
342;33223;4.299965600275198E-5;3.990732830188037E-5;6797;33858;
343;33320;4.299965600275198E-5;3.9827075019285824E-5;6822;33957;
344;33416;4.325259515570934E-5;3.997916637978022E-5;6838;34056;
345;33511;4.3335066736002776E-5;4.017343676586993E-5;6858;34155;
346;33607;4.3335066736002776E-5;4.016955988779869E-5;6879;34254;
347;33703;4.360718646432932E-5;4.0214104517289115E-5;6895;34353;
348;33800;4.360718646432932E-5;4.01643101505023E-5;6915;34452;
349;33895;4.360718646432932E-5;4.001243638855703E-5;6939;34551;
350;33991;4.360718646432932E-5;3.997446060615224E-5;6950;34650;
351;34087;4.360718646432932E-5;4.007768717650171E-5;6968;34749;
352;34184;4.360718646432932E-5;4.016371540296812E-5;6986;34848;
353;34280;4.360718646432932E-5;4.022029925061048E-5;7008;34947;
354;34376;4.360718646432932E-5;4.040357609362121E-5;7019;35046;
355;34473;4.3790506218251886E-5;4.048996187580001E-5;7039;35145;
356;34567;4.399084990322013E-5;4.032548780473544E-5;7053;35244;
357;34663;4.399084990322013E-5;4.032740415169202E-5;7074;35343;
358;34760;4.399084990322013E-5;4.034870800313313E-5;7098;35442;
359;34856;4.399084990322013E-5;4.054875753819364E-5;7122;35541;
360;34951;4.399084990322013E-5;4.074336934716544E-5;7143;35640;
361;35047;4.399084990322013E-5;4.068212529301698E-5;7166;35739;
362;35143;4.399084990322013E-5;4.072314438757482E-5;7187;35838;
363;35239;4.399084990322013E-5;4.0645666065215774E-5;7207;35937;
364;35334;4.399084990322013E-5;4.075653442901799E-5;7228;36036;
365;35430;4.399084990322013E-5;4.062472391920657E-5;7250;36135;
366;35527;4.399084990322013E-5;4.064332337938197E-5;7270;36234;
367;35623;4.399084990322013E-5;4.027685324346285E-5;7287;36333;
368;35719;4.399084990322013E-5;4.033548242236422E-5;7306;36432;
369;35815;4.399084990322013E-5;4.0100466836677645E-5;7330;36531;
370;35911;4.399084990322013E-5;4.029806720105316E-5;7348;36630;
371;36007;4.399084990322013E-5;4.022117934755479E-5;7362;36729;
372;36101;4.399084990322013E-5;4.003680098644085E-5;7379;36828;
373;36198;4.399084990322013E-5;4.015247137967529E-5;7393;36927;
374;36294;4.399084990322013E-5;4.0045743320192026E-5;7410;37026;
375;36391;4.399084990322013E-5;3.998158186224726E-5;7436;37125;
376;36486;4.409948844593403E-5;4.009542144819515E-5;7469;37224;
377;36582;4.409948844593403E-5;4.03962599016818E-5;7481;37323;
378;36678;4.421648390519986E-5;4.078997966044416E-5;7506;37422;
379;36775;4.421648390519986E-5;4.111799072998678E-5;7524;37521;
380;36871;4.421648390519986E-5;4.1062344242641866E-5;7552;37620;
381;36968;4.421648390519986E-5;4.075300127089499E-5;7565;37719;
382;37064;4.421648390519986E-5;4.0473064694629615E-5;7591;37818;
383;37159;4.421648390519986E-5;3.9960846626728444E-5;7611;37917;
384;37256;4.421648390519986E-5;3.97904469820314E-5;7634;38016;
385;37351;4.421648390519986E-5;4.0003331408428054E-5;7660;38115;
386;37447;4.421648390519986E-5;4.0031254033561083E-5;7684;38214;
387;37543;4.421648390519986E-5;4.013127543150373E-5;7702;38313;
388;37639;4.4444444444444447E-5;3.994240939998761E-5;7725;38412;
389;37735;4.4444444444444447E-5;4.007940182817782E-5;7740;38511;
390;37832;4.4444444444444447E-5;4.009338818225401E-5;7765;38610;
391;37928;4.4444444444444447E-5;3.998322533329645E-5;7783;38709;
392;38024;4.4444444444444447E-5;4.0137231126769794E-5;7794;38808;
393;38120;4.4444444444444447E-5;4.041721747986676E-5;7809;38907;
394;38215;4.4444444444444447E-5;4.0524149250404306E-5;7826;39006;
395;38312;4.4444444444444447E-5;4.0983863054961553E-5;7841;39105;
396;38408;4.4444444444444447E-5;4.1144735272956E-5;7854;39204;
397;38505;4.4444444444444447E-5;4.119091902090985E-5;7874;39303;
398;38600;4.4444444444444447E-5;4.111523226951065E-5;7893;39402;
399;38696;4.4444444444444447E-5;4.1136260907222626E-5;7916;39501;
400;38794;4.4452347083926033E-5;4.110924675992068E-5;7937;39600;
401;38890;4.4452347083926033E-5;4.118865247929881E-5;7961;39699;
402;38985;4.4452347083926033E-5;4.1473825620547475E-5;7980;39798;
403;39080;4.4452347083926033E-5;4.146897832663564E-5;7999;39897;
