Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1894.2707142857143;1914.3050714285712;10.071428571428571;3.535714285714286;5.571428571428571;880.2142857142857;NON_NUMERIC;NON_NUMERIC;
1846.775714285714;1865.5443214285717;10.857142857142858;3.75;13.392857142857142;1776.7142857142858;NON_NUMERIC;NON_NUMERIC;
1821.3371428571427;1839.3677142857143;11.5;3.928571428571428;22.535714285714285;2668.464285714286;NON_NUMERIC;NON_NUMERIC;
1798.1671428571426;1813.646214285714;11.071428571428571;4;32.714285714285715;3539.25;NON_NUMERIC;NON_NUMERIC;
1785.1399999999999;1805.1598928571425;10.857142857142858;4;47.785714285714285;4391.285714285715;NON_NUMERIC;NON_NUMERIC;
1769.446428571429;1791.0918214285714;11.785714285714286;4;71.28571428571429;5207.035714285715;NON_NUMERIC;NON_NUMERIC;
1758.7107142857144;1781.4474285714282;11.785714285714286;4;96.89285714285714;6015;NON_NUMERIC;NON_NUMERIC;
1750.5635714285715;1772.491357142857;11.785714285714286;4;128.46428571428572;6788.285714285715;NON_NUMERIC;NON_NUMERIC;
1749.1935714285714;1771.3580000000002;11.642857142857142;4;164.35714285714286;7538.821428571428;NON_NUMERIC;NON_NUMERIC;
1747.4257142857143;1769.9009285714287;11.857142857142858;4;205.92857142857142;8262.142857142857;NON_NUMERIC;NON_NUMERIC;
1744.1235714285715;1767.2562500000001;11.785714285714286;4;251.17857142857142;8960.142857142857;NON_NUMERIC;NON_NUMERIC;
1743.8;1765.466892857143;11.785714285714286;4;302.14285714285717;9634.32142857143;NON_NUMERIC;NON_NUMERIC;
1740.3392857142858;1762.4550714285713;11.857142857142858;4;354.85714285714283;10280.035714285714;NON_NUMERIC;NON_NUMERIC;
1737.3642857142856;1757.961;11.928571428571429;4;412.57142857142856;10912.5;NON_NUMERIC;NON_NUMERIC;
1737.06;1757.5999642857146;12;4;467.4642857142857;11525.67857142857;NON_NUMERIC;NON_NUMERIC;
1734.7435714285714;1755.1739285714286;12.214285714285714;4;525.7857142857143;12128.857142857143;NON_NUMERIC;NON_NUMERIC;
1734.1550000000002;1754.0221785714286;12;4;582.1071428571429;12723.25;NON_NUMERIC;NON_NUMERIC;
1734.1550000000002;1754.0221785714286;12;4;639.9285714285714;13294.07142857143;NON_NUMERIC;NON_NUMERIC;
1731.5057142857145;1751.898892857143;12.071428571428571;4;698.9642857142857;13862.964285714286;NON_NUMERIC;NON_NUMERIC;
1729.4935714285714;1749.5578214285713;12.214285714285714;4;757.3928571428571;14416.142857142857;NON_NUMERIC;NON_NUMERIC;
1729.4085714285713;1749.555285714286;12.285714285714286;4;817.6071428571429;14963.107142857143;NON_NUMERIC;NON_NUMERIC;
1728.7749999999996;1748.9832857142858;12.571428571428571;4;876.4642857142857;15493.25;NON_NUMERIC;NON_NUMERIC;
1728.6999999999996;1748.9611428571427;12.642857142857142;4;930.3571428571429;16030.857142857143;NON_NUMERIC;NON_NUMERIC;
1728.6999999999996;1748.9612142857143;12.571428571428571;4;985.25;16562.428571428572;NON_NUMERIC;NON_NUMERIC;
1728.6807142857142;1748.967142857143;12.642857142857142;4;1044.75;17067.964285714286;NON_NUMERIC;NON_NUMERIC;
1728.6642857142856;1748.6690357142857;12.642857142857142;4;1108.5357142857142;17557.60714285714;NON_NUMERIC;NON_NUMERIC;
1728.4742857142858;1748.6771428571428;12.642857142857142;4;1174.9285714285713;18027.714285714286;NON_NUMERIC;NON_NUMERIC;
