Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1873.27;1888.1687499999996;9.178571428571429;3.571428571428572;1;991.8214285714286;NON_NUMERIC;NON_NUMERIC;
1762.1935714285717;1785.2672499999996;11.071428571428571;4;1;1992;NON_NUMERIC;NON_NUMERIC;
1744.967142857143;1770.6012142857144;11.107142857142858;4;1;2976.3571428571427;NON_NUMERIC;NON_NUMERIC;
1717.492857142857;1740.3984642857138;10.428571428571429;4;1;3996.5;NON_NUMERIC;NON_NUMERIC;
1695.1664285714285;1720.5253571428568;10.071428571428571;4;1;4998.5;NON_NUMERIC;NON_NUMERIC;
1688.6057142857142;1715.0111071428569;10;4;1;5971.857142857143;NON_NUMERIC;NON_NUMERIC;
1684.382142857143;1710.3653571428567;10.178571428571429;4;1.035714285714286;6946;NON_NUMERIC;NON_NUMERIC;
1683.3164285714288;1708.9968928571423;10.178571428571429;4;1.035714285714286;7909.5;NON_NUMERIC;NON_NUMERIC;
1681.6300000000003;1707.6028928571425;10.035714285714286;4;1.071428571428571;8877.357142857143;NON_NUMERIC;NON_NUMERIC;
1679.757142857143;1705.7674999999995;10.428571428571429;4;1.142857142857143;9819.785714285714;NON_NUMERIC;NON_NUMERIC;
1677.4385714285715;1704.094464285714;10.607142857142858;4;1.178571428571429;10751.392857142857;NON_NUMERIC;NON_NUMERIC;
1674.7900000000004;1701.1645357142854;10.75;4;1.178571428571429;11677.964285714286;NON_NUMERIC;NON_NUMERIC;
1674.7900000000004;1701.1645357142854;10.75;4;1.25;12563.964285714286;NON_NUMERIC;NON_NUMERIC;
1673.5742857142861;1699.8518571428565;10.821428571428571;4;1.321428571428571;13452.285714285714;NON_NUMERIC;NON_NUMERIC;
1672.4335714285717;1698.5285357142852;10.75;4;1.428571428571429;14317.107142857143;NON_NUMERIC;NON_NUMERIC;
1672.4335714285717;1698.5285357142852;10.75;4;1.464285714285714;15186.607142857143;NON_NUMERIC;NON_NUMERIC;
1672.2550000000003;1698.0144642857138;10.785714285714286;4;1.464285714285714;16019.392857142857;NON_NUMERIC;NON_NUMERIC;
1671.5450000000003;1697.6472499999995;10.892857142857142;4;1.535714285714286;16849.285714285714;NON_NUMERIC;NON_NUMERIC;
1669.7150000000004;1695.9354642857138;11.035714285714286;4;1.642857142857143;17659.535714285714;NON_NUMERIC;NON_NUMERIC;
1669.364285714286;1694.9763928571422;11.178571428571429;4;1.75;18452.714285714286;NON_NUMERIC;NON_NUMERIC;
1669.211428571429;1694.8916428571422;11.178571428571429;4;1.821428571428571;19254.464285714286;NON_NUMERIC;NON_NUMERIC;
1664.622142857143;1690.272178571428;11.428571428571429;4;1.892857142857143;20029.714285714286;NON_NUMERIC;NON_NUMERIC;
1662.91;1688.596321428571;11.5;4;1.892857142857143;20794.428571428572;NON_NUMERIC;NON_NUMERIC;
1662.91;1688.596321428571;11.5;4;1.928571428571429;21538.35714285714;NON_NUMERIC;NON_NUMERIC;
1662.5271428571432;1688.2296428571424;11.535714285714286;4;1.964285714285714;22283.964285714286;NON_NUMERIC;NON_NUMERIC;
1661.7528571428572;1688.076321428571;11.535714285714286;4;2.071428571428572;23009.071428571428;NON_NUMERIC;NON_NUMERIC;
1661.737142857143;1689.0648928571425;11.821428571428571;4;2.107142857142857;23726.535714285714;NON_NUMERIC;NON_NUMERIC;
1660.805;1686.7434642857138;11.964285714285714;4;2.142857142857143;24444.571428571428;NON_NUMERIC;NON_NUMERIC;
1657.8428571428574;1683.566678571428;12.071428571428571;4;2.285714285714286;25144.285714285714;NON_NUMERIC;NON_NUMERIC;
1657.1957142857143;1682.4498571428564;12.071428571428571;4;2.321428571428572;25847.464285714286;NON_NUMERIC;NON_NUMERIC;
1656.1657142857143;1680.9627142857137;12.071428571428571;4;2.392857142857143;26552.214285714286;NON_NUMERIC;NON_NUMERIC;
1656.16;1680.9983571428565;12.142857142857142;4;2.464285714285714;27246.928571428572;NON_NUMERIC;NON_NUMERIC;
1655.872142857143;1681.022678571428;12.214285714285714;4;2.571428571428572;27962.25;NON_NUMERIC;NON_NUMERIC;
1655.872142857143;1681.022678571428;12.214285714285714;4;2.571428571428572;28668.571428571428;NON_NUMERIC;NON_NUMERIC;
1655.872142857143;1681.022678571428;12.214285714285714;4;2.678571428571428;29363.464285714286;NON_NUMERIC;NON_NUMERIC;
1655.5878571428573;1680.3422857142853;12.25;4;2.714285714285714;30069.714285714286;NON_NUMERIC;NON_NUMERIC;
1655.5878571428573;1680.3422857142853;12.25;4;2.785714285714286;30779.571428571428;NON_NUMERIC;NON_NUMERIC;
1655.5878571428573;1680.3422857142853;12.25;4;2.821428571428572;31488.10714285714;NON_NUMERIC;NON_NUMERIC;
1655.5878571428573;1680.3422857142853;12.25;4;2.892857142857143;32193.85714285714;NON_NUMERIC;NON_NUMERIC;
1652.3828571428571;1677.2259999999999;12.392857142857142;4;2.892857142857143;32903.892857142855;NON_NUMERIC;NON_NUMERIC;
1651.452142857143;1675.9362857142855;12.392857142857142;4;2.892857142857143;33631.857142857145;NON_NUMERIC;NON_NUMERIC;
1651.452142857143;1675.9362857142855;12.392857142857142;4;2.964285714285714;34338.42857142857;NON_NUMERIC;NON_NUMERIC;
1651.452142857143;1675.9362857142855;12.392857142857142;4;3.035714285714286;35058.392857142855;NON_NUMERIC;NON_NUMERIC;
1651.452142857143;1675.9362857142855;12.392857142857142;4;3.107142857142857;35781.03571428572;NON_NUMERIC;NON_NUMERIC;
1650.705;1674.9160357142853;12.428571428571429;4;3.214285714285714;36464.07142857143;NON_NUMERIC;NON_NUMERIC;
1648.3614285714286;1671.6574642857138;12.285714285714286;4;3.25;37147.53571428572;NON_NUMERIC;NON_NUMERIC;
1648.3557142857142;1671.6931071428567;12.357142857142858;4;3.285714285714286;37840.57142857143;NON_NUMERIC;NON_NUMERIC;
1646.6435714285715;1670.0172499999994;12.428571428571429;4;3.357142857142857;38512.03571428572;NON_NUMERIC;NON_NUMERIC;
1646.6378571428572;1670.0528928571423;12.5;4;3.357142857142857;39208.92857142857;NON_NUMERIC;NON_NUMERIC;
1646.6378571428572;1670.0528928571423;12.5;4;3.464285714285714;39907;NON_NUMERIC;NON_NUMERIC;
1645.722857142857;1669.567571428571;12.5;4;3.5;40641.07142857143;NON_NUMERIC;NON_NUMERIC;
1645.717142857143;1669.6029999999994;12.571428571428571;4;3.607142857142857;41348.142857142855;NON_NUMERIC;NON_NUMERIC;
1645.717142857143;1669.6029999999994;12.571428571428571;4;3.678571428571428;42027.28571428572;NON_NUMERIC;NON_NUMERIC;
1645.717142857143;1669.6029999999994;12.571428571428571;4;3.75;42755.17857142857;NON_NUMERIC;NON_NUMERIC;
1644.7864285714284;1668.313285714285;12.571428571428571;4;3.892857142857143;43455.28571428572;NON_NUMERIC;NON_NUMERIC;
1644.412142857143;1667.2523928571425;12.535714285714286;4;3.928571428571428;44150.53571428572;NON_NUMERIC;NON_NUMERIC;
1640.9335714285714;1663.063928571428;12.642857142857142;4;3.964285714285714;44873.07142857143;NON_NUMERIC;NON_NUMERIC;
1639.5614285714287;1661.623821428571;12.75;4;4;45591.57142857143;NON_NUMERIC;NON_NUMERIC;
1639.5614285714287;1661.623821428571;12.678571428571429;4;4.035714285714286;46279.607142857145;NON_NUMERIC;NON_NUMERIC;
1639.5614285714287;1661.623821428571;12.678571428571429;4;4.142857142857143;47002.07142857143;NON_NUMERIC;NON_NUMERIC;
