Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1897.26;1938.419;9;4;1;1042;((Math.min((instancia.d[tarea]*0.9),(Math.max(intervalo.inicio,promedioDuraciones()))))/instancia.d[tarea]);/ Math.min instancia.d[tarea] * Math.max null null instancia.d[tarea] 0.9 intervalo.inicio promedioDuraciones() null null null null ;
1770.82;1787.422;15;4;1;2027;((Math.min((instancia.d[tarea]*0.9),(Math.max(intervalo.inicio,promedioDuraciones()))))/((instancia.d[tarea]+intervalo.inicio)*(instancia.d[tarea]+instancia.p[tarea])));/ Math.min * * Math.max + + instancia.d[tarea] 0.9 intervalo.inicio promedioDuraciones() instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] ;
1770.82;1787.422;15;4;1;2970;((Math.min((instancia.d[tarea]*0.9),(Math.max(intervalo.inicio,promedioDuraciones()))))/((instancia.d[tarea]+intervalo.inicio)*(instancia.d[tarea]+instancia.p[tarea])));/ Math.min * * Math.max + + instancia.d[tarea] 0.9 intervalo.inicio promedioDuraciones() instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] ;
1703.06;1715.447;11;4;1;4032;((Math.min(instancia.d[tarea],promedioDuraciones()))/(Math.max((instancia.p[tarea]*0.5),(instancia.d[tarea]-intervalo.inicio))));/ Math.min Math.max instancia.d[tarea] promedioDuraciones() * - null null null null instancia.p[tarea] 0.5 instancia.d[tarea] intervalo.inicio ;
1631.24;1647.89;11;4;1;5026;((promedioDuraciones()+instancia.p[tarea])/(Math.max((instancia.p[tarea]*0.9),(instancia.d[tarea]-intervalo.inicio))));/ + Math.max promedioDuraciones() instancia.p[tarea] * - null null null null instancia.p[tarea] 0.9 instancia.d[tarea] intervalo.inicio ;
1616.54;1642.709;15;4;1;5984;(((promedioDuraciones()/0.9)+(Math.min(intervalo.inicio,instancia.p[tarea])))/(Math.max((instancia.p[tarea]*0.9),(instancia.d[tarea]-intervalo.inicio))));/ + Math.max / Math.min * - promedioDuraciones() 0.9 intervalo.inicio instancia.p[tarea] instancia.p[tarea] 0.9 instancia.d[tarea] intervalo.inicio ;
1616.54;1642.709;15;4;1;6981;(((promedioDuraciones()/0.9)+(Math.min(intervalo.inicio,instancia.p[tarea])))/(Math.max((instancia.p[tarea]*0.9),(instancia.d[tarea]-intervalo.inicio))));/ + Math.max / Math.min * - promedioDuraciones() 0.9 intervalo.inicio instancia.p[tarea] instancia.p[tarea] 0.9 instancia.d[tarea] intervalo.inicio ;
1616.54;1642.709;15;4;1;7962;(((promedioDuraciones()/0.9)+(Math.min(intervalo.inicio,instancia.p[tarea])))/(Math.max((instancia.p[tarea]*0.9),(instancia.d[tarea]-intervalo.inicio))));/ + Math.max / Math.min * - promedioDuraciones() 0.9 intervalo.inicio instancia.p[tarea] instancia.p[tarea] 0.9 instancia.d[tarea] intervalo.inicio ;
1616.54;1642.709;15;4;1;9003;(((promedioDuraciones()/0.9)+(Math.min(intervalo.inicio,instancia.p[tarea])))/(Math.max((instancia.p[tarea]*0.9),(instancia.d[tarea]-intervalo.inicio))));/ + Math.max / Math.min * - promedioDuraciones() 0.9 intervalo.inicio instancia.p[tarea] instancia.p[tarea] 0.9 instancia.d[tarea] intervalo.inicio ;
1616.54;1642.709;15;4;1;10041;(((promedioDuraciones()/0.9)+(Math.min(intervalo.inicio,instancia.p[tarea])))/(Math.max((instancia.p[tarea]*0.9),(instancia.d[tarea]-intervalo.inicio))));/ + Math.max / Math.min * - promedioDuraciones() 0.9 intervalo.inicio instancia.p[tarea] instancia.p[tarea] 0.9 instancia.d[tarea] intervalo.inicio ;
