Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1916.02;1940.248;7;3;6;895;((instancia.p[tarea]/instancia.d[tarea])/(Math.min(instancia.d[tarea],instancia.p[tarea])));/ / Math.min instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] null null null null null null null null ;
1879.86;1894.017;7;4;14;1807;(0.3/((instancia.d[tarea]+instancia.p[tarea])+instancia.d[tarea]));/ 0.3 + null null + instancia.d[tarea] null null null null instancia.d[tarea] instancia.p[tarea] null null ;
1879.86;1894.017;7;4;25;2715;(0.3/((instancia.d[tarea]+instancia.p[tarea])+instancia.d[tarea]));/ 0.3 + null null + instancia.d[tarea] null null null null instancia.d[tarea] instancia.p[tarea] null null ;
1844.4;1860.138;15;4;38;3571;(((intervalo.inicio/instancia.d[tarea])*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(Math.min(promedioDuraciones(),intervalo.inicio))));/ * * / Math.min + Math.min intervalo.inicio instancia.d[tarea] instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1844.4;1860.138;15;4;47;4384;(((intervalo.inicio/instancia.d[tarea])*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(Math.min(promedioDuraciones(),intervalo.inicio))));/ * * / Math.min + Math.min intervalo.inicio instancia.d[tarea] instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1844.4;1860.138;15;4;62;5172;(((intervalo.inicio/instancia.d[tarea])*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(Math.min(promedioDuraciones(),intervalo.inicio))));/ * * / Math.min + Math.min intervalo.inicio instancia.d[tarea] instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1844.4;1860.138;15;4;82;5926;(((intervalo.inicio/instancia.d[tarea])*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(Math.min(promedioDuraciones(),intervalo.inicio))));/ * * / Math.min + Math.min intervalo.inicio instancia.d[tarea] instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1843.86;1859.991;15;4;107;6669;(((intervalo.inicio/intervalo.inicio)*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(instancia.d[tarea]/intervalo.inicio)));/ * * / Math.min + / intervalo.inicio intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] intervalo.inicio ;
1823.46;1827.105;15;4;130;7416;(((intervalo.inicio/intervalo.inicio)*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(instancia.d[tarea]+intervalo.inicio)));/ * * / Math.min + + intervalo.inicio intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] intervalo.inicio ;
1823.46;1827.105;15;4;161;8116;(((intervalo.inicio/intervalo.inicio)*(Math.min(instancia.d[tarea],intervalo.inicio)))/((instancia.p[tarea]+instancia.d[tarea])*(instancia.d[tarea]+intervalo.inicio)));/ * * / Math.min + + intervalo.inicio intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] intervalo.inicio ;
