Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1908.72;1924.883;9;4;6;885;(intervalo.inicio-((instancia.p[tarea]+instancia.p[tarea])+(instancia.d[tarea]/0.3)));- intervalo.inicio + null null + / null null null null instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] 0.3 ;
1773.06;1803.321;9;4;14;1784;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*0.4));/ - * + instancia.d[tarea] instancia.p[tarea] 0.4 promedioDuraciones() intervalo.inicio null null null null null null ;
1773.06;1803.321;9;4;24;2700;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*0.4));/ - * + instancia.d[tarea] instancia.p[tarea] 0.4 promedioDuraciones() intervalo.inicio null null null null null null ;
1771.78;1786.82;11;4;34;3627;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(promedioDuraciones()+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null promedioDuraciones() instancia.p[tarea] ;
1771.78;1786.82;11;4;45;4536;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(promedioDuraciones()+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null promedioDuraciones() instancia.p[tarea] ;
1755.62;1794.845;11;4;64;5391;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;104;6134;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;172;6765;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;264;7304;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;377;7761;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;501;8155;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;648;8470;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;788;8793;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1755.62;1794.845;11;4;940;9074;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/(instancia.p[tarea]*(intervalo.inicio+instancia.p[tarea])));/ - * + instancia.d[tarea] instancia.p[tarea] + promedioDuraciones() intervalo.inicio null null null null intervalo.inicio instancia.p[tarea] ;
1747.96;1783.347;9;4;1010;9690;(((intervalo.inicio+promedioDuraciones())-instancia.d[tarea])/(instancia.p[tarea]/instancia.d[tarea]));/ - / + instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio promedioDuraciones() null null null null null null ;
1747.96;1783.347;9;4;1080;10349;(((intervalo.inicio+promedioDuraciones())-instancia.d[tarea])/(instancia.p[tarea]/instancia.d[tarea]));/ - / + instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio promedioDuraciones() null null null null null null ;
1740.18;1756.369;13;4;1137;11000;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1163;11680;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1198;12348;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1247;12943;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1304;13506;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1366;14029;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1429;14548;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1503;15024;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1580;15471;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1664;15891;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1747;16306;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1839;16693;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;1933;17059;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2026;17416;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2125;17758;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2219;18115;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2320;18441;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2419;18775;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2524;19098;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2621;19443;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1740.18;1756.369;13;4;2738;19719;(((promedioDuraciones()+intervalo.inicio)-instancia.d[tarea])/((instancia.p[tarea]/instancia.d[tarea])/(instancia.d[tarea]/instancia.p[tarea])));/ - / + instancia.d[tarea] / / promedioDuraciones() intervalo.inicio null null instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
