Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1868.44;1895.558;9;4;1;952;((instancia.d[tarea]-(instancia.p[tarea]-instancia.d[tarea]))/(instancia.d[tarea]*instancia.d[tarea]));/ - * instancia.d[tarea] - instancia.d[tarea] instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] null null null null ;
1795.22;1824.197;13;4;1;1938;(((instancia.p[tarea]*0.8)-(instancia.p[tarea]-instancia.d[tarea]))/((Math.max(instancia.d[tarea],intervalo.inicio))*instancia.d[tarea]));/ - * * - Math.max instancia.d[tarea] instancia.p[tarea] 0.8 instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] intervalo.inicio null null ;
1786.52;1820.088;13;4;1;2895;(((instancia.d[tarea]/0.3)-(instancia.p[tarea]-instancia.d[tarea]))/((Math.max(instancia.d[tarea],intervalo.inicio))*instancia.d[tarea]));/ - * / - Math.max instancia.d[tarea] instancia.d[tarea] 0.3 instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] intervalo.inicio null null ;
1771.78;1770.376;7;4;1;3931;(promedioDuraciones()/(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null instancia.d[tarea] + null null null null null null intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;4888;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;5794;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;6744;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;7662;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;8545;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;9357;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1659.62;1689.818;12;4;1;10175;(((intervalo.inicio/0.5)+instancia.p[tarea])*(Math.min((-(intervalo.inicio)),(instancia.p[tarea]-instancia.d[tarea]))));* + Math.min / instancia.p[tarea] - - intervalo.inicio 0.5 null null intervalo.inicio null instancia.p[tarea] instancia.d[tarea] ;
