Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1914.6;1940.061;7;3;1;864;((instancia.p[tarea]/instancia.d[tarea])*(0.4/instancia.p[tarea]));* / / instancia.p[tarea] instancia.d[tarea] 0.4 instancia.p[tarea] null null null null null null null null ;
1805.6;1838.388;11;4;1;1765;(((intervalo.inicio/0.8)-instancia.d[tarea])*(promedioDuraciones()/(Math.min(instancia.p[tarea],promedioDuraciones()))));* - / / instancia.d[tarea] promedioDuraciones() Math.min intervalo.inicio 0.8 null null null null instancia.p[tarea] promedioDuraciones() ;
1742.16;1775.891;11;4;1;2670;(((intervalo.inicio/0.8)-instancia.d[tarea])*(instancia.d[tarea]/(instancia.p[tarea]/instancia.d[tarea])));* - / / instancia.d[tarea] instancia.d[tarea] / intervalo.inicio 0.8 null null null null instancia.p[tarea] instancia.d[tarea] ;
1733.2;1778.731;13;4;1;3625;(((intervalo.inicio/0.8)-(Math.max(instancia.d[tarea],intervalo.inicio)))*((Math.max(instancia.d[tarea],intervalo.inicio))/instancia.p[tarea]));* - / / Math.max Math.max instancia.p[tarea] intervalo.inicio 0.8 instancia.d[tarea] intervalo.inicio instancia.d[tarea] intervalo.inicio null null ;
1733.2;1778.731;13;4;1;4481;(((intervalo.inicio/0.8)-(Math.max(instancia.d[tarea],intervalo.inicio)))*((Math.max(instancia.d[tarea],intervalo.inicio))/instancia.p[tarea]));* - / / Math.max Math.max instancia.p[tarea] intervalo.inicio 0.8 instancia.d[tarea] intervalo.inicio instancia.d[tarea] intervalo.inicio null null ;
1733.2;1778.731;13;4;1;5232;(((intervalo.inicio/0.8)-(Math.max(instancia.d[tarea],intervalo.inicio)))*((Math.max(instancia.d[tarea],intervalo.inicio))/instancia.p[tarea]));* - / / Math.max Math.max instancia.p[tarea] intervalo.inicio 0.8 instancia.d[tarea] intervalo.inicio instancia.d[tarea] intervalo.inicio null null ;
1679.66;1718.782;11;4;1;6086;(Math.min(((intervalo.inicio-instancia.d[tarea])+(instancia.p[tarea]*0.8)),(promedioDuraciones()-instancia.p[tarea])));Math.min + - - * promedioDuraciones() instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.8 null null null null ;
1679.66;1718.782;11;4;1;6946;(Math.min(((intervalo.inicio-instancia.d[tarea])+(instancia.p[tarea]*0.8)),(promedioDuraciones()-instancia.p[tarea])));Math.min + - - * promedioDuraciones() instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.8 null null null null ;
1679.66;1718.782;11;4;1;7865;(Math.min(((intervalo.inicio-instancia.d[tarea])+(instancia.p[tarea]*0.8)),(promedioDuraciones()-instancia.p[tarea])));Math.min + - - * promedioDuraciones() instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.8 null null null null ;
1679.66;1718.782;11;4;1;8724;(Math.min(((intervalo.inicio-instancia.d[tarea])+(instancia.p[tarea]*0.8)),(promedioDuraciones()-instancia.p[tarea])));Math.min + - - * promedioDuraciones() instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.8 null null null null ;
