Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1921.42;1939.463;5;3;6;895;((Math.min(promedioDuraciones(),instancia.d[tarea]))/instancia.d[tarea]);/ Math.min instancia.d[tarea] promedioDuraciones() instancia.d[tarea] null null null null null null null null null null ;
1713.02;1723.085;11;4;14;1803;(((Math.max(promedioDuraciones(),promedioDuraciones()))/instancia.d[tarea])/(Math.max((instancia.d[tarea]-intervalo.inicio),instancia.p[tarea])));/ / Math.max Math.max instancia.d[tarea] - instancia.p[tarea] promedioDuraciones() promedioDuraciones() null null instancia.d[tarea] intervalo.inicio null null ;
1713.02;1723.085;11;4;24;2680;(((Math.max(promedioDuraciones(),promedioDuraciones()))/instancia.d[tarea])/(Math.max((instancia.d[tarea]-intervalo.inicio),instancia.p[tarea])));/ / Math.max Math.max instancia.d[tarea] - instancia.p[tarea] promedioDuraciones() promedioDuraciones() null null instancia.d[tarea] intervalo.inicio null null ;
1713.02;1723.085;9;4;34;3540;((promedioDuraciones()/instancia.d[tarea])/(Math.max((instancia.d[tarea]-intervalo.inicio),instancia.p[tarea])));/ / Math.max promedioDuraciones() instancia.d[tarea] - instancia.p[tarea] null null null null instancia.d[tarea] intervalo.inicio null null ;
1713.02;1723.085;9;4;44;4346;((promedioDuraciones()/instancia.d[tarea])/(Math.max((instancia.d[tarea]-intervalo.inicio),instancia.p[tarea])));/ / Math.max promedioDuraciones() instancia.d[tarea] - instancia.p[tarea] null null null null instancia.d[tarea] intervalo.inicio null null ;
1648.08;1659.036;11;4;57;5167;((promedioDuraciones()+(instancia.p[tarea]+intervalo.inicio))/(Math.max((instancia.p[tarea]+intervalo.inicio),instancia.d[tarea])));/ + Math.max promedioDuraciones() + + instancia.d[tarea] null null instancia.p[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio null null ;
1648.08;1659.036;11;4;70;5986;((promedioDuraciones()+(instancia.p[tarea]+intervalo.inicio))/(Math.max((instancia.p[tarea]+intervalo.inicio),instancia.d[tarea])));/ + Math.max promedioDuraciones() + + instancia.d[tarea] null null instancia.p[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio null null ;
1648.08;1659.036;11;4;87;6784;((promedioDuraciones()+(instancia.p[tarea]+intervalo.inicio))/(Math.max((instancia.p[tarea]+intervalo.inicio),instancia.d[tarea])));/ + Math.max promedioDuraciones() + + instancia.d[tarea] null null instancia.p[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio null null ;
1648.08;1659.036;11;4;120;7529;((promedioDuraciones()+(instancia.p[tarea]+intervalo.inicio))/(Math.max((instancia.p[tarea]+intervalo.inicio),instancia.d[tarea])));/ + Math.max promedioDuraciones() + + instancia.d[tarea] null null instancia.p[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio null null ;
1648.08;1659.036;11;4;173;8200;((promedioDuraciones()+(instancia.p[tarea]+intervalo.inicio))/(Math.max((instancia.p[tarea]+intervalo.inicio),instancia.d[tarea])));/ + Math.max promedioDuraciones() + + instancia.d[tarea] null null instancia.p[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio null null ;
1648.08;1659.036;11;4;237;8808;((promedioDuraciones()+(instancia.p[tarea]+intervalo.inicio))/(Math.max((instancia.p[tarea]+intervalo.inicio),instancia.d[tarea])));/ + Math.max promedioDuraciones() + + instancia.d[tarea] null null instancia.p[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio null null ;
