Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1909.74;1915.422;15;4;1;931;((Math.max((instancia.d[tarea]+instancia.d[tarea]),(instancia.d[tarea]/0.6)))/((instancia.d[tarea]*instancia.d[tarea])+(instancia.d[tarea]*instancia.p[tarea])));/ Math.max + + / * * instancia.d[tarea] instancia.d[tarea] instancia.d[tarea] 0.6 instancia.d[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1809.8;1839.528;15;4;1;1828;((Math.min((instancia.d[tarea]+instancia.p[tarea]),(intervalo.inicio+instancia.d[tarea])))*((instancia.d[tarea]*0.7)-(Math.max(instancia.d[tarea],intervalo.inicio))));* Math.min - + + * Math.max instancia.d[tarea] instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.d[tarea] 0.7 instancia.d[tarea] intervalo.inicio ;
1809.8;1839.528;15;4;1;2757;((Math.min((instancia.d[tarea]+instancia.p[tarea]),(intervalo.inicio+instancia.d[tarea])))*((instancia.d[tarea]*0.7)-(Math.max(instancia.d[tarea],intervalo.inicio))));* Math.min - + + * Math.max instancia.d[tarea] instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.d[tarea] 0.7 instancia.d[tarea] intervalo.inicio ;
1809.8;1839.528;15;4;1;3822;((Math.min((instancia.d[tarea]+instancia.p[tarea]),(intervalo.inicio+instancia.d[tarea])))*((instancia.d[tarea]*0.7)-(Math.max(instancia.d[tarea],intervalo.inicio))));* Math.min - + + * Math.max instancia.d[tarea] instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.d[tarea] 0.7 instancia.d[tarea] intervalo.inicio ;
1698.76;1724.066;9;4;1;4834;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;5888;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;2;6828;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;2;7703;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;2;8608;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;2;9627;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
