Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1894.66;1894.717;7;3;6;913;((promedioDuraciones()/instancia.d[tarea])/(instancia.p[tarea]+instancia.d[tarea]));/ / + promedioDuraciones() instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] null null null null null null null null ;
1703.78;1737.711;9;4;14;1831;(Math.min(((0.6*promedioDuraciones())-instancia.p[tarea]),(intervalo.inicio-instancia.d[tarea])));Math.min - - * instancia.p[tarea] intervalo.inicio instancia.d[tarea] 0.6 promedioDuraciones() null null null null null null ;
1703.78;1737.711;9;4;23;2714;(Math.min(((0.6*promedioDuraciones())-instancia.p[tarea]),(intervalo.inicio-instancia.d[tarea])));Math.min - - * instancia.p[tarea] intervalo.inicio instancia.d[tarea] 0.6 promedioDuraciones() null null null null null null ;
1703.78;1737.711;9;4;31;3613;(Math.min(((0.6*promedioDuraciones())-instancia.p[tarea]),(intervalo.inicio-instancia.d[tarea])));Math.min - - * instancia.p[tarea] intervalo.inicio instancia.d[tarea] 0.6 promedioDuraciones() null null null null null null ;
1695.6;1718.579;11;4;40;4512;(Math.min(((0.1*promedioDuraciones())-(0.9*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 promedioDuraciones() 0.9 instancia.p[tarea] null null null null ;
1684.22;1707.787;11;4;50;5404;(Math.min(((0.1*promedioDuraciones())-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 promedioDuraciones() 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;61;6290;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;75;7166;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;88;8056;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;104;8917;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;124;9753;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;142;10567;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;162;11367;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;187;12152;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;212;12890;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;242;13622;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;276;14297;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;314;14950;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;357;15573;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;391;16219;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;431;16845;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;465;17452;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;502;18080;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;536;18662;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;565;19269;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;601;19856;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;641;20406;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;674;20973;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;710;21536;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;747;22102;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;783;22666;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;825;23206;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;860;23770;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.477;11;4;900;24331;(Math.min(((0.1*instancia.p[tarea])-(0.8*instancia.p[tarea])),(intervalo.inicio-instancia.d[tarea])));Math.min - - * * intervalo.inicio instancia.d[tarea] 0.1 instancia.p[tarea] 0.8 instancia.p[tarea] null null null null ;
1673.14;1710.235;9;4;932;24919;(Math.min(((0.1-0.8)*instancia.p[tarea]),(intervalo.inicio-instancia.d[tarea])));Math.min * - - instancia.p[tarea] intervalo.inicio instancia.d[tarea] 0.1 0.8 null null null null null null ;
1673.14;1710.235;9;4;968;25488;(Math.min(((0.1-0.8)*instancia.p[tarea]),(intervalo.inicio-instancia.d[tarea])));Math.min * - - instancia.p[tarea] intervalo.inicio instancia.d[tarea] 0.1 0.8 null null null null null null ;
1673.14;1710.235;9;4;993;26121;(Math.min(((0.1-0.8)*instancia.p[tarea]),(intervalo.inicio-instancia.d[tarea])));Math.min * - - instancia.p[tarea] intervalo.inicio instancia.d[tarea] 0.1 0.8 null null null null null null ;
