Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1894.66;1894.697;15;4;1;813;(((0.2/promedioDuraciones())/(instancia.d[tarea]+instancia.p[tarea]))/((Math.max(promedioDuraciones(),promedioDuraciones()))*(Math.max(instancia.d[tarea],instancia.p[tarea]))));/ / * / + Math.max Math.max 0.2 promedioDuraciones() instancia.d[tarea] instancia.p[tarea] promedioDuraciones() promedioDuraciones() instancia.d[tarea] instancia.p[tarea] ;
1846.48;1860.799;11;4;1;1622;(((0.2/promedioDuraciones())/(instancia.d[tarea]+instancia.p[tarea]))/(Math.max(instancia.d[tarea],intervalo.inicio)));/ / Math.max / + instancia.d[tarea] intervalo.inicio 0.2 promedioDuraciones() instancia.d[tarea] instancia.p[tarea] null null null null ;
1752.3;1779.681;11;4;1;2555;((promedioDuraciones()/(instancia.d[tarea]+instancia.p[tarea]))/(Math.max((instancia.d[tarea]-instancia.p[tarea]),intervalo.inicio)));/ / Math.max promedioDuraciones() + - intervalo.inicio null null instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] null null ;
1680.5;1716.457;13;4;1;3470;(((instancia.d[tarea]+intervalo.inicio)/(instancia.d[tarea]+instancia.p[tarea]))/(Math.max((instancia.d[tarea]-instancia.p[tarea]),intervalo.inicio)));/ / Math.max + + - intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] null null ;
1680.5;1716.457;13;4;1;4445;(((instancia.d[tarea]+intervalo.inicio)/(instancia.d[tarea]+instancia.p[tarea]))/(Math.max((instancia.d[tarea]-instancia.p[tarea]),intervalo.inicio)));/ / Math.max + + - intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] null null ;
1680.5;1716.457;13;4;1;5489;(((instancia.d[tarea]+intervalo.inicio)/(instancia.d[tarea]+instancia.p[tarea]))/(Math.max((instancia.d[tarea]-instancia.p[tarea]),intervalo.inicio)));/ / Math.max + + - intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] null null ;
1680.5;1716.457;13;4;1;6540;(((instancia.d[tarea]+intervalo.inicio)/(instancia.d[tarea]+instancia.p[tarea]))/(Math.max((instancia.d[tarea]-instancia.p[tarea]),intervalo.inicio)));/ / Math.max + + - intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] null null ;
1650.66;1678.14;13;4;1;7531;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;1;8425;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;1;9255;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;1;10123;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;1;10991;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;1;11903;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;2;12725;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;2;13499;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;2;14294;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;2;15059;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;3;15787;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;3;16477;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;3;17148;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;3;17866;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
1650.66;1678.14;13;4;3;18559;(Math.min(((intervalo.inicio/0.5)-(Math.max(instancia.d[tarea],promedioDuraciones()))),(intervalo.inicio-(instancia.p[tarea]*0.7))));Math.min - - / Math.max intervalo.inicio * intervalo.inicio 0.5 instancia.d[tarea] promedioDuraciones() null null instancia.p[tarea] 0.7 ;
