Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1901.48;1917.369;15;4;5;875;(Math.min((Math.min((promedioDuraciones()-instancia.p[tarea]),(Math.min(instancia.p[tarea],instancia.d[tarea])))),((intervalo.inicio-instancia.d[tarea])-(Math.min(intervalo.inicio,instancia.p[tarea])))));Math.min Math.min - - Math.min - Math.min promedioDuraciones() instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.p[tarea] ;
1848.5;1887.122;13;4;13;1758;(((intervalo.inicio/0.7)/(promedioDuraciones()*instancia.p[tarea]))-(instancia.d[tarea]/(promedioDuraciones()*instancia.p[tarea])));- / / / * instancia.d[tarea] * intervalo.inicio 0.7 promedioDuraciones() instancia.p[tarea] null null promedioDuraciones() instancia.p[tarea] ;
1795.62;1829.422;11;4;21;2608;(Math.min((Math.min((promedioDuraciones()-instancia.p[tarea]),(Math.min(instancia.p[tarea],promedioDuraciones())))),(intervalo.inicio-instancia.d[tarea])));Math.min Math.min - - Math.min intervalo.inicio instancia.d[tarea] promedioDuraciones() instancia.p[tarea] instancia.p[tarea] promedioDuraciones() null null null null ;
1757.1;1792.107;15;4;28;3437;(((instancia.d[tarea]/0.4)/(promedioDuraciones()*instancia.p[tarea]))*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + / * - / instancia.d[tarea] 0.4 promedioDuraciones() instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
1757.1;1792.107;13;4;35;4257;((instancia.d[tarea]/(promedioDuraciones()*instancia.p[tarea]))*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + instancia.d[tarea] * - / null null promedioDuraciones() instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
1757.1;1792.107;13;4;44;5061;((instancia.d[tarea]/(promedioDuraciones()*instancia.p[tarea]))*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + instancia.d[tarea] * - / null null promedioDuraciones() instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
1757.1;1792.107;13;4;53;5888;((instancia.d[tarea]/(promedioDuraciones()*instancia.p[tarea]))*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + instancia.d[tarea] * - / null null promedioDuraciones() instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
1757.1;1792.107;13;4;62;6691;((instancia.d[tarea]/(promedioDuraciones()*instancia.p[tarea]))*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + instancia.d[tarea] * - / null null promedioDuraciones() instancia.p[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
1757.1;1791.972;11;4;71;7506;((instancia.d[tarea]/instancia.p[tarea])*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + instancia.d[tarea] instancia.p[tarea] - / null null null null instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
1757.1;1791.972;11;4;79;8284;((instancia.d[tarea]/instancia.p[tarea])*((instancia.p[tarea]-instancia.d[tarea])+(intervalo.inicio/0.8)));* / + instancia.d[tarea] instancia.p[tarea] - / null null null null instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.8 ;
