Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1893.8;1894.911;15;4;6;899;(((intervalo.inicio/intervalo.inicio)/(Math.max(instancia.d[tarea],promedioDuraciones())))/((instancia.d[tarea]+instancia.p[tarea])/(0.3*0.1)));/ / / / Math.max + * intervalo.inicio intervalo.inicio instancia.d[tarea] promedioDuraciones() instancia.d[tarea] instancia.p[tarea] 0.3 0.1 ;
1815.6;1840.9;15;4;14;1817;(((intervalo.inicio/0.4)+(Math.min(intervalo.inicio,instancia.d[tarea])))-((instancia.p[tarea]*0.1)+(intervalo.inicio+instancia.d[tarea])));- + + / Math.min * + intervalo.inicio 0.4 intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.1 intervalo.inicio instancia.d[tarea] ;
1815.6;1840.9;15;4;23;2737;(((intervalo.inicio/0.4)+(Math.min(intervalo.inicio,instancia.d[tarea])))-((instancia.p[tarea]*0.1)+(intervalo.inicio+instancia.d[tarea])));- + + / Math.min * + intervalo.inicio 0.4 intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.1 intervalo.inicio instancia.d[tarea] ;
1795.62;1829.746;11;4;33;3667;((intervalo.inicio-promedioDuraciones())-(Math.max((promedioDuraciones()+instancia.d[tarea]),(instancia.p[tarea]+intervalo.inicio))));- - Math.max intervalo.inicio promedioDuraciones() + + null null null null promedioDuraciones() instancia.d[tarea] instancia.p[tarea] intervalo.inicio ;
1793.98;1818.277;11;4;42;4577;((intervalo.inicio+(Math.min(intervalo.inicio,instancia.d[tarea])))-((instancia.p[tarea]*0.5)+instancia.d[tarea]));- + + intervalo.inicio Math.min * instancia.d[tarea] null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.5 null null ;
1785.64;1816.119;11;4;51;5479;((intervalo.inicio+(Math.min(intervalo.inicio,instancia.d[tarea])))-((instancia.p[tarea]*0.4)+instancia.d[tarea]));- + + intervalo.inicio Math.min * instancia.d[tarea] null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 null null ;
1677.74;1686.237;13;4;61;6381;(((instancia.p[tarea]*0.5)-promedioDuraciones())-(Math.max((Math.max(instancia.d[tarea],instancia.d[tarea])),(instancia.p[tarea]+intervalo.inicio))));- - Math.max * promedioDuraciones() Math.max + instancia.p[tarea] 0.5 null null instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] intervalo.inicio ;
1677.74;1686.237;13;4;71;7269;(((instancia.p[tarea]*0.5)-promedioDuraciones())-(Math.max((Math.max(instancia.d[tarea],instancia.d[tarea])),(instancia.p[tarea]+intervalo.inicio))));- - Math.max * promedioDuraciones() Math.max + instancia.p[tarea] 0.5 null null instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] intervalo.inicio ;
1677.74;1686.237;11;4;80;8182;((instancia.p[tarea]*0.5)-(Math.max((Math.max(intervalo.inicio,instancia.d[tarea])),(intervalo.inicio+instancia.p[tarea]))));- * Math.max instancia.p[tarea] 0.5 Math.max + null null null null intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.p[tarea] ;
1675.76;1680.778;13;4;91;9052;(((instancia.p[tarea]*0.6)-promedioDuraciones())-(Math.max((Math.max(instancia.d[tarea],instancia.d[tarea])),(instancia.p[tarea]+intervalo.inicio))));- - Math.max * promedioDuraciones() Math.max + instancia.p[tarea] 0.6 null null instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] intervalo.inicio ;
