Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1871.3;1900.001;15;4;6;881;(((Math.max(instancia.p[tarea],instancia.d[tarea]))+(instancia.d[tarea]-instancia.p[tarea]))/((Math.max(promedioDuraciones(),instancia.d[tarea]))*(instancia.d[tarea]*promedioDuraciones())));/ + * Math.max - Math.max * instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] promedioDuraciones() instancia.d[tarea] instancia.d[tarea] promedioDuraciones() ;
1871.3;1900.001;15;4;13;1763;(((Math.max(instancia.p[tarea],instancia.d[tarea]))+(instancia.d[tarea]-instancia.p[tarea]))/((Math.max(promedioDuraciones(),instancia.d[tarea]))*(instancia.d[tarea]*promedioDuraciones())));/ + * Math.max - Math.max * instancia.p[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] promedioDuraciones() instancia.d[tarea] instancia.d[tarea] promedioDuraciones() ;
1835.34;1852.724;13;4;23;2653;((promedioDuraciones()-(Math.max(intervalo.inicio,instancia.d[tarea])))-((promedioDuraciones()/0.7)+(instancia.p[tarea]*0.7)));- - + promedioDuraciones() Math.max / * null null intervalo.inicio instancia.d[tarea] promedioDuraciones() 0.7 instancia.p[tarea] 0.7 ;
1835.34;1852.894;11;4;32;3501;((promedioDuraciones()-(Math.max(intervalo.inicio,instancia.d[tarea])))-(promedioDuraciones()+(instancia.p[tarea]*0.7)));- - + promedioDuraciones() Math.max promedioDuraciones() * null null intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] 0.7 ;
1821.68;1849.637;11;4;40;4357;((promedioDuraciones()-(Math.max(intervalo.inicio,instancia.d[tarea])))-(promedioDuraciones()+(instancia.p[tarea]*0.5)));- - + promedioDuraciones() Math.max promedioDuraciones() * null null intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] 0.5 ;
1819.78;1843.986;11;4;49;5201;((instancia.p[tarea]-(Math.max(intervalo.inicio,instancia.d[tarea])))-(instancia.p[tarea]+(instancia.p[tarea]*0.6)));- - + instancia.p[tarea] Math.max instancia.p[tarea] * null null intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] 0.6 ;
1795.08;1815.818;9;4;59;6049;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.6)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.6 ;
1785.64;1814.999;9;4;68;6859;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;79;7668;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;97;8469;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;131;9197;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;172;9916;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;212;10586;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;261;11246;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;313;11864;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;360;12497;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;413;13111;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;460;13712;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1785.64;1814.999;9;4;511;14319;(promedioDuraciones()/((Math.max(intervalo.inicio,instancia.d[tarea]))+(instancia.p[tarea]*0.4)));/ promedioDuraciones() + null null Math.max * null null null null intervalo.inicio instancia.d[tarea] instancia.p[tarea] 0.4 ;
1730.88;1767.05;13;4;537;14929;(((instancia.d[tarea]*0.6)/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(instancia.d[tarea],intervalo.inicio))));* / - * instancia.p[tarea] + Math.max instancia.d[tarea] 0.6 null null promedioDuraciones() intervalo.inicio instancia.d[tarea] intervalo.inicio ;
1730.88;1767.05;11;4;546;15558;((instancia.d[tarea]/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(instancia.d[tarea],intervalo.inicio))));* / - instancia.d[tarea] instancia.p[tarea] + Math.max null null null null promedioDuraciones() intervalo.inicio instancia.d[tarea] intervalo.inicio ;
1730.88;1767.05;11;4;555;16177;((instancia.d[tarea]/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(instancia.d[tarea],intervalo.inicio))));* / - instancia.d[tarea] instancia.p[tarea] + Math.max null null null null promedioDuraciones() intervalo.inicio instancia.d[tarea] intervalo.inicio ;
1728.78;1766.43;13;4;564;16802;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
1728.78;1766.43;13;4;573;17408;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
1728.78;1766.43;13;4;582;18034;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
1728.78;1766.43;13;4;593;18654;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
1728.78;1766.43;13;4;605;19264;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
1728.78;1766.43;13;4;619;19869;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
1728.78;1766.43;13;4;632;20480;(((Math.max(instancia.d[tarea],promedioDuraciones()))/instancia.p[tarea])*((promedioDuraciones()+intervalo.inicio)-(Math.max(intervalo.inicio,instancia.d[tarea]))));* / - Math.max instancia.p[tarea] + Math.max instancia.d[tarea] promedioDuraciones() null null promedioDuraciones() intervalo.inicio intervalo.inicio instancia.d[tarea] ;
