Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1912.8;1910.933;15;4;1;1106;(((intervalo.inicio/promedioDuraciones())/(instancia.p[tarea]+instancia.d[tarea]))/((intervalo.inicio*0.7)*(0.8/promedioDuraciones())));/ / * / + * / intervalo.inicio promedioDuraciones() instancia.p[tarea] instancia.d[tarea] intervalo.inicio 0.7 0.8 promedioDuraciones() ;
1698.76;1724.066;9;4;1;2203;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;3365;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;4471;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;5541;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;6486;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;7506;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;8483;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;9462;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
1658.64;1678.783;11;4;1;10388;(((instancia.p[tarea]*0.2)/0.3)-(Math.max(instancia.d[tarea],(intervalo.inicio+instancia.p[tarea]))));- / Math.max * 0.3 instancia.d[tarea] + instancia.p[tarea] 0.2 null null null null intervalo.inicio instancia.p[tarea] ;
