Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1906.32;1935.205;9;4;6;938;((Math.min(instancia.d[tarea],(Math.max(intervalo.inicio,promedioDuraciones()))))/(instancia.d[tarea]/0.8));/ Math.min / instancia.d[tarea] Math.max instancia.d[tarea] 0.8 null null intervalo.inicio promedioDuraciones() null null null null ;
1902.22;1937.501;9;4;14;1894;((Math.min(instancia.d[tarea],(Math.max(intervalo.inicio,promedioDuraciones()))))/(0.4*instancia.d[tarea]));/ Math.min * instancia.d[tarea] Math.max 0.4 instancia.d[tarea] null null intervalo.inicio promedioDuraciones() null null null null ;
1864.68;1885.72;9;4;24;2854;((0.3/instancia.d[tarea])/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - 0.3 instancia.d[tarea] instancia.d[tarea] - null null null null null null intervalo.inicio instancia.p[tarea] ;
1863.22;1876.279;11;4;36;3803;(((promedioDuraciones()/instancia.d[tarea])/instancia.d[tarea])/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - / instancia.d[tarea] instancia.d[tarea] - promedioDuraciones() instancia.d[tarea] null null null null intervalo.inicio instancia.p[tarea] ;
1862.22;1881.328;11;4;51;4733;((promedioDuraciones()/(Math.max(instancia.d[tarea],intervalo.inicio)))/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - promedioDuraciones() Math.max instancia.d[tarea] - null null instancia.d[tarea] intervalo.inicio null null intervalo.inicio instancia.p[tarea] ;
1858.98;1871.562;13;4;71;5597;(((0.3/instancia.d[tarea])/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - / Math.max instancia.d[tarea] - 0.3 instancia.d[tarea] intervalo.inicio instancia.d[tarea] null null intervalo.inicio instancia.p[tarea] ;
1858.98;1871.562;13;4;92;6468;(((0.3/instancia.d[tarea])/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - / Math.max instancia.d[tarea] - 0.3 instancia.d[tarea] intervalo.inicio instancia.d[tarea] null null intervalo.inicio instancia.p[tarea] ;
1858.98;1871.562;13;4;121;7313;(((0.3/instancia.d[tarea])/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - / Math.max instancia.d[tarea] - 0.3 instancia.d[tarea] intervalo.inicio instancia.d[tarea] null null intervalo.inicio instancia.p[tarea] ;
1858.98;1871.562;13;4;161;8101;(((0.3/instancia.d[tarea])/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - / Math.max instancia.d[tarea] - 0.3 instancia.d[tarea] intervalo.inicio instancia.d[tarea] null null intervalo.inicio instancia.p[tarea] ;
1858.98;1871.562;13;4;213;8810;(((0.3/instancia.d[tarea])/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]-(intervalo.inicio-instancia.p[tarea])));/ / - / Math.max instancia.d[tarea] - 0.3 instancia.d[tarea] intervalo.inicio instancia.d[tarea] null null intervalo.inicio instancia.p[tarea] ;
