Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1771.78;1770.376;9;4;1;1093;((intervalo.inicio/intervalo.inicio)/(Math.max((intervalo.inicio+instancia.p[tarea]),instancia.d[tarea])));/ / Math.max intervalo.inicio intervalo.inicio + instancia.d[tarea] null null null null intervalo.inicio instancia.p[tarea] null null ;
1698.76;1724.066;9;4;1;2177;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;1;3315;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;1;4467;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;1;5638;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;1;6777;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;1;7869;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;1;8871;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;9888;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;10959;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;12003;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;13041;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;13937;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;14969;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;15981;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;16980;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;17862;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;18810;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
1698.76;1724.066;9;4;2;19747;(0.5/(Math.max((intervalo.inicio+instancia.p[tarea]),(instancia.d[tarea]/0.9))));/ 0.5 Math.max null null + / null null null null intervalo.inicio instancia.p[tarea] instancia.d[tarea] 0.9 ;
