Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1908.42;1937.145;7;3;6;872;((intervalo.inicio-instancia.d[tarea])+(Math.min(instancia.d[tarea],intervalo.inicio)));+ - Math.min intervalo.inicio instancia.d[tarea] instancia.d[tarea] intervalo.inicio null null null null null null null null ;
1899.04;1897.807;15;4;13;1764;(((0.8/instancia.d[tarea])/(instancia.d[tarea]*instancia.d[tarea]))/((Math.max(instancia.p[tarea],promedioDuraciones()))*(promedioDuraciones()*instancia.d[tarea])));/ / * / * Math.max * 0.8 instancia.d[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] promedioDuraciones() promedioDuraciones() instancia.d[tarea] ;
1899.04;1897.807;15;4;22;2641;(((0.8/instancia.d[tarea])/(instancia.d[tarea]*instancia.d[tarea]))/((Math.max(instancia.p[tarea],promedioDuraciones()))*(promedioDuraciones()*instancia.d[tarea])));/ / * / * Math.max * 0.8 instancia.d[tarea] instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] promedioDuraciones() promedioDuraciones() instancia.d[tarea] ;
1891.26;1899.765;9;4;32;3509;(((promedioDuraciones()/0.1)-(instancia.p[tarea]+instancia.d[tarea]))/instancia.d[tarea]);/ - instancia.d[tarea] / + null null promedioDuraciones() 0.1 instancia.p[tarea] instancia.d[tarea] null null null null ;
1839.32;1853.075;11;4;43;4340;(((intervalo.inicio-instancia.d[tarea])+(intervalo.inicio-instancia.p[tarea]))+(Math.min(instancia.d[tarea],intervalo.inicio)));+ + Math.min - - instancia.d[tarea] intervalo.inicio intervalo.inicio instancia.d[tarea] intervalo.inicio instancia.p[tarea] null null null null ;
1831.2;1860.778;15;4;52;5143;(((Math.max(instancia.p[tarea],intervalo.inicio))/(instancia.d[tarea]/instancia.d[tarea]))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ / * Math.max / + Math.max instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1816.2;1852.867;15;4;59;5941;(((intervalo.inicio-instancia.d[tarea])+(Math.min(instancia.d[tarea],intervalo.inicio)))+((Math.max(instancia.p[tarea],intervalo.inicio))/(intervalo.inicio+instancia.p[tarea])));+ + / - Math.min Math.max + intervalo.inicio instancia.d[tarea] instancia.d[tarea] intervalo.inicio instancia.p[tarea] intervalo.inicio intervalo.inicio instancia.p[tarea] ;
1793.62;1821.82;15;4;66;6711;(((Math.max(instancia.p[tarea],intervalo.inicio))/(Math.max(intervalo.inicio,instancia.d[tarea])))/((instancia.p[tarea]+intervalo.inicio)*(Math.max(instancia.d[tarea],intervalo.inicio))));/ / * Math.max Math.max + Math.max instancia.p[tarea] intervalo.inicio intervalo.inicio instancia.d[tarea] instancia.p[tarea] intervalo.inicio instancia.d[tarea] intervalo.inicio ;
1785.32;1819.093;15;4;74;7483;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;84;8229;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;95;8959;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;116;9642;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;145;10236;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;185;10783;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;228;11282;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;275;11763;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
1785.32;1819.093;15;4;320;12243;(((instancia.p[tarea]+instancia.d[tarea])+(Math.max(instancia.p[tarea],instancia.d[tarea])))/((instancia.p[tarea]+instancia.d[tarea])*(Math.max(intervalo.inicio,instancia.d[tarea]))));/ + * + Math.max + Math.max instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] ;
