Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1910.14;1930.575;15;4;1;922;(Math.min(((0.3*instancia.p[tarea])-(instancia.d[tarea]+instancia.p[tarea])),((intervalo.inicio*0.5)/(0.2+0.8))));Math.min - / * + * + 0.3 instancia.p[tarea] instancia.d[tarea] instancia.p[tarea] intervalo.inicio 0.5 0.2 0.8 ;
1860.96;1880.347;9;4;1;1917;(Math.min(((Math.min(instancia.d[tarea],intervalo.inicio))-(instancia.d[tarea]+instancia.p[tarea])),instancia.p[tarea]));Math.min - instancia.p[tarea] Math.min + null null instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] null null null null ;
1860.96;1880.347;9;4;1;2951;(Math.min(((Math.min(instancia.d[tarea],intervalo.inicio))-(instancia.d[tarea]+instancia.p[tarea])),instancia.p[tarea]));Math.min - instancia.p[tarea] Math.min + null null instancia.d[tarea] intervalo.inicio instancia.d[tarea] instancia.p[tarea] null null null null ;
1698.76;1724.066;9;4;1;4055;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;5156;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;6226;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;7361;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;8456;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;9513;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;10530;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
