Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1908.42;1934.58;7;3;5;866;((promedioDuraciones()+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])));/ + Math.max promedioDuraciones() promedioDuraciones() intervalo.inicio instancia.d[tarea] null null null null null null null null ;
1908.42;1934.58;5;3;13;1762;(promedioDuraciones()/(Math.max(instancia.d[tarea],intervalo.inicio)));/ promedioDuraciones() Math.max null null instancia.d[tarea] intervalo.inicio null null null null null null null null ;
1846.68;1860.921;11;4;23;2645;(((promedioDuraciones()+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.p[tarea]+instancia.d[tarea]));/ / + + Math.max instancia.p[tarea] instancia.d[tarea] promedioDuraciones() promedioDuraciones() intervalo.inicio instancia.d[tarea] null null null null ;
1819.24;1832.966;11;4;36;3485;(((promedioDuraciones()+instancia.d[tarea])/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.p[tarea]+instancia.d[tarea]));/ / + + Math.max instancia.p[tarea] instancia.d[tarea] promedioDuraciones() instancia.d[tarea] intervalo.inicio instancia.d[tarea] null null null null ;
1818.7;1839.86;13;4;51;4281;(((promedioDuraciones()/promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.p[tarea]+(intervalo.inicio/0.4)));/ / + / Math.max instancia.p[tarea] / promedioDuraciones() promedioDuraciones() intervalo.inicio instancia.d[tarea] null null intervalo.inicio 0.4 ;
1782.54;1821.524;13;4;73;5025;(((instancia.d[tarea]+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]+(instancia.p[tarea]+instancia.d[tarea])));/ / + + Math.max instancia.d[tarea] + instancia.d[tarea] promedioDuraciones() intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] ;
1782.54;1821.524;13;4;87;5811;(((instancia.d[tarea]+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]+(instancia.p[tarea]+instancia.d[tarea])));/ / + + Math.max instancia.d[tarea] + instancia.d[tarea] promedioDuraciones() intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] ;
1782.54;1821.524;13;4;109;6566;(((instancia.d[tarea]+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]+(instancia.p[tarea]+instancia.d[tarea])));/ / + + Math.max instancia.d[tarea] + instancia.d[tarea] promedioDuraciones() intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] ;
1782.54;1821.524;13;4;147;7223;(((instancia.d[tarea]+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]+(instancia.p[tarea]+instancia.d[tarea])));/ / + + Math.max instancia.d[tarea] + instancia.d[tarea] promedioDuraciones() intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] ;
1782.54;1821.524;13;4;183;7891;(((instancia.d[tarea]+promedioDuraciones())/(Math.max(intervalo.inicio,instancia.d[tarea])))/(instancia.d[tarea]+(instancia.p[tarea]+instancia.d[tarea])));/ / + + Math.max instancia.d[tarea] + instancia.d[tarea] promedioDuraciones() intervalo.inicio instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] ;
