Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1909.74;1915.422;9;4;6;921;(promedioDuraciones()/((instancia.p[tarea]+instancia.d[tarea])*(0.7/promedioDuraciones())));/ promedioDuraciones() * null null + / null null null null instancia.p[tarea] instancia.d[tarea] 0.7 promedioDuraciones() ;
1887.12;1897.184;9;4;14;1871;((promedioDuraciones()/0.1)/((0.7*instancia.p[tarea])+instancia.d[tarea]));/ / + promedioDuraciones() 0.1 * instancia.d[tarea] null null null null 0.7 instancia.p[tarea] null null ;
1842.54;1874.787;13;4;23;2821;(((Math.min(instancia.d[tarea],intervalo.inicio))-(instancia.d[tarea]*0.8))/((0.7*instancia.p[tarea])+instancia.d[tarea]));/ - + Math.min * * instancia.d[tarea] instancia.d[tarea] intervalo.inicio instancia.d[tarea] 0.8 0.7 instancia.p[tarea] null null ;
1801.44;1798.485;9;4;32;3758;(Math.min((0.5/instancia.p[tarea]),(intervalo.inicio-(instancia.d[tarea]*0.8))));Math.min / - 0.5 instancia.p[tarea] intervalo.inicio * null null null null null null instancia.d[tarea] 0.8 ;
1764.64;1810.305;9;4;44;4688;(((Math.min(instancia.d[tarea],intervalo.inicio))-(instancia.d[tarea]*0.8))/instancia.p[tarea]);/ - instancia.p[tarea] Math.min * null null instancia.d[tarea] intervalo.inicio instancia.d[tarea] 0.8 null null null null ;
1751.3;1749.489;15;4;54;5628;(Math.min(((instancia.d[tarea]+instancia.d[tarea])/(0.5*instancia.p[tarea])),((Math.min(intervalo.inicio,instancia.d[tarea]))-(instancia.d[tarea]*0.8))));Math.min / - + * Math.min * instancia.d[tarea] instancia.d[tarea] 0.5 instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.d[tarea] 0.8 ;
1727.26;1741.821;15;4;67;6568;(Math.min(((instancia.d[tarea]+intervalo.inicio)/(0.5*instancia.p[tarea])),((Math.min(intervalo.inicio,instancia.d[tarea]))-(instancia.d[tarea]*0.8))));Math.min / - + * Math.min * instancia.d[tarea] intervalo.inicio 0.5 instancia.p[tarea] intervalo.inicio instancia.d[tarea] instancia.d[tarea] 0.8 ;
1717.86;1739.062;13;4;81;7477;(Math.min(((intervalo.inicio+intervalo.inicio)/(0.5*instancia.p[tarea])),(intervalo.inicio-(instancia.d[tarea]*0.8))));Math.min / - + * intervalo.inicio * intervalo.inicio intervalo.inicio 0.5 instancia.p[tarea] null null instancia.d[tarea] 0.8 ;
1710.02;1737.894;13;4;96;8373;(Math.min(((intervalo.inicio+intervalo.inicio)/(0.3*instancia.p[tarea])),(intervalo.inicio-(instancia.d[tarea]*0.8))));Math.min / - + * intervalo.inicio * intervalo.inicio intervalo.inicio 0.3 instancia.p[tarea] null null instancia.d[tarea] 0.8 ;
1710.02;1737.894;13;4;115;9267;(Math.min(((intervalo.inicio+intervalo.inicio)/(0.3*instancia.p[tarea])),(intervalo.inicio-(instancia.d[tarea]*0.8))));Math.min / - + * intervalo.inicio * intervalo.inicio intervalo.inicio 0.3 instancia.p[tarea] null null instancia.d[tarea] 0.8 ;
