Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1908.42;1934.58;7;3;1;924;((Math.min(instancia.d[tarea],intervalo.inicio))/(intervalo.inicio*instancia.d[tarea]));/ Math.min * instancia.d[tarea] intervalo.inicio intervalo.inicio instancia.d[tarea] null null null null null null null null ;
1872.16;1903.4;12;4;1;1918;((-((Math.max(instancia.d[tarea],intervalo.inicio))))*((Math.max(intervalo.inicio,instancia.d[tarea]))*(instancia.d[tarea]+instancia.p[tarea])));* - * Math.max null Math.max + instancia.d[tarea] intervalo.inicio null null intervalo.inicio instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1867.78;1904.308;12;4;1;3015;((-((instancia.d[tarea]+instancia.p[tarea])))*((Math.max(intervalo.inicio,instancia.d[tarea]))*(instancia.d[tarea]+instancia.p[tarea])));* - * + null Math.max + instancia.d[tarea] instancia.p[tarea] null null intervalo.inicio instancia.d[tarea] instancia.d[tarea] instancia.p[tarea] ;
1698.76;1724.066;9;4;1;4106;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;5043;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;5976;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;6910;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;7888;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;8997;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
1698.76;1724.066;9;4;1;9989;(promedioDuraciones()/(Math.max((instancia.d[tarea]/0.9),(intervalo.inicio+instancia.p[tarea]))));/ promedioDuraciones() Math.max null null / + null null null null instancia.d[tarea] 0.9 intervalo.inicio instancia.p[tarea] ;
