Train;Test;Size;Depth;Generaciones;Distintos;Regla;Monticulo;
1908.42;1934.58;7;3;5;830;((Math.min(0.6,0.9))/(Math.max(intervalo.inicio,instancia.d[tarea])));/ Math.min Math.max 0.6 0.9 intervalo.inicio instancia.d[tarea] null null null null null null null null ;
1908.42;1934.58;7;3;13;1679;((Math.min(0.6,0.9))/(Math.max(intervalo.inicio,instancia.d[tarea])));/ Math.min Math.max 0.6 0.9 intervalo.inicio instancia.d[tarea] null null null null null null null null ;
1876.72;1901.576;15;4;21;2535;(Math.min((Math.min((intervalo.inicio-instancia.d[tarea]),(Math.min(instancia.p[tarea],promedioDuraciones())))),((instancia.p[tarea]/0.4)/(promedioDuraciones()-instancia.d[tarea]))));Math.min Math.min / - Math.min / - intervalo.inicio instancia.d[tarea] instancia.p[tarea] promedioDuraciones() instancia.p[tarea] 0.4 promedioDuraciones() instancia.d[tarea] ;
1807.76;1816.327;15;4;30;3331;(((instancia.d[tarea]-instancia.d[tarea])-(0.9*instancia.d[tarea]))-(Math.max((instancia.p[tarea]-instancia.d[tarea]),(promedioDuraciones()-intervalo.inicio))));- - Math.max - * - - instancia.d[tarea] instancia.d[tarea] 0.9 instancia.d[tarea] instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1795.62;1829.746;13;4;38;4116;(((instancia.d[tarea]-instancia.d[tarea])-instancia.d[tarea])-(Math.max((instancia.p[tarea]-instancia.d[tarea]),(promedioDuraciones()-intervalo.inicio))));- - Math.max - instancia.d[tarea] - - instancia.d[tarea] instancia.d[tarea] null null instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1755.44;1792.123;11;4;46;4855;((intervalo.inicio-instancia.d[tarea])-(Math.max((instancia.p[tarea]-instancia.d[tarea]),(promedioDuraciones()-intervalo.inicio))));- - Math.max intervalo.inicio instancia.d[tarea] - - null null null null instancia.p[tarea] instancia.d[tarea] promedioDuraciones() intervalo.inicio ;
1752.12;1770.985;11;4;53;5625;((instancia.p[tarea]-instancia.p[tarea])-(Math.max((instancia.d[tarea]-intervalo.inicio),(Math.min(instancia.p[tarea],promedioDuraciones())))));- - Math.max instancia.p[tarea] instancia.p[tarea] - Math.min null null null null instancia.d[tarea] intervalo.inicio instancia.p[tarea] promedioDuraciones() ;
1723.08;1738.811;9;4;61;6359;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(Math.min(instancia.p[tarea],promedioDuraciones())))));- intervalo.inicio Math.max null null - Math.min null null null null instancia.d[tarea] intervalo.inicio instancia.p[tarea] promedioDuraciones() ;
1723.08;1738.811;9;4;69;7099;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(Math.min(instancia.p[tarea],promedioDuraciones())))));- intervalo.inicio Math.max null null - Math.min null null null null instancia.d[tarea] intervalo.inicio instancia.p[tarea] promedioDuraciones() ;
1723.08;1738.811;9;4;78;7829;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(Math.min(instancia.p[tarea],promedioDuraciones())))));- intervalo.inicio Math.max null null - Math.min null null null null instancia.d[tarea] intervalo.inicio instancia.p[tarea] promedioDuraciones() ;
1650.82;1677.142;9;4;89;8542;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));- intervalo.inicio Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1650.82;1677.142;9;4;101;9238;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));- intervalo.inicio Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1650.82;1677.142;9;4;112;9922;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));- intervalo.inicio Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1650.82;1677.142;9;4;124;10633;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));- intervalo.inicio Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1650.82;1677.142;9;4;133;11303;(intervalo.inicio-(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));- intervalo.inicio Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.86;1675.174;9;4;144;11977;(0.4/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ 0.4 Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.86;1675.174;9;4;155;12637;(0.4/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ 0.4 Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.86;1675.174;9;4;166;13297;(0.4/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ 0.4 Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.86;1675.174;9;4;178;13961;(0.4/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ 0.4 Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.86;1675.174;9;4;191;14624;(0.4/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ 0.4 Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.86;1675.174;9;4;203;15294;(0.4/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ 0.4 Math.max null null - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.84;1675.162;13;4;217;15955;((intervalo.inicio-(intervalo.inicio/intervalo.inicio))/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ - Math.max intervalo.inicio / - * null null intervalo.inicio intervalo.inicio instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.84;1675.162;13;4;229;16600;((intervalo.inicio-(intervalo.inicio/intervalo.inicio))/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ - Math.max intervalo.inicio / - * null null intervalo.inicio intervalo.inicio instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
1649.84;1675.164;11;4;244;17246;((promedioDuraciones()-0.7)/(Math.max((instancia.d[tarea]-intervalo.inicio),(0.7*instancia.p[tarea]))));/ - Math.max promedioDuraciones() 0.7 - * null null null null instancia.d[tarea] intervalo.inicio 0.7 instancia.p[tarea] ;
