iterations;bestFitness;averageFitness;mutations;cruces;
5.0;0.005681818181818181;0.0036994949494949508;149.0;745.0;
10.0;0.005681818181818181;0.0033333333333333327;298.3333333333333;1490.0;
15.0;0.005681818181818181;0.0035479797979797983;452.0;2235.0;
20.0;0.005681818181818181;0.0035227272727272724;608.0;2980.0;
25.0;0.005681818181818181;0.0035606060606060605;757.0;3725.0;
30.0;0.005681818181818181;0.003712121212121213;901.6666666666666;4470.0;
35.0;0.005681818181818181;0.0034343434343434335;1053.3333333333333;5215.0;
40.0;0.005681818181818181;0.0035732323232323233;1200.0;5960.0;
45.0;0.005681818181818181;0.0037626262626262643;1347.3333333333333;6705.0;
50.0;0.005681818181818181;0.003611111111111112;1503.3333333333333;7450.0;
55.0;0.005681818181818181;0.0037500000000000016;1645.0;8195.0;
60.0;0.005681818181818181;0.0037247474747474757;1789.3333333333333;8940.0;
65.0;0.005681818181818181;0.0037878787878787897;1945.0;9685.0;
70.0;0.005681818181818181;0.003686868686868688;2097.6666666666665;10430.0;
75.0;0.005681818181818181;0.003446969696969696;2255.3333333333335;11175.0;
80.0;0.005681818181818181;0.003560606060606061;2413.3333333333335;11920.0;
85.0;0.005681818181818181;0.003459595959595959;2567.6666666666665;12665.0;
90.0;0.005681818181818181;0.0036489898989899;2714.6666666666665;13410.0;
95.0;0.005681818181818181;0.0033459595959595954;2870.3333333333335;14155.0;
100.0;0.005681818181818181;0.0035606060606060605;3018.6666666666665;14900.0;
105.0;0.005681818181818181;0.0036489898989898995;3161.3333333333335;15645.0;
110.0;0.005681818181818181;0.0037878787878787897;3311.6666666666665;16390.0;
115.0;0.005681818181818181;0.003585858585858586;3457.6666666666665;17135.0;
120.0;0.005681818181818181;0.003825757575757578;3619.3333333333335;17880.0;
125.0;0.005681818181818181;0.003762626262626264;3768.6666666666665;18625.0;
130.0;0.005681818181818181;0.0037121212121212135;3918.0;19370.0;
135.0;0.005681818181818181;0.0038383838383838405;4067.0;20115.0;
140.0;0.005681818181818181;0.0038383838383838405;4219.666666666667;20860.0;
145.0;0.005681818181818181;0.0037626262626262643;4358.333333333333;21605.0;
150.0;0.005681818181818181;0.0035227272727272724;4509.333333333333;22350.0;
155.0;0.005681818181818181;0.003674242424242425;4648.0;23095.0;
160.0;0.005681818181818181;0.003863636363636366;4790.0;23840.0;
165.0;0.005681818181818181;0.0038257575757575783;4936.333333333333;24585.0;
170.0;0.005681818181818181;0.0036489898989898995;5088.666666666667;25330.0;
175.0;0.005681818181818181;0.003421717171717171;5234.666666666667;26075.0;
180.0;0.005681818181818181;0.003686868686868688;5377.333333333333;26820.0;
185.0;0.005681818181818181;0.003535353535353535;5528.0;27565.0;
190.0;0.005681818181818181;0.003914141414141417;5669.333333333333;28310.0;
195.0;0.005681818181818181;0.0038510101010101033;5815.0;29055.0;
200.0;0.005681818181818181;0.003547979797979798;5968.333333333333;29800.0;
205.0;0.005681818181818181;0.003623737373737374;6117.666666666667;30545.0;
210.0;0.005681818181818181;0.003674242424242425;6257.333333333333;31290.0;
215.0;0.005681818181818181;0.003497474747474747;6407.333333333333;32035.0;
220.0;0.005681818181818181;0.0034343434343434326;6557.0;32780.0;
225.0;0.005681818181818181;0.0035606060606060605;6707.333333333333;33525.0;
230.0;0.005681818181818181;0.003459595959595959;6866.333333333333;34270.0;
235.0;0.005681818181818181;0.0037878787878787897;7011.0;35015.0;
240.0;0.005681818181818181;0.0033080808080808064;7150.666666666667;35760.0;
245.0;0.005681818181818181;0.003472222222222222;7298.666666666667;36505.0;
250.0;0.005681818181818181;0.0036489898989898995;7436.333333333333;37250.0;
255.0;0.005681818181818181;0.003661616161616162;7585.666666666667;37995.0;
260.0;0.005681818181818181;0.0037878787878787893;7738.0;38740.0;
265.0;0.005681818181818181;0.0036742424242424254;7893.666666666667;39485.0;
270.0;0.005681818181818181;0.0038005050505050524;8041.666666666667;40230.0;
275.0;0.005681818181818181;0.0035732323232323233;8192.666666666666;40975.0;
280.0;0.005681818181818181;0.0035227272727272724;8337.0;41720.0;
285.0;0.005681818181818181;0.003547979797979798;8488.666666666666;42465.0;
290.0;0.005681818181818181;0.0037500000000000016;8650.0;43210.0;
295.0;0.005681818181818181;0.003674242424242425;8796.666666666666;43955.0;
300.0;0.005681818181818181;0.0037878787878787897;8957.666666666666;44700.0;
305.0;0.005681818181818181;0.003775252525252527;9097.333333333334;45445.0;
310.0;0.005681818181818181;0.0035227272727272733;9237.333333333334;46190.0;
315.0;0.005681818181818181;0.003775252525252527;9395.0;46935.0;
320.0;0.005681818181818181;0.003459595959595959;9540.333333333334;47680.0;
325.0;0.005681818181818181;0.003724747474747476;9691.0;48425.0;
330.0;0.005681818181818181;0.0036868686868686876;9850.666666666666;49170.0;
335.0;0.005681818181818181;0.0038510101010101033;9999.0;49915.0;
340.0;0.005681818181818181;0.003775252525252527;10149.0;50660.0;
345.0;0.005681818181818181;0.003762626262626264;10293.333333333334;51405.0;
350.0;0.005681818181818181;0.003724747474747476;10440.666666666666;52150.0;
355.0;0.005681818181818181;0.003484848484848485;10578.0;52895.0;
360.0;0.005681818181818181;0.003674242424242425;10735.666666666666;53640.0;
365.0;0.005681818181818181;0.003686868686868688;10885.0;54385.0;
370.0;0.005681818181818181;0.003825757575757578;11043.0;55130.0;
375.0;0.005681818181818181;0.003686868686868688;11191.0;55875.0;
380.0;0.005681818181818181;0.003863636363636366;11338.333333333334;56620.0;
385.0;0.005681818181818181;0.003623737373737374;11487.333333333334;57365.0;
390.0;0.005681818181818181;0.0037626262626262643;11640.0;58110.0;
395.0;0.005681818181818181;0.0038888888888888914;11797.666666666666;58855.0;
400.0;0.005681818181818181;0.0037500000000000016;11944.0;59600.0;
405.0;0.005681818181818181;0.003939393939393943;12095.0;60345.0;
410.0;0.005681818181818181;0.0036868686868686876;12245.333333333334;61090.0;
415.0;0.005681818181818181;0.003914141414141418;12399.666666666666;61835.0;
420.0;0.005681818181818181;0.0037626262626262643;12546.333333333334;62580.0;
425.0;0.005681818181818181;0.003674242424242425;12694.333333333334;63325.0;
430.0;0.005681818181818181;0.0035984848484848487;12840.333333333334;64070.0;
435.0;0.005681818181818181;0.0036111111111111114;12999.0;64815.0;
440.0;0.005681818181818181;0.003914141414141418;13152.0;65560.0;
445.0;0.005681818181818181;0.003825757575757578;13297.333333333334;66305.0;
450.0;0.005681818181818181;0.003737373737373739;13450.666666666666;67050.0;
455.0;0.005681818181818181;0.0037121212121212135;13599.333333333334;67795.0;
460.0;0.005681818181818181;0.0038005050505050524;13739.333333333334;68540.0;
465.0;0.005681818181818181;0.003724747474747476;13878.0;69285.0;
470.0;0.005681818181818181;0.0034343434343434326;14035.333333333334;70030.0;
475.0;0.005681818181818181;0.003547979797979798;14176.666666666666;70775.0;
480.0;0.005681818181818181;0.0037878787878787897;14324.333333333334;71520.0;
485.0;0.005681818181818181;0.0037373737373737385;14462.666666666666;72265.0;
490.0;0.005681818181818181;0.0037121212121212135;14599.666666666666;73010.0;
495.0;0.005681818181818181;0.0036489898989898995;14757.0;73755.0;
500.0;0.005681818181818181;0.0037121212121212135;14908.333333333334;74500.0;
505.0;0.005681818181818181;0.0035606060606060605;15052.0;75245.0;
