Cabecera;iterations;bestFitness;averageFitness;mutations;cruces;
./executionResults/23 Feb 2021 14-44-58 GMT.csv;1432.5;0.005681818181818232;0.003678083280356008;42571.86013986014;213442.5;
./executionResults/23 Feb 2021 14-50-34 GMT.csv;475.0;0.0056818181818181985;0.0036766474266474248;14208.63492063492;70775.0;
./executionResults/23 Feb 2021 14-52-08 GMT.csv;477.5;0.0056818181818181985;0.0036493221690590124;14243.505263157895;71147.5;
