Cabecera;iterations;bestFitness;averageFitness;mutations;cruces;
D:/TFG/TFG-HerramientaAlgEvolutivos/executionResults/23 Feb 2021 14-44-58 GMT.csv;945;0.005681818181818182;0.003939393939393942;28078;140805
D:/TFG/TFG-HerramientaAlgEvolutivos/executionResults/23 Feb 2021 14-50-34 GMT.csv;945;0.005681818181818182;0.0037878787878787897;28300;140805;
D:/TFG/TFG-HerramientaAlgEvolutivos/executionResults/23 Feb 2021 14-52-08 GMT.csv;945;0.005681818181818182;0.003636363636363637;28256;140805
